Gene,Gene_display,CPVAE1,CPVAE2,CPVAE3,CPVAE4,CPVAE5,CPVAE6,CPVAE7,CPVAE8,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range,CPVAE_cluster
N900_RS16190,ATP-dependent zinc protease_2,1.2745667,1.117274,0.24271077,-2.7341785,-0.19136381,-0.23669153,0.4969068,-0.047845863,-0.70523565,-2.7457,4.6147,12h_SI9,12h,SI9,1h_st,1h,st,7.3604,1
N900_RS16195,fruA,-0.12707978,2.313663,-1.628392,-3.3332503,-1.550445,-1.4155688,0.047941983,1.2408706,-0.4272863333333333,-2.2982,2.4705,6h_SI6,6h,SI6,6h_SI5,6h,SI5,4.7687,1
N900_RS16200,pfkB,2.6666725,1.7900016,-3.1180348,-0.8500396,-1.3011131,-2.6169784,-0.13794747,1.1325887,0.5286702000000001,-1.4725,5.1807,24h_SI3,24h,SI3,3h_SI1,3h,SI1,6.6532,0
N900_RS16205,fruB,3.7732875,3.6130972,-2.315166,-0.4736307,-0.043400962,-2.3470614,0.45383897,0.84035885,1.04708575,-0.42619,2.9851,1h_st,1h,st,6h_SI3,6h,SI3,3.41129,0
N900_RS16210,cra,4.4932313,2.7130847,-1.5237519,0.13880822,-0.7051779,-0.074575245,-0.24845102,-0.24635616,0.43432115,-1.8357,4.7512,1h_SI2,1h,SI2,3h_SI2,3h,SI2,6.5869,0
N900_RS16215,sbcD,6.104399,2.8191433,-0.7404272,-1.0389563,-0.42779875,-0.04980737,0.4867821,1.2036201,1.0111105,-0.5054,4.1219,24h_SI9,24h,SI9,1h_st,1h,st,4.6273,0
N900_RS16220,sbcC_BLAST,-0.71703887,-0.20533165,0.39490294,0.314231,1.14335,-0.38389376,0.41594604,-0.19837835,-0.5289355433333333,-2.7417,3.5752,12h_SI4,12h,SI4,6h_SI3,6h,SI3,6.3169,1
N900_RS16225,cqsS_BLAST,1.7171628,3.4834514,-1.485447,-1.0383722,-2.325121,-1.0429963,0.5332333,1.8773985,0.16180714999999998,-1.6981,2.344,6h_SI3,6h,SI3,6h_SI2,6h,SI2,4.0421,0
N900_RS16230,cqsA,3.7830558,2.777109,-1.497235,0.16329694,0.8260368,-4.1773267,0.30413386,0.8074579,0.82504815,-0.76438,4.1417,12h_SI7,12h,SI7,6h_st,6h,st,4.90608,0
N900_RS16235,tellurium resistance protein,0.57178885,3.208004,-2.5443642,-2.38681,0.15894285,-2.877563,0.54242975,2.182752,-0.054176333333333306,-1.9902,3.3807,6h_SI3,6h,SI3,1h_SI1,1h,SI1,5.3709,0
N900_RS16240,clcA,-0.025308188,2.821245,-1.944651,-0.11970758,-1.4781073,-3.8860514,0.7835373,-0.4908214,0.23447485000000004,-1.4546,4.9832,1h_SI3,1h,SI3,6h_st,6h,st,6.4378,1
N900_RS16245,cobW,3.0242891,4.258855,-1.154703,-0.8982439,-2.3967764,-1.858926,0.14265466,-0.09260864,0.48308819300000005,-0.75494,4.2107,3h_SI1,3h,SI1,3h_SI4,3h,SI4,4.9656400000000005,0
N900_RS16255,kup,0.90685606,4.242712,0.012930881,-1.4042002,-1.55269,-0.3676014,-0.3118756,0.8425006,0.19566618666666669,-1.4853,3.2925,6h_SI2,6h,SI2,3h_SI4,3h,SI4,4.7778,1
N900_RS16260,nifJ,3.2502925,2.3723133,-1.6670128,0.77938545,0.2915151,-2.0085902,-0.67453015,-0.37873742,1.428935468333333,-0.15473,4.7175,6h_SI4,6h,SI4,6h_st,6h,st,4.87223,0
N900_RS16265,kdpd,2.347734,2.9638846,-4.5029335,-0.50218457,-0.99823344,-3.483548,0.9193465,2.1460402,0.27659245,-1.3421,3.2312,3h_SI3,3h,SI3,3h_SI1,3h,SI1,4.5733,0
N900_RS16270,kdpE,4.2274027,3.5124373,-1.4206696,-1.1642395,0.21326733,-2.8632805,0.5394635,0.9754069,0.5579111333333334,-0.62043,3.1405,24h_ce,24h,ce,1h_ce,1h,ce,3.76093,0
N900_RS16275,tata,-1.9055934,0.5863961,1.9848323,-0.14605926,1.439392,-2.0262985,-0.36294296,-0.013591215,-0.03548136366666666,-1.813,5.3506,12h_SI4,12h,SI4,3h_st,3h,st,7.1636,1
N900_RS16280,deda,3.4243598,3.3515196,-1.9592353,-0.28064418,-0.31797087,-0.5859574,1.0398104,1.8454742,1.4849051666666668,0.11019,5.1224,1h_SI6,1h,SI6,3h_SI5,3h,SI5,5.01221,0
N900_RS16285,VC_A0535,3.3804107,3.2038958,-1.6500826,-0.43218812,-0.3348841,-0.732765,0.019801654,0.76111144,0.6993026666666667,-1.1264,4.0597,12h_SI8,12h,SI8,3h_SI2,3h,SI2,5.186100000000001,0
N900_RS16290,VC_A0536,-3.234028,1.0225801,-1.7241417,-0.97129005,0.12605223,-2.4268248,0.24937633,0.924269,0.28817805,-1.0636,3.3057,6h_SI3,6h,SI3,3h_SI5,3h,SI5,4.3693,1
N900_RS16295,VC_A0537,-0.54906076,-0.040178753,-0.8921713,0.5311809,-1.4042019,-0.3587365,-0.022370528,0.033429414,0.8043542833333334,-2.806,4.3904,12h_SI8,12h,SI8,12h_SI2,12h,SI2,7.1964,1
N900_RS16300,yceJ_2,5.108221,3.1945946,-2.8034494,-0.70667917,-0.63563776,-2.3547351,0.15437564,0.76267034,1.1525435166666667,-0.27511,4.7883,3h_st,3h,st,3h_SI1,3h,SI1,5.063409999999999,0
N900_RS16305,ycei,2.6260686,1.031187,-0.34970653,-2.1458428,0.15133111,1.3595655,-0.27418882,-0.112358816,-1.2561630666666668,-3.946,4.2605,6h_SI6,6h,SI6,3h_SI2,3h,SI2,8.2065,1
N900_RS16310,focA_2,5.024411,2.2664285,-0.30912614,0.200151,0.4565077,-1.5257473,0.17612267,0.7366384,1.7257819333333337,-0.51131,6.0769,1h_SI8,1h,SI8,3h_SI2,3h,SI2,6.58821,0
N900_RS16315,argP_2,2.4981117,3.741023,-0.35756546,0.19911951,-1.129624,0.84069794,1.0253093,1.0459929,1.3540184666666666,-0.14788,4.7143,1h_SI7,1h,SI7,6h_SI1,6h,SI1,4.8621799999999995,1
N900_RS16320,Inner membrane protein YcdZ_BLAST,3.4458897,0.90056944,0.67496175,-0.029655144,0.47628942,2.0741425,-0.52320766,-0.9734337,-0.013156353333333284,-2.3482,6.182,12h_SI8,12h,SI8,3h_SI2,3h,SI2,8.5302,1
N900_RS16325,ATP-dependent endonuclease,3.6173024,3.0315619,-0.98061746,0.42270634,1.0109317,-3.0378692,0.49241063,1.2734027,1.1322736983333335,-0.46993,4.3465,1h_SI5,1h,SI5,3h_st,3h,st,4.8164299999999995,0
N900_RS16330,bifunctional metallophosphatase/5'-nucleotidase,0.1555316,2.8630407,-1.589509,-0.27813742,-0.61791456,-1.6961517,0.18502659,-0.18744037,0.41608813333333333,-1.5387,4.0579,6h_SI3,6h,SI3,12h_st,12h,st,5.5966000000000005,1
N900_RS16335,terc,-1.8143752,1.783839,-1.0744836,-2.1265345,-2.357746,-0.08619834,-0.73402244,1.4091352,-0.46193062333333335,-2.2663,1.8984,6h_SI3,6h,SI3,3h_SI5,3h,SI5,4.1647,1
N900_RS16345,alkylphosphonate utilization protein,2.455908,2.3259938,-2.4561722,-0.7972281,0.26917216,-0.25312874,0.32972693,1.9898653,1.0216163666666664,-0.55201,4.916,6h_SI2,6h,SI2,6h_SI3,6h,SI3,5.4680100000000005,0
N900_RS16350,VC_A0550,2.879651,1.870835,-0.5772519,0.57520235,1.3552397,-2.61741,0.76551753,3.0253649,0.8716396166666667,-0.9189,5.8887,12h_SI2,12h,SI2,3h_st,3h,st,6.8076,0
N900_RS16355,VC_A0551,2.3665648,2.2186503,-3.3571365,-2.4112873,-0.93108845,-2.186254,1.2978492,2.8579993,-0.4701530666666666,-1.7787,2.4695,3h_SI6,3h,SI6,6h_SI2,6h,SI2,4.2482,0
N900_RS16360,fatty acid cis/trans isomerase,2.2186828,1.8345889,-2.2739987,-0.36543065,-1.1375057,-3.3000846,0.14989379,-0.57224196,0.8629464283333335,-0.61524,4.8039,6h_SI2,6h,SI2,6h_st,6h,st,5.41914,0
N900_RS16370,yhjX,5.261358,3.2955167,-0.9534882,-0.07115566,0.15550224,-2.6370475,0.5376358,0.8480501,1.2307894166666666,-0.41223,4.0883,1h_SI2,1h,SI2,3h_SI4,3h,SI4,4.50053,0
N900_RS16375,VC_A0556,2.5261226,2.886848,-4.6232705,-0.9869033,-0.67460513,-3.1102488,0.6649135,3.1000676,0.362556495,-0.89203,3.8498,3h_SI3,3h,SI3,3h_SI1,3h,SI1,4.74183,0
N900_RS16380,sensor domain-containing diguanylate cyclase_4,3.460382,2.484662,-2.8454711,-2.1541739,0.18365252,-2.6102576,0.85054356,3.2545927,0.2058518,-1.1011,3.6963,12h_co,12h,co,3h_SI1,3h,SI1,4.7974,0
N900_RS16390,hpxW,4.475577,3.3164847,-1.5642861,-1.0169876,0.6349509,-3.6261623,0.9424055,1.5760385,0.8557798833333334,-0.81315,4.2742,12h_st,12h,st,1h_SI1,1h,SI1,5.087350000000001,0
N900_RS16395,Solitary outer membrane autotransporter beta-barrel domain,0.33641696,1.7467004,-0.42550832,-1.0306481,-0.6282239,-1.4503412,1.1502942,-1.1946108,0.6571251446666666,-0.50736,4.7118,3h_st,3h,st,6h_st,6h,st,5.2191600000000005,1
N900_RS16400,VC_A0560,3.4676347,1.3854849,-2.4317322,-0.09945518,-1.8278339,0.5384367,-0.24758437,1.5811229,0.08820191666666664,-1.8666,4.4851,1h_SI1,1h,SI1,12h_SI1,12h,SI1,6.3517,0
N900_RS16405,VC_A0561,1.9975901,2.351447,-1.0628254,-0.3524565,-0.4902675,-1.0457674,1.8257933,2.1065898,1.0443953,-0.2683,5.368,3h_SI9,3h,SI9,6h_SI2,6h,SI2,5.6363,0
N900_RS16410,transcriptional regulator_4,1.3914658,2.6652596,-3.5372458,-0.007014606,-0.2769853,-3.8667762,0.3668866,2.3445573,0.5308673333333334,-1.4586,4.77,1h_ce,1h,ce,3h_SI5,3h,SI5,6.228599999999999,0
N900_RS16415,pntA,1.247175,3.7545197,-2.8605075,-0.91523594,-1.2211472,-3.3009157,0.68647194,1.0945909,0.38819996666666673,-1.0715,4.5501,12h_st,12h,st,6h_ce,6h,ce,5.621599999999999,0
N900_RS16420,pntB,5.1100554,3.7883813,-1.872404,-0.26156208,-0.3286995,-2.0650542,0.24462098,2.7675674,1.030544705,-0.22161,3.5925,1h_SI7,1h,SI7,6h_SI2,6h,SI2,3.81411,0
N900_RS16425,vxrA_BLAST,3.8473668,1.057863,0.3935767,0.19355911,-1.4394453,1.3625278,-0.055937473,-0.18326059,0.16898825,-1.5679,4.1622,12h_ce,12h,ce,12h_SI2,12h,SI2,5.7301,1
N900_RS16430,vxrB,-1.5602676,1.812474,-1.1277844,-3.6449327,0.43407103,-2.2823653,-0.14688161,0.5056346,-0.39432785333333337,-1.9981,3.8539,12h_SI4,12h,SI4,3h_SI4,3h,SI4,5.852,1
N900_RS16435,VC_A0567,2.0743456,3.524217,-1.0292023,-2.179539,-1.2346848,-0.6121397,1.5535206,0.648818,0.2824604333333333,-1.5569,3.2511,3h_SI5,3h,SI5,6h_SI4,6h,SI4,4.808,1
N900_RS16440,TraF,3.610071,3.5982168,-3.4651437,0.32100517,-0.38704237,-3.8549914,0.6867459,0.92748266,1.3596824000000003,-0.19428,4.7884,1h_SI9,1h,SI9,6h_st,6h,st,4.98268,0
N900_RS16445,VC0395_0503_BLAST,-1.3535208,2.9842231,-2.0239964,-0.27007887,-1.3615421,-1.3843617,1.4010506,1.5107043,0.6296410833333334,-0.78978,3.9846,12h_SI1,12h,SI1,6h_SI4,6h,SI4,4.77438,1
N900_RS16450,yciH,4.811311,1.9541068,-1.3739872,-0.9014691,-1.8013661,-0.14807366,-0.8145359,0.44878194,0.6811218833333333,-3.0652,4.6597,6h_SI6,6h,SI6,12h_SI1,12h,SI1,7.7249,0
N900_RS16455,VC_A0571,-2.8700948,-1.6161443,1.8727701,0.069402635,1.487248,2.080271,-0.0779456,-0.8305087,1.4157422000000002,-0.36415,4.071,12h_SI3,12h,SI3,3h_SI8,3h,SI8,4.43515,1
N900_RS16465,DamX-related protein,2.6294785,0.32747114,-3.5923147,-0.813289,-0.39596453,-2.0976005,-0.8581062,1.3613694,0.025303263333333333,0.0031775,0.28123,6h_SI3,6h,SI3,3h_SI1,3h,SI1,0.2780525,0
N900_RS16470,patZ,3.5121515,4.0257387,-2.9538248,0.45642442,-0.58829534,-1.8941623,0.63939553,1.1911566,1.8208001666666662,0.16572,5.0938,1h_SI7,1h,SI7,3h_SI2,3h,SI2,4.92808,0
N900_RS16475,yhaJ,2.306629,4.119129,-1.9607981,-0.5743762,0.06926471,-1.9338073,0.735314,0.99675983,0.6793553333333333,-0.65275,2.8348,3h_ce,3h,ce,3h_SI2,3h,SI2,3.48755,0
N900_RS16480,TonB-dependent hemoglobin/transferrin/lactoferrin family receptor,5.057921,3.3352487,-3.2203164,0.7410292,-0.28812778,-2.0721118,0.72801644,1.5441288,0.43546566666666664,-1.2188,2.8525,1h_SI7,1h,SI7,3h_SI1,3h,SI1,4.0713,0
N900_RS16485,sgrr,3.8894255,2.1657486,-2.4010544,-1.6521623,0.26424527,-3.1208434,1.292213,0.30801192,-0.008940116666666654,-1.8054,5.2491,6h_SI9,6h,SI9,6h_st,6h,st,7.0545,0
N900_RS16490,VC_A0579,4.247674,2.1866868,0.21315739,-0.5093176,0.08593632,1.0214959,0.90128255,0.4521491,1.271662465,-0.024411,5.4643,1h_SI6,1h,SI6,1h_st,1h,st,5.4887109999999995,1
N900_RS16495,hotdog fold thioesterase,4.421875,1.5207156,-2.4082518,0.21975452,-1.3624676,0.27248698,-0.41088715,2.0874712,0.5805348833333334,-0.81619,3.7856,1h_SI5,1h,SI5,12h_SI3,12h,SI3,4.60179,0
N900_RS16500,bepA_3,3.9644833,3.9331634,-2.965722,-0.38437083,-1.3994379,-1.1865504,-0.02458094,2.5663126,0.5826428999999999,-1.0895,3.4383,6h_st,6h,st,3h_SI3,3h,SI3,4.5278,0
N900_RS16505,VC_A0582,3.5544941,3.291995,-2.763373,-0.4868931,-0.13564226,-0.056151025,0.6576229,2.524865,0.6978886499999999,-0.7216,4.636,6h_st,6h,st,3h_SI2,3h,SI2,5.3576,0
N900_RS16510,ABC transporter substrate-binding protein_12,4.12218,2.579131,-1.7894893,-1.0670799,-1.3178731,-0.20419371,0.32731783,1.8976613,0.7960186649999998,-0.59381,3.588,12h_SI5,12h,SI5,1h_ce,1h,ce,4.1818100000000005,0
N900_RS16515,yfcG,4.1095324,3.8764598,-1.8319224,0.014099088,0.7854229,-2.7064428,0.6553998,1.4946938,0.7316388833333335,-0.97261,4.1316,12h_st,12h,st,3h_SI2,3h,SI2,5.10421,0
N900_RS16520,dcmA,4.400019,3.0929363,1.003556,-1.9355571,-1.4860426,1.037964,0.31653726,0.4938482,0.39965361666666666,-1.145,4.2186,3h_SI6,3h,SI6,1h_st,1h,st,5.3636,1
N900_RS16525,comR_1,4.4145603,3.6948402,-2.2245324,-0.4246896,-0.8531145,-0.9097523,0.5613117,2.2840223,0.9737587833333333,-0.72512,3.5824,1h_co,1h,co,6h_SI3,6h,SI3,4.30752,0
N900_RS16530,DNA-binding protein_3,4.2295837,1.7210803,-0.39112234,-0.079626754,-0.110049725,-0.64102566,-0.33023238,1.3850342,1.5552757166666669,-0.3605,4.783,1h_SI4,1h,SI4,3h_st,3h,st,5.1435,0
N900_RS16535,yejF,3.944332,3.3958366,-3.9836078,-0.56551033,-1.2474146,-4.0935836,1.2351321,1.6715798,1.1135857333333334,-0.5661,4.5749,3h_SI2,3h,SI2,6h_SI3,6h,SI3,5.141,0
N900_RS16540,yejE,3.7354949,1.9742608,-1.2107307,-1.2131847,-0.05040075,-1.8035582,1.0469083,0.39241922,0.4146025700000001,-1.0681,3.2232,3h_SI4,3h,SI4,6h_st,6h,st,4.2913,0
N900_RS16545,yejb,4.520375,3.2460852,-0.5075941,-1.9955775,-0.1772246,-0.066038534,0.3594988,2.0815077,0.21903570499999991,-1.0042,3.6234,24h_ce,24h,ce,6h_SI3,6h,SI3,4.6276,0
N900_RS16550,ABC transporter substrate-binding protein_9,2.9606051,1.2673663,-2.4978268,-1.0854553,-0.6723883,0.0561376,0.5174586,1.236914,0.48865226333333334,-1.0121,3.7353,3h_SI3,3h,SI3,3h_SI2,3h,SI2,4.7474,0
N900_RS16555,VC_A0592,2.9407346,2.8928022,-2.5874481,-1.190764,-0.01551009,-1.5504273,0.8556146,2.583762,0.5484673666666666,-1.034,4.9983,12h_st,12h,st,6h_ce,6h,ce,6.0323,0
N900_RS16560,exopolyphosphatase,-0.369049,2.6002746,-0.034715332,0.19180948,-1.1313174,1.0009701,0.15073672,0.6324393,1.2908359999999999,0.1454,4.6135,1h_SI9,1h,SI9,3h_SI5,3h,SI5,4.4681,1
N900_RS16565,hemolysin,3.4906607,3.5607476,-1.9301394,-0.26705903,-0.73711026,-2.2836854,0.7647465,0.58231455,0.819966314,-0.58294,4.7613,1h_SI1,1h,SI1,3h_SI5,3h,SI5,5.34424,0
N900_RS16570,VC_A0595,3.3735435,4.1438456,-2.0125287,-0.81867737,-1.029633,0.056459136,0.9592946,2.465608,0.9372962450000001,-0.6031,4.0709,12h_st,12h,st,3h_SI2,3h,SI2,4.6739999999999995,0
N900_RS16575,peptide MFS transporter,3.1647143,2.3835669,0.3112164,-1.8019925,0.15015282,-0.025177816,0.71564317,-1.0540876,-0.018656399999999986,-1.4443,3.534,12h_SI7,12h,SI7,1h_SI1,1h,SI1,4.9783,1
N900_RS16580,eamA_7,4.9209375,3.491552,-2.3543813,0.49484974,-0.3214199,-1.3249068,0.6401802,1.3406675,0.45859916666666667,-1.0791,3.8888,1h_st,1h,st,6h_SI1,6h,SI1,4.9679,0
N900_RS16585,phnR,3.9946487,3.0374641,-2.0281637,-2.025666,-0.018278807,-0.7379274,0.060466602,1.4062337,-0.3292854233333334,-2.9731,2.9314,12h_SI8,12h,SI8,3h_SI3,3h,SI3,5.9045000000000005,0
N900_RS16590,putative 2-aminoethylphosphonate ABC transporter permease subunit,4.1093144,1.409943,-2.2722173,-1.8636941,0.20812154,-0.7859825,0.6684302,1.8336226,-0.09800021499999997,-1.6796,3.5755,6h_ce,6h,ce,3h_SI1,3h,SI1,5.2551,0
N900_RS16595,putative 2-aminoethylphosphonate ABC transporter ATP-binding protein,3.9429643,3.4434705,-0.8145985,-2.086922,-0.40950188,-1.6187696,0.9535083,2.4675696,0.1405283,-1.2897,2.2662,6h_st,6h,st,3h_st,3h,st,3.5559000000000003,0
N900_RS16600,putative 2-aminoethylphosphonate ABC transporter substrate-binding protein,3.8049517,3.0686097,-2.7826133,-0.8783903,-1.1507828,-1.961889,0.5287802,2.780883,0.738933845,-0.60612,3.9444,3h_SI2,3h,SI2,12h_SI1,12h,SI1,4.55052,0
N900_RS16605,phnW,-0.083915696,2.24053,0.3813958,-1.1005418,0.2927039,1.8651667,0.6233522,0.6548393,0.19786830000000002,-1.1237,3.5522,12h_SI4,12h,SI4,6h_ce,6h,ce,4.6759,1
N900_RS16610,pbfA_BLAST,4.042195,2.9490998,-2.1342974,-0.75837475,-0.31253105,-1.1627704,0.16247046,1.4135737,0.4936471499999999,-1.1432,3.8206,6h_SI3,6h,SI3,6h_SI1,6h,SI1,4.9638,0
N900_RS16615,phnX,1.0936805,1.4680177,-0.9786524,-1.5836864,0.11072789,0.5486881,1.2411304,1.5513039,-0.1578717666666667,-1.6794,2.8874,12h_SI2,12h,SI2,6h_SI5,6h,SI5,4.5668,1
N900_RS16620,rnk,2.7023253,1.2830268,1.8196976,0.1762828,1.1336769,-1.5253775,-0.011833869,1.5695094,0.006918493833333332,0.00037715,0.11786,6h_SI7,6h,SI7,3h_st,3h,st,0.11748285,1
N900_RS16625,yjjG,1.7987276,2.7859235,-1.842092,-2.6419802,-2.5059335,0.030295705,0.9672796,1.2726083,-0.6775068333333334,-2.2165,2.0253,6h_ce,6h,ce,6h_SI4,6h,SI4,4.2418,1
N900_RS16630,VC_A0609,-0.024835113,0.93477935,0.06792349,-3.8603349,0.0753465,0.3229408,0.70419043,0.639827,-1.6399974166666664,-4.2154,2.6879,3h_SI7,3h,SI7,6h_SI3,6h,SI3,6.9033,1
N900_RS16635,elbB,2.934672,2.7521434,-2.7751222,-0.2748785,-0.5711994,-0.5597149,0.96201235,2.1882179,0.7170730741666667,-0.63514,3.8834,3h_SI4,3h,SI4,3h_SI2,3h,SI2,4.51854,0
N900_RS16640,mscL,4.83586,3.0883083,-1.7186514,-0.4937533,-1.1053697,-2.790857,0.22744924,1.0742457,1.314688,0.04768,4.8727,1h_SI7,1h,SI7,6h_SI2,6h,SI2,4.82502,0
N900_RS16645,fhs,3.5863261,3.7937376,-0.66912323,-1.7374866,0.096937954,-2.4971795,0.71639955,1.5979573,0.6325850383333333,-0.62978,3.4248,24h_co,24h,co,3h_st,3h,st,4.05458,0
N900_RS16650,msrB_3,5.2707996,3.1997578,-1.4362527,0.19844744,0.15406966,-2.456732,0.4588841,0.95606613,1.3835076666666666,-0.4214,3.6788,1h_SI4,1h,SI4,6h_st,6h,st,4.1002,0
N900_RS16660,moeA,-1.5896751,1.4250579,-0.72411615,-0.8827784,0.68261516,-0.5067599,2.1945798,1.8594973,0.061813798333333336,-1.7186,4.2825,12h_SI2,12h,SI2,6h_SI4,6h,SI4,6.001099999999999,1
N900_RS16665,moeB,1.4004933,1.7836283,0.4412516,-0.9995339,-1.7478389,1.8181674,-0.61172825,-0.07604814,0.32829596666666666,-1.3326,3.7118,24h_st,24h,st,3h_SI3,3h,SI3,5.0444,1
N900_RS16670,glyoxalase_2,1.505671,2.5591767,-0.9542441,0.03465829,-0.22273134,-2.3828766,1.5499314,2.5569184,0.9080446181666667,-1.4735,4.4467,12h_SI2,12h,SI2,1h_SI1,1h,SI1,5.9201999999999995,0
N900_RS16675,sseA,1.5069348,0.38477623,-0.29644728,-0.038278025,-0.05134132,-0.59182805,-0.32701826,-2.4258626,1.0527538636666667,-0.77447,6.1141,6h_SI7,6h,SI7,6h_st,6h,st,6.88857,1
N900_RS16680,lsrR,-0.27555162,2.0169601,-3.8601086,-1.409783,-0.01969435,-3.61393,1.3506721,2.7243316,0.22555716666666664,-1.5663,3.759,12h_SI1,12h,SI1,1h_SI1,1h,SI1,5.3253,0
N900_RS16690,tal,0.039718032,0.92198926,-0.3420071,-3.1620803,-0.78442943,0.1353898,0.4228691,0.1877361,0.42097917833333326,-0.97776,5.6023,24h_SI5,24h,SI5,1h_SI1,1h,SI1,6.58006,1
N900_RS16700,TonB-dependent receptor_2,3.365954,1.789028,-0.038848713,-1.7685968,-1.4293514,2.2225795,-0.4243866,1.1430973,0.6705106366666667,-1.0499,3.8867,6h_SI4,6h,SI4,1h_st,1h,st,4.9366,1
N900_RS16705,spoU,3.7627678,1.4321383,0.1805694,-1.0529587,-2.4904876,0.9744131,-0.98810494,-0.07309023,-0.32401194333333333,-2.6695,5.3864,6h_SI6,6h,SI6,12h_SI1,12h,SI1,8.055900000000001,1
N900_RS16710,prepilin peptidase_3,-1.0971451,2.5581863,0.34544843,-2.1329646,0.39689633,-1.5243568,0.3232275,1.2694674,-0.090432,-1.4352,2.0475,12h_SI3,12h,SI3,3h_SI5,3h,SI5,3.4827,1
N900_RS16715,abrb,2.342266,3.5390556,-2.3131475,-0.9643287,0.78932846,-2.0982685,1.7623705,2.766032,0.7142754149999999,-0.80685,4.4587,12h_st,12h,st,6h_SI3,6h,SI3,5.26555,0
N900_RS16720,gyaR,3.9680502,1.9117775,-1.7988924,-0.562804,-0.02749201,-2.6167896,0.6920265,0.14381425,0.8166828250000001,-0.78383,4.2747,3h_SI4,3h,SI4,6h_st,6h,st,5.05853,0
N900_RS16725,GNAT family acetyltransferase,5.5873218,2.8016398,-1.9762257,0.0076794922,0.23255315,-2.986441,0.28180435,1.8232468,1.179908833333333,-0.16635,4.7237,6h_co,6h,co,3h_SI1,3h,SI1,4.8900500000000005,0
N900_RS16730,nudG,5.5645027,2.9174204,-1.5590923,-1.40328,-0.041971672,-0.43963546,0.36306167,0.45792896,0.7322727166666666,-0.66487,3.3135,3h_st,3h,st,3h_SI3,3h,SI3,3.97837,0
N900_RS16735,glpm,5.575525,3.0057414,-2.7724817,0.20119166,-0.45024994,-0.92603064,0.6430838,2.419793,0.6334879999999999,-0.9542,4.6787,1h_SI3,1h,SI3,6h_SI2,6h,SI2,5.6329,0
N900_RS16740,tRNA (adenine-N(1))-methyltransferase,4.2253375,1.3224849,-1.1818646,1.548261,-0.5842337,-0.26681802,0.29648635,-0.13760301,1.1292991166666666,-0.90748,4.1526,1h_SI1,1h,SI1,3h_SI2,3h,SI2,5.060079999999999,0
N900_RS16745,dmlR_5,3.9424362,3.950343,0.5550598,-0.11663537,-0.6624913,-0.6706691,-0.1361306,-0.3190712,0.8317429999999999,-0.46262,3.8421,3h_SI1,3h,SI1,3h_SI4,3h,SI4,4.30472,0
N900_RS16750,antibiotic biosynthesis monooxygenase,2.543776,-0.9520355,-2.2409759,0.7656323,-1.2176121,-1.4924133,-0.5920713,0.51603407,0.6518676713333333,-3.1135,4.3596,6h_SI6,6h,SI6,3h_SI1,3h,SI1,7.4731000000000005,1
N900_RS16755,nfsB,-0.88374454,0.7313538,0.63323575,-0.5824768,-0.17390332,0.23023266,-0.36020255,-1.256546,1.2619842833333335,-1.2308,6.7662,12h_SI8,12h,SI8,3h_SI6,3h,SI6,7.997,1
N900_RS16760,efflux RND transporter permease subunit,2.7241323,3.0546472,-3.2939153,-0.7616077,-0.11458441,-1.1350656,-0.03369873,2.4059546,0.5394908916666666,-1.5423,3.3694,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.9117,0
N900_RS16765,mdtA,4.2894163,4.004106,-1.979226,-1.1096424,-0.28012878,-2.7691135,1.0445194,1.3560046,0.6354592599999999,-0.62619,3.7275,12h_st,12h,st,3h_SI3,3h,SI3,4.35369,0
N900_RS16770,Probable transporter PD_1893_BLAST,2.6904557,1.3975806,-0.71035886,-0.24726117,-1.6375629,1.954795,-0.8308089,0.02951239,-0.239255285,-2.8898,3.4182,6h_SI7,6h,SI7,3h_SI2,3h,SI2,6.308,1
N900_RS16775,Probable transporter XF_0766_BLAST,1.3919448,0.19971979,2.339422,-0.0071575195,0.3659934,-2.1209111,-0.57580173,0.9781685,0.0026558358566666665,6.9364e-06,0.11476,6h_SI5,6h,SI5,3h_st,3h,st,0.1147530636,1
N900_RS16780,arsR,3.4973004,2.6427774,-1.8256989,-0.8602257,-0.42116702,-0.08066077,-0.52531403,1.6460527,0.9171819416666668,-0.48954,3.9739,6h_SI2,6h,SI2,1h_st,1h,st,4.46344,0
N900_RS16785,VC_A0643,3.4409275,2.298342,-3.4218397,-0.44143438,-0.23155181,-1.3547074,0.87599105,2.44723,0.25095937500000004,-1.2511,3.946,1h_SI2,1h,SI2,3h_SI1,3h,SI1,5.197100000000001,0
N900_RS16790,cdr,4.502338,2.810252,-0.98686606,-1.814485,-0.7027185,-2.6770966,0.5125337,2.7909567,0.20182668333333323,-1.1618,4.6773,12h_st,12h,st,3h_st,3h,st,5.8391,0
N900_RS16795,VC_A0645,4.414598,3.030694,-1.8812953,-0.97967654,-0.76423764,0.5039996,1.0004668,2.792014,0.819769475,-0.41445,3.6613,6h_st,6h,st,6h_SI3,6h,SI3,4.07575,0
N900_RS16800,GNAT family N-acetyltransferase_5,3.5112064,3.4128096,-1.4423733,-0.60510176,-0.057521943,-2.47695,0.08942621,2.7685542,1.3204412333333335,-0.26047,4.9415,6h_st,6h,st,3h_st,3h,st,5.201969999999999,0
