Gene,Gene_display,CPVAE1,CPVAE2,CPVAE3,CPVAE4,CPVAE5,CPVAE6,CPVAE7,CPVAE8,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range,CPVAE_cluster
N900_RS12015,uppP,4.68769,3.4043498,-1.8263777,0.08536936,-0.6773293,-3.826639,0.45708582,1.9563363,1.5813912833333332,-0.24729,5.3994,1h_SI5,1h,SI5,3h_st,3h,st,5.6466899999999995,0
N900_RS12020,folK_1,4.2680955,1.0081278,0.1980738,-0.993761,-0.18900388,-0.26093093,0.4106919,1.6449319,1.362576411666667,-0.4071,5.3709,24h_SI3,24h,SI3,3h_st,3h,st,5.778,0
N900_RS12030,plsY,4.3910756,2.8690567,-0.9626375,-1.6354538,0.041834176,-1.4392883,1.218314,2.8441062,0.6914786216666667,-0.44504,4.1084,3h_SI2,3h,SI2,6h_SI2,6h,SI2,4.553439999999999,0
N900_RS12035,catD,2.9240687,0.93874115,-1.3244199,-1.2967523,0.034480438,-0.9639003,0.10220178,0.7273961,0.38159421666666665,-1.7352,4.0573,3h_SI6,3h,SI6,12h_st,12h,st,5.7924999999999995,1
N900_RS12070,intA_4,-1.6888962,2.6085334,-4.593285,-1.207909,-0.3487023,-5.506331,0.07125243,2.36179,0.24608109999999994,-2.2371,3.379,6h_SI3,6h,SI3,3h_SI1,3h,SI1,5.616099999999999,0
N900_RS12080,pctB_2,3.5297773,4.0848684,0.31319916,-0.026547328,-0.14791068,-0.6334294,0.65463114,0.6444086,1.1769728666666668,-0.6379,4.0597,1h_co,1h,co,3h_SI3,3h,SI3,4.6976,0
N900_RS12085,AraC family transcriptional regulator_2,1.3752763,-0.83326274,-1.9679967,-1.3778238,0.6405262,-0.82499444,-0.86442286,0.54922765,-0.2663631473333333,-3.6079,3.9562,6h_co,6h,co,3h_SI1,3h,SI1,7.5641,1
N900_RS12100,VC_0494,0.525016,3.358596,-3.3105154,-0.5907704,-0.124897994,-2.0062928,-0.3330616,2.7309587,0.4585875716666667,-2.2633,3.3344,6h_SI3,6h,SI3,3h_SI2,3h,SI2,5.5977,0
N900_RS12105,marr_1,1.6541317,3.3017051,-2.249579,-1.5185355,-1.7866504,-0.045369066,-0.26531813,2.1011214,0.4016765016666666,-2.5465,5.0937,3h_SI9,3h,SI9,3h_SI2,3h,SI2,7.6402,0
N900_RS12110,VC_0492,1.2025118,2.2595184,-2.459096,-1.8223807,1.577979,-1.9172331,0.015927419,1.5738862,0.6395312166666667,-1.4431,3.9451,12h_SI1,12h,SI1,3h_SI2,3h,SI2,5.3882,0
N900_RS12115,VC_0491,-1.3774477,-0.12621197,0.101828955,-0.1699875,1.4659185,-0.6409036,1.0177798,0.39332852,0.4655182413333333,-1.8074,4.0393,3h_SI8,3h,SI8,6h_SI2,6h,SI2,5.8467,1
N900_RS12120,VC_0490,2.7969773,3.1854808,-2.2563832,0.073908105,0.90337026,-0.9728534,1.2863337,2.7328374,0.6790785166666666,-1.4711,4.7625,3h_SI9,3h,SI9,6h_SI2,6h,SI2,6.2336,0
N900_RS12125,GNAT family N-acetyltransferase_1,4.1042957,2.8072333,-3.1428862,-1.2669603,-1.3843899,-3.2651825,0.16360831,2.61744,1.0189325233333333,-0.54972,4.5153,3h_SI2,3h,SI2,3h_SI1,3h,SI1,5.06502,0
N900_RS12130,ABC transporter substrate-binding protein_4,5.1658454,2.6388614,-0.6706351,-1.353706,-0.776577,-0.75274813,0.21079046,2.4716208,0.652749545,-0.80722,3.8322,6h_SI6,6h,SI6,3h_st,3h,st,4.639419999999999,0
N900_RS12135,glmS,5.131012,0.9585487,0.15352862,0.90726537,0.24178511,0.0040730713,-0.12868792,-0.44565806,1.9236674999999999,-0.38225,4.3466,1h_SI5,1h,SI5,24h_SI1,24h,SI1,4.7288499999999996,0
N900_RS12140,DeoR/GlpR transcriptional regulator,2.2595196,3.804634,-1.4394318,-0.6415798,-0.86032116,-1.3027272,1.9933896,1.0252486,0.8222112833333335,-0.76753,4.1596,3h_SI1,3h,SI1,6h_SI2,6h,SI2,4.92713,0
N900_RS12145,pykF,6.2503643,1.8258418,-0.080839716,-0.049748335,-0.30656332,-0.48922265,-0.06199469,-0.16807473,0.74978065,-1.1644,4.8546,12h_SI7,12h,SI7,12h_SI2,12h,SI2,6.019,0
N900_RS12150,oxidative stress defense protein,2.7918162,3.0910583,1.7359403,-1.9525898,-1.3846639,0.31907383,-0.27798608,0.6063898,0.8405812616666667,-0.82748,4.5271,6h_SI2,6h,SI2,3h_st,3h,st,5.35458,1
N900_RS12155,argp,4.73915,3.8268547,-1.5498747,0.17737007,-0.44683853,-2.288289,0.24311474,2.1833646,1.0092669199999997,-0.31481,3.2016,1h_st,1h,st,3h_st,3h,st,3.51641,0
N900_RS12160,argO,4.2504444,4.0986357,-2.8716385,0.6172617,-0.12992078,-2.2203825,0.9929984,1.8473501,1.53956565,-0.24221,4.3574,1h_st,1h,st,6h_SI3,6h,SI3,4.59961,0
N900_RS12165,mscS_1,4.398768,2.1643984,-1.9595422,0.115938015,-1.0825601,0.57344955,0.060574993,1.9224488,0.6642715,-1.5732,4.6295,6h_co,6h,co,6h_SI3,6h,SI3,6.2027,0
N900_RS12185,epd,2.3136606,0.75393707,1.7769223,-2.1387415,-0.05646916,-0.524284,-0.6899732,-0.020432517,-0.6802761333333333,-2.8585,4.4514,6h_SI5,6h,SI5,3h_st,3h,st,7.309899999999999,1
N900_RS12190,cirA,4.102132,3.6845894,-2.0451467,-1.7894977,-1.1827798,0.028436432,0.3123437,1.6266373,0.687292125,-0.75437,2.9222,6h_st,6h,st,3h_SI5,3h,SI5,3.67657,0
N900_RS12195,irgB,3.8892734,3.6554918,-2.6387858,-0.118886836,-0.5909381,-4.351165,0.93590575,1.5529567,1.7818820666666662,-0.053536,4.656,1h_SI6,1h,SI6,6h_st,6h,st,4.709536,0
N900_RS12200,Pseudogene_N900_RS12200,3.5246165,1.7887691,0.90572983,-1.7659942,-1.3533875,1.9982517,0.27254176,-7.6405704e-05,-0.24520380000000006,-3.9505,3.8975,6h_SI7,6h,SI7,3h_SI3,3h,SI3,7.848,1
N900_RS12215,sprt,-0.3398745,2.2468746,-0.9747903,-0.6112626,0.8709984,-1.1481779,0.6522211,0.82908124,1.193258966666667,-0.74465,4.6072,12h_SI3,12h,SI3,6h_SI2,6h,SI2,5.35185,1
N900_RS12220,xds_2,4.904115,3.570904,-1.9493502,-0.24510917,-0.26651686,-1.7289095,0.4856691,0.5137454,2.2866675,0.2404,5.9964,1h_ce,1h,ce,3h_SI4,3h,SI4,5.756,0
N900_RS12225,rsmE,5.5547276,3.9400175,-2.1183908,-0.5257173,-0.79398227,-2.4123282,0.45531437,1.6680095,1.0057010160000002,-0.35504,3.3369,12h_SI7,12h,SI7,12h_SI2,12h,SI2,3.6919399999999998,0
N900_RS12230,gshB,4.7192903,2.716352,-1.5285351,-1.1456121,-0.7885405,-0.81729156,0.15851021,1.5243223,-0.3211530633333333,-2.057,3.4829,6h_SI7,6h,SI7,3h_SI4,3h,SI4,5.539899999999999,0
N900_RS12235,VC_0467_BLAST,3.9379413,3.676209,-4.116977,0.8438871,-1.0863254,-3.2950847,0.69850755,2.9080741,1.4714087166666667,-0.35877,4.8944,3h_SI9,3h,SI9,6h_SI4,6h,SI4,5.25317,0
N900_RS12245,tyrS,3.59927,3.2774308,-2.1502314,-1.1905608,-0.611029,-1.6353256,0.50518674,0.17007321,0.9097579533333333,-0.35307,3.2646,3h_st,3h,st,6h_st,6h,st,3.6176700000000004,0
N900_RS12250,luxR_1,4.0450144,3.0187154,0.047950275,-1.0144521,0.39511597,0.2068104,1.3889664,-0.4436153,1.0244690333333333,-0.47275,4.1515,3h_SI4,3h,SI4,6h_st,6h,st,4.62425,1
N900_RS12255,pilT_1,4.553847,3.2593277,-2.6827621,-1.1593158,-1.6592487,-1.4406632,0.26874778,1.9954733,1.3544023866666668,-0.026827,4.1113,3h_SI2,3h,SI2,12h_SI1,12h,SI1,4.138127,0
N900_RS12260,pilT_2,-0.67298025,0.28837436,1.4972382,-0.9389836,1.1493442,2.6875703,1.4196821,0.51178974,0.2565712333333333,-1.4659,3.4509,12h_SI4,12h,SI4,6h_SI3,6h,SI3,4.9168,1
N900_RS12265,yggs,4.0606556,4.053473,-1.5455511,-1.0542524,0.28248608,-3.6685193,0.78891337,1.7349073,1.0870463883333334,-0.039687,4.0291,3h_SI8,3h,SI8,3h_st,3h,st,4.0687869999999995,0
N900_RS12270,proC,1.6102103,1.2870877,-0.20321542,0.35062087,-1.2862588,0.7555438,0.56783533,0.19253057,1.3030324349999998,-0.37789,6.167,1h_SI9,1h,SI9,6h_SI3,6h,SI3,6.54489,1
N900_RS12275,yggt,4.0241385,3.6374102,-2.3363774,-1.3605466,-1.811876,-3.0051014,-0.15497012,2.2494678,0.8389598166666665,-0.621,5.2255,6h_st,6h,st,3h_SI4,3h,SI4,5.846500000000001,0
N900_RS12280,VC_0458_BLAST,2.6556098,2.7644567,-2.3381004,-2.528924,-0.43941987,-0.461022,0.2630299,2.0899785,-0.10090591666666665,-1.8121,2.9802,6h_SI1,6h,SI1,6h_ce,6h,ce,4.7923,0
N900_RS12285,VC_0457,1.2024062,0.19566086,2.3867311,-0.10136592,0.6411698,-2.2149177,-0.463253,0.854659,0.0027146426351666664,-8.333e-06,0.11933,12h_SI8,12h,SI8,3h_st,3h,st,0.119338333,1
N900_RS12290,rdgB,4.2902117,3.4909186,-1.2660552,2.1131687,-0.7984011,-2.1151187,0.63524413,2.2075634,1.2281360000000001,-1.4592,4.3124,1h_SI6,1h,SI6,3h_st,3h,st,5.7716,0
N900_RS12295,hemW,1.5168633,0.193288,-0.28580192,-1.3834019,0.0757902,1.8492321,-0.26982906,0.38980004,-0.054961828333333365,-1.7602,4.1977,12h_SI2,12h,SI2,3h_SI2,3h,SI2,5.9579,1
N900_RS12300,glsA2,-0.43549544,3.362882,-1.0326468,-1.9052479,-1.6403189,0.09031276,0.6897691,2.3770542,0.12857324999999997,-2.71,3.1653,3h_SI9,3h,SI9,3h_SI5,3h,SI5,5.875299999999999,1
N900_RS12305,trmB,3.0365248,3.1884258,-2.031253,-0.09914917,0.4501156,-2.49146,0.963633,2.5359166,1.2589885333333333,-0.12662,5.4469,1h_SI5,1h,SI5,6h_SI2,6h,SI2,5.57352,0
N900_RS12310,mutY,3.2609413,1.3396014,-0.75778234,-0.46860233,-0.2466314,0.96477586,0.27732632,2.450882,0.9734832,-0.51149,4.339,3h_SI4,3h,SI4,1h_ce,1h,ce,4.850490000000001,1
N900_RS12315,yggX,0.9794902,0.49031886,-1.0295545,2.1032224,-0.71659505,-1.2351629,-0.36985537,0.75737816,0.3632811,-1.9722,3.7623,6h_co,6h,co,12h_st,12h,st,5.734500000000001,1
N900_RS12320,mltC,-0.9703715,1.7285177,-1.5577979,-2.6787903,-2.5863173,-0.9307737,-0.4363465,0.958155,-0.6058199908333334,-2.6945,1.9164,6h_SI2,6h,SI2,12h_SI3,12h,SI3,4.6109,1
N900_RS12345,mcpP_2,4.971856,3.7717395,-1.3173065,-0.2890451,-0.31208363,-2.6606307,0.1548526,1.8728973,1.5108900166666666,-0.066869,4.2303,3h_co,3h,co,3h_SI4,3h,SI4,4.297168999999999,0
N900_RS12365,djlA,1.7342776,1.7836052,0.55508137,-1.2290238,-0.6096134,0.7206552,-0.87110484,1.9173971,0.5443349666666665,-1.1718,3.8828,6h_SI1,6h,SI1,3h_st,3h,st,5.0546,1
N900_RS12385,rsmA,5.6152062,2.1826775,-0.42816857,-0.787094,-0.7270235,-0.6462974,-0.094104305,0.07258217,-0.2606076666666667,-2.5123,3.7107,12h_SI7,12h,SI7,12h_SI3,12h,SI3,6.223000000000001,0
N900_RS12390,apaG,4.0833955,0.8962415,-1.7600759,-0.13744035,-0.4742701,0.389355,-0.31008643,0.7355253,1.8158829500000002,-0.064464,5.9155,1h_SI9,1h,SI9,6h_SI1,6h,SI1,5.979964,0
N900_RS12395,apaH,0.4791757,1.4659227,-0.3049817,-0.3940097,-1.2781472,-0.8208775,-0.5719514,-0.14208186,0.5097322,-1.9641,3.7598,6h_ce,6h,ce,3h_SI5,3h,SI5,5.7238999999999995,1
N900_RS12400,folA,2.6144545,2.9587934,-3.3215744,-0.65058434,-0.64778805,-2.1008193,0.83730626,1.1827154,0.6763601633333333,-0.71006,2.9171,3h_SI4,3h,SI4,1h_SI1,1h,SI1,3.62716,0
N900_RS12405,yjjB_BLAST,3.9163156,3.0066297,-1.5219827,-0.73069936,-0.271314,-0.43699738,-0.3994118,0.5987363,1.3634694666666667,-0.27374,5.0767,1h_SI8,1h,SI8,3h_SI2,3h,SI2,5.35044,0
N900_RS12410,Probable succinate transporter subunit YjjP_BLAST,4.140434,4.1947155,-0.53581095,-0.52562475,-1.137722,0.85245275,0.42900646,0.9820223,1.4781493333333335,-0.32817,4.7218,3h_SI1,3h,SI1,3h_SI4,3h,SI4,5.04997,0
N900_RS12435,Pseudogene_N900_RS12435,5.245708,2.7487998,-0.75843817,-0.92258346,-0.40506652,-0.35805184,0.0012149587,1.4002508,1.4613994166666666,0.059225,4.1261,1h_SI4,1h,SI4,12h_SI1,12h,SI1,4.0668750000000005,0
N900_RS12445,mdh,2.116965,3.4420526,-3.1611156,1.3105502,-0.5155019,-2.527584,0.3316959,1.9227773,1.0148447833333332,-1.5427,4.2508,1h_SI2,1h,SI2,6h_ce,6h,ce,5.7935,0
N900_RS12450,argR,3.761952,3.0481017,-2.631961,-1.2315972,-1.8204424,-1.8512065,0.63857126,1.7341882,1.1811901333333332,-0.94403,5.6317,6h_SI6,6h,SI6,6h_SI3,6h,SI3,6.57573,0
N900_RS12455,C4-dicarboxylate ABC transporter substrate-binding protein_1,4.47122,3.7150395,-0.66741616,-0.81907415,-1.9851263,1.0381949,0.4820303,0.97811884,1.7782863333333334,0.22817,5.1035,3h_SI5,3h,SI5,6h_SI1,6h,SI1,4.87533,0
N900_RS12460,dctM_1,2.4958026,2.5005732,-1.0105822,-0.58265096,-1.7629772,1.1469113,-0.25107092,0.9085316,1.02494075,-0.76844,4.3549,6h_SI2,6h,SI2,12h_SI1,12h,SI1,5.12334,1
N900_RS12465,uspF,2.6217577,2.647938,-0.6496543,0.1369546,-1.3528241,-1.6544104,1.0159383,2.9070745,1.3782087166666668,-0.47727,4.6599,1h_ce,1h,ce,3h_st,3h,st,5.13717,0
N900_RS12470,VC_0426,0.6532754,1.2839772,-2.1267772,-1.5714786,-0.4738278,-1.8529705,0.14470178,0.604648,1.0900017999999998,-0.32104,4.2663,12h_SI1,12h,SI1,6h_SI3,6h,SI3,4.58734,1
N900_RS12475,VC_0425,4.792893,3.6950114,-0.7138444,-0.47647938,-0.7276459,-2.964732,-0.03747403,0.6517683,0.7616366166666667,-0.55865,4.1727,12h_SI7,12h,SI7,3h_st,3h,st,4.73135,0
N900_RS12480,rraB,3.089795,0.8390378,0.057775125,0.6619489,-1.3610301,0.2742422,0.7523279,-1.3787986,-0.45777685,-2.0647,3.6876,6h_SI5,6h,SI5,6h_st,6h,st,5.7523,1
N900_RS12485,arcA_1,4.7758646,2.2844377,-0.26907572,-0.33977637,0.4247767,-2.3931627,1.1160108,1.1821171,0.7896804666666668,-0.28927,4.4112,3h_ce,3h,ce,6h_SI2,6h,SI2,4.70047,0
N900_RS12490,tldD,3.200341,3.7850347,-1.8152018,-0.6425609,-2.5274239,-0.8458729,0.8105261,1.7796202,1.4758316333333332,0.052138,4.5198,1h_SI9,1h,SI9,3h_SI4,3h,SI4,4.467662,0
N900_RS12495,nit1,3.6495264,2.441162,-0.7944727,-0.7019139,-0.61016977,0.23761743,0.77958363,-0.9259339,1.1008344866666666,-0.37815,5.2266,6h_SI8,6h,SI8,6h_SI4,6h,SI4,5.60475,1
N900_RS12500,VC_0420,2.7216043,3.1867316,-3.0180335,-2.0784338,0.01793851,-1.586297,0.32683718,1.8859701,0.21488250000000003,-1.334,3.0902,24h_SI4,24h,SI4,3h_SI1,3h,SI1,4.4242,0
N900_RS12505,rng,2.0689292,2.0094209,-0.64607644,-2.2614255,-1.2551228,-0.4543683,-0.40112016,0.06531775,0.4674650383333334,-2.0299,4.0433,6h_SI5,6h,SI5,3h_SI4,3h,SI4,6.0732,1
N900_RS12510,Maf,4.5942316,2.5605185,-2.5019152,-0.18371186,0.007537499,-2.4644275,-0.29084414,3.1222248,1.7080964,0.042484,6.1533,6h_st,6h,st,3h_SI1,3h,SI1,6.110816,0
N900_RS12530,mshQ,4.4729915,2.8012607,-0.67786777,-0.89436316,-0.380246,-2.867609,-0.12828785,0.3684379,1.316181166666667,-0.109,4.2723,1h_SI8,1h,SI8,3h_st,3h,st,4.3813,0
N900_RS12535,mshP,2.9990866,-0.53108186,-0.38499337,2.169601,0.0051782355,-1.9455206,-0.27621418,1.2195383,1.7246605516666667,-0.21597,6.7449,12h_ce,12h,ce,3h_st,3h,st,6.96087,1
N900_RS12540,mshO,5.2704034,3.7751079,-1.4808329,-0.29081827,-0.6266091,-2.8317688,0.16860542,1.573786,0.7352822450000001,-0.817,3.9229,24h_st,24h,st,3h_st,3h,st,4.7399,0
N900_RS12545,type II secretion system protein,3.5579824,0.9328335,-1.4092054,-1.0178332,-2.2554066,0.7892053,-0.31076705,2.225182,-0.05810344999999999,-1.5505,2.6873,1h_co,1h,co,12h_SI1,12h,SI1,4.2378,1
N900_RS12550,mshC,0.8689079,0.6822027,-2.143384,0.70066977,0.040192753,0.083221816,-0.8742333,1.895888,0.69469595,-0.83286,3.1906,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.02346,1
N900_RS12555,mshA,3.7369297,3.4261012,-1.8410757,-0.39052445,-0.45840684,0.12477808,0.7345975,1.3814191,0.6931828,-0.7533,3.457,3h_st,3h,st,6h_ce,6h,ce,4.2103,0
N900_RS12560,MSHA pilin protein MshB,3.724631,2.9041972,-1.1250007,-0.96464807,0.27689368,-2.2112656,-0.053964555,2.628671,0.7387401233333332,-0.76376,4.0753,6h_st,6h,st,3h_st,3h,st,4.83906,0
N900_RS12565,mshf,2.3075328,1.2772776,-0.39926776,-1.4136605,0.65289676,0.61366,1.3821554,0.6573669,-0.04357255000000004,-1.6819,5.2905,6h_SI8,6h,SI8,6h_SI1,6h,SI1,6.9723999999999995,1
N900_RS12570,mshG,4.9693685,3.9888122,-2.7234733,-0.89087,-0.9009365,-0.74822634,0.5880707,1.9870524,0.48793916833333334,-0.92882,2.9193,3h_st,3h,st,3h_SI3,3h,SI3,3.8481199999999998,0
N900_RS12575,mshE,3.2017884,3.8365192,0.5157063,-1.0133369,-0.02777978,-1.0236654,0.5454298,1.7454705,1.292669433333333,-0.36679,4.7736,3h_ce,3h,ce,3h_st,3h,st,5.14039,0
N900_RS12580,MSHA biogenesis protein MshN,5.0508504,2.4729183,-1.7519246,-0.22070706,0.017501801,-1.2580388,1.1895499,1.1586337,1.1088379333333331,-0.40777,3.6304,3h_SI4,3h,SI4,12h_SI2,12h,SI2,4.03817,0
N900_RS12585,mshM,4.5431213,3.5111637,-1.7829034,-0.93912476,-0.03960014,-0.46382624,0.8069446,1.2616072,0.7181125333333334,-0.41131,3.545,3h_st,3h,st,6h_SI2,6h,SI2,3.9563099999999998,0
N900_RS12590,mshL,5.320104,2.983448,-0.6380317,-0.48793307,0.27672768,-1.6436882,0.33915275,0.2614055,1.317562651666667,-0.061664,4.5314,24h_ce,24h,ce,6h_st,6h,st,4.593064,0
N900_RS12595,mshk,1.3621736,1.9545779,-1.294359,-0.37769666,-1.18486,0.7950959,0.073288314,0.9758817,0.8878436150000001,-0.55761,4.7472,1h_SI2,1h,SI2,3h_SI6,3h,SI6,5.304810000000001,1
N900_RS12600,pilO_1,0.013035975,1.4282829,-4.5721035,0.6991235,-0.42635727,-3.7483969,-0.00033503026,2.392894,0.5456657,-1.2665,4.2082,6h_SI3,6h,SI3,3h_SI1,3h,SI1,5.4746999999999995,0
N900_RS12605,mshi,3.2427962,3.6660397,-2.0010202,-1.7636932,0.47979906,-2.1398807,1.0498259,0.6495816,1.2237318666666668,-0.2944,4.5466,3h_st,3h,st,1h_SI1,1h,SI1,4.840999999999999,0
N900_RS12610,csrD,5.5758305,2.2946236,-2.2067943,-1.2893862,-1.3633946,0.0055912826,0.17501536,1.6244802,0.7159272133333333,-1.464,3.7535,6h_SI7,6h,SI7,12h_SI1,12h,SI1,5.217499999999999,0
N900_RS12620,malT_1,1.1448674,3.8742113,-0.69702005,-1.7396162,0.08320391,0.9296008,0.7893306,1.1989506,0.1526436399999999,-1.6942,3.8863,12h_SI1,12h,SI1,6h_SI4,6h,SI4,5.5805,1
N900_RS12625,galU,5.222789,1.0299315,0.4707614,-1.6836226,0.4158654,0.26775613,0.07372954,-0.48652866,-1.5646340833333332,-4.0293,3.9681,6h_SI9,6h,SI9,1h_st,1h,st,7.997400000000001,1
N900_RS12630,uvrA,1.4341602,0.062531434,1.2628212,-2.536597,0.17568478,2.4655695,0.2597019,-0.7270541,-0.7717346883333333,-3.1232,1.9936,6h_SI6,6h,SI6,1h_ce,1h,ce,5.1168000000000005,1
N900_RS12635,ligase,5.803536,1.9651644,-1.7208967,-0.9289903,1.1899844,-0.7967835,0.65728676,1.3616372,0.4180067833333333,-1.54,4.4568,3h_SI7,3h,SI7,3h_SI1,3h,SI1,5.9968,0
N900_RS12640,pucG,2.787317,3.5379932,-1.4452399,0.018033244,-0.718328,-0.31972596,0.7491086,-0.32577097,1.0562856166666668,-0.6092,4.2455,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.854699999999999,0
N900_RS12645,lysC,4.902938,3.4407196,-2.4442596,-0.7680949,-1.5977949,-0.6138763,0.07504185,1.6916907,1.6377304666666668,0.059838,4.7726,1h_st,1h,st,6h_SI2,6h,SI2,4.712762,0
N900_RS12650,metH,4.698965,2.756598,-1.2907681,-0.9606922,0.5751487,-1.1672318,0.7037997,-0.15901682,1.3040351666666665,-0.43238,4.3936,3h_SI8,3h,SI8,6h_st,6h,st,4.82598,0
N900_RS12655,nhaP,1.9490329,2.4499693,-4.6392136,0.548845,-0.07544642,-3.2681587,0.5284469,2.9378257,0.9546724166666667,-0.46725,5.0835,12h_st,12h,st,3h_SI1,3h,SI1,5.55075,0
N900_RS12690,cysH,1.6565323,2.5532968,-1.6869111,-0.6409719,0.12011741,-4.4683633,1.4731624,1.4917232,0.9142912333333334,-1.2429,4.4672,3h_SI9,3h,SI9,3h_SI5,3h,SI5,5.7101,0
N900_RS12695,cysI,5.378031,3.4670556,-2.4912229,1.0023683,-0.5867108,-2.070991,0.06876936,2.4882338,2.093656466666667,-0.2971,5.5103,1h_SI7,1h,SI7,3h_SI1,3h,SI1,5.8074,0
N900_RS12700,assimilatory sulfite reductase (NADPH) flavoprotein subunit,1.3230515,1.2010701,1.2967964,-1.3113754,0.48564312,-2.7144964,0.106501825,1.7360116,0.0073533885,0.00017099,0.16681,6h_SI2,6h,SI2,3h_st,3h,st,0.16663901,1
N900_RS12705,VC_0383,0.6338939,3.0205667,-2.201591,-0.14935146,-1.6703247,-2.2051332,0.6442699,0.048427287,1.4809763333333335,0.10052,5.6072,3h_SI1,3h,SI1,6h_ce,6h,ce,5.506679999999999,1
N900_RS12710,VC_0382,0.32012635,2.051706,-2.6747413,-2.295145,0.52956915,-1.9042614,-0.2774492,1.3297937,0.4305392983333334,-1.258,4.6316,12h_SI4,12h,SI4,1h_SI1,1h,SI1,5.8896,1
N900_RS12715,TIGR04219 family outer membrane beta-barrel protein,-1.68796,0.99555546,-1.7289016,0.47513098,-3.134022,-1.2874308,-1.148414,1.5356001,0.5248700333333334,-1.2729,2.5214,6h_SI1,6h,SI1,12h_SI1,12h,SI1,3.7943,1
N900_RS12720,pspG,3.06196,-0.68112415,0.76758325,-2.2619877,0.13265932,0.81187487,-0.3015993,-0.9802211,-1.259453105,-4.0321,0.86394,12h_SI8,12h,SI8,24h_SI3,24h,SI3,4.89604,1
N900_RS12725,dusA,3.9112566,3.012787,-0.07353806,-1.6255696,-0.7795731,0.5475382,1.5114204,2.2191062,0.5047400633333333,-0.83419,4.1267,6h_SI7,6h,SI7,6h_SI1,6h,SI1,4.960889999999999,0
N900_RS12730,zur,-0.21906663,0.9593958,-0.7096727,0.5257532,1.1844662,0.14362197,-0.06339036,0.57729423,0.4913899666666667,-1.6891,6.1614,3h_SI8,3h,SI8,3h_SI2,3h,SI2,7.8505,1
N900_RS12735,chex,1.4250609,1.9080052,-0.45819274,-0.13767928,-0.4163853,-2.7397387,0.30454114,-0.3470304,1.6161628333333335,-0.14432,5.0178,6h_SI2,6h,SI2,6h_st,6h,st,5.16212,1
N900_RS12740,MBL fold metallo-hydrolase_2,3.0532725,2.8441815,-1.810454,-1.4039738,-0.72511435,-3.8854177,0.48506823,2.7542355,0.7976073316666665,-0.74001,4.2104,6h_st,6h,st,3h_st,3h,st,4.95041,0
N900_RS12745,pgi,3.1204853,2.1330724,0.63860184,1.1240858,-1.2078131,0.9802426,-0.6620084,-1.5892892,3.2446388099999997,-0.0046614,7.0696,1h_SI4,1h,SI4,6h_st,6h,st,7.0742614,1
N900_RS12750,yjbQ_BLAST,2.3192255,1.474277,-2.1650183,0.12790027,-1.5330547,-0.4508826,-0.6703178,1.0148075,1.599599933333333,-0.040289,4.6777,6h_st,6h,st,3h_SI9,3h,SI9,4.717988999999999,1
N900_RS12765,VC_0370,3.3967183,3.5582144,-3.8272119,-1.1121863,-1.7740333,-1.9751211,0.7573359,2.6693366,0.877642515,-0.69665,3.7281,3h_SI3,3h,SI3,12h_SI1,12h,SI1,4.4247499999999995,0
N900_RS12790,bfr,2.9133675,2.1460977,-2.356482,0.025950335,-0.11525342,-1.0383524,1.0342001,2.0261683,1.8485671000000001,-0.086294,6.2173,1h_SI7,1h,SI7,6h_SI2,6h,SI2,6.3035939999999995,0
N900_RS12795,bfd,0.8407995,1.1905017,-0.40220675,-0.9259975,-2.0721998,-0.23612815,-0.7946011,-0.359144,0.5156289833333334,-1.4162,6.7633,24h_SI4,24h,SI4,6h_ce,6h,ce,8.1795,1
N900_RS12835,dauR,2.4210687,2.7789795,-0.46348795,-0.45571458,-1.8669969,1.3916138,0.69813097,1.0552336,1.3802057333333335,-0.027761,4.5959,3h_SI9,3h,SI9,1h_ce,1h,ce,4.623661,1
N900_RS12840,fkpA,1.2393838,2.5706818,0.17302078,-2.4739714,-2.8873737,1.1227456,-1.7387947,-0.22156838,0.27229338333333336,-1.4642,4.1054,6h_SI5,6h,SI5,3h_SI3,3h,SI3,5.5696,1
N900_RS12845,VC_0353,2.6122036,2.0857005,-2.927407,-0.5117358,-0.6111944,-1.1457802,-0.21689263,1.4620613,1.0837371,-0.48885,4.4175,6h_SI1,6h,SI1,3h_SI1,3h,SI1,4.906350000000001,0
N900_RS12850,slyx,2.976347,4.380027,-1.0968364,0.4701354,-2.226238,-2.1757395,0.3494568,1.6900128,1.668280666666667,-0.18194,4.3376,3h_ce,3h,ce,12h_SI1,12h,SI1,4.51954,0
N900_RS12855,VC_0351,3.7839298,3.9464629,0.6572032,-1.2286212,-0.8070673,-1.5396459,0.43454394,0.16814145,1.0164178333333334,-0.58677,3.9184,3h_ce,3h,ce,3h_SI4,3h,SI4,4.50517,0
N900_RS12860,hflC,1.9639603,0.84418726,-0.8311249,-0.5126865,-1.32202,1.5057609,-0.24462518,0.02425792,-0.36028904999999994,-3.0727,3.3032,12h_SI8,12h,SI8,12h_SI2,12h,SI2,6.3759,1
