Gene,Gene_display,CPVAE1,CPVAE2,CPVAE3,CPVAE4,CPVAE5,CPVAE6,CPVAE7,CPVAE8
N900_RS15900,VC_A0450,3.638631,3.1099973,-2.1298773,-0.8339491,0.7229543,-1.7174448,0.44815955,0.8701184
N900_RS15905,VC_A0451,2.9205406,2.0874646,0.2316477,-0.46455956,-0.13976014,2.722979,0.28340897,1.0022376
N900_RS15910,VC_A0452,2.957591,0.9473601,-1.8319647,-0.98353606,0.47775808,-2.5922835,0.8223428,0.15037304
N900_RS15915,VC_A0453,4.6923714,0.21457192,0.43794996,-1.7649574,-0.20972165,0.2179763,-0.32751235,-0.69940734
N900_RS15920,Pseudogene_N900_RS15920,2.090442,0.6790984,-0.29623017,-3.0234556,0.90863204,0.28721836,0.6712156,0.0021726862
N900_RS15925,VC_A0455,3.065326,3.3044858,0.028383482,-2.1308532,0.091685444,1.200023,0.52793056,0.9008669
N900_RS15930,VC_A0457,1.5867479,-1.3027651,0.6699474,-0.15618566,1.3068988,1.0187541,0.86609715,-0.20332724
N900_RS15935,VC_A0458,1.0791827,-0.10477031,-2.8054953,-1.0378311,1.0774623,-3.6445858,0.9230013,1.6536908
N900_RS15940,VC_A0459,3.57252,3.529009,-1.9741739,-1.656166,0.32407397,-0.80686903,0.94397515,1.9173295
N900_RS15950,VC_1160,-1.9482994,2.2440677,-1.9221202,-1.4452435,-0.65663147,-2.724384,-0.03580731,0.893893
N900_RS15970,VC_A0314,4.8173294,3.0145667,-2.4529254,-0.9457038,-0.25068507,-1.0427072,0.57932764,2.4972582
N900_RS15990,ypeA_3,3.790452,2.7672882,-2.0557055,0.716205,0.6922611,-0.81324303,0.5571558,1.973768
N900_RS16000,tnp_D2,5.6206555,1.1851113,-1.0568587,-0.12658694,-0.09305362,0.5283977,0.061200254,1.2019458
N900_RS16005,antibiotic acetyltransferase_2,3.0375953,2.725711,-3.3979309,-1.254939,-0.81223106,-2.2988443,0.52229685,2.312937
N900_RS16010,GNAT family N-acetyltransferase_6,4.140835,3.0423949,-2.1915538,-0.8100879,0.3851831,-1.4574695,0.60559595,2.950117
N900_RS16015,type II toxin-antitoxin system death-on-curing family toxin,4.228027,3.351617,0.047305226,0.32249212,-0.1590991,-2.3122175,-0.009294715,0.69619787
N900_RS16025,type II toxin-antitoxin system Phd/YefM family antitoxin_1,6.5009527,1.6590497,0.043441493,0.043561935,0.32156736,-0.457396,0.043846786,-0.16703337
N900_RS16030,rele,5.7128296,3.2302501,-1.9351436,-0.086872354,-0.55413973,-0.9655993,0.341414,0.7453042
N900_RS16035,GNAT family N-acetyltransferase_10,4.003073,1.3787041,-0.670489,-0.029537838,-0.15991895,1.2465264,-0.7600668,0.06589719
N900_RS16060,VC_A0484,3.9595778,2.5737214,-1.2825966,-0.3594412,-0.30937982,0.4495151,-0.6773619,0.69137937
N900_RS16065,nucleotide pyrophosphohydrolase,5.245556,1.98564,-0.45649043,-0.44795597,-0.30339527,0.35540646,-0.17502786,0.45487317
N900_RS16075,N-acetyltransferase_5,-0.32623416,0.3874259,0.33038577,-1.8762792,-0.34707683,-0.32428226,-0.19890222,-0.5458507
N900_RS16085,relE1,0.9850076,1.3278112,-2.6751027,-1.3987292,-2.0518336,-2.5861337,-0.7801942,1.1999815
N900_RS16090,Pseudogene_N900_RS16090,1.3377264,2.1958158,-3.1513467,-1.8030711,0.00601846,-2.8987722,0.19633242,1.5621855
N900_RS16095,VC_A0491,5.569293,2.8051133,-0.80597204,-1.1787243,0.06677428,-2.2668514,0.320957,1.1686109
N900_RS16100,VC_A0382,3.7700102,2.7366588,0.27521646,-0.4614025,-0.6405114,1.038824,-0.31738406,-0.94592077
N900_RS16110,GNAT family N-acetyltransferase_11,4.628743,3.0684912,-2.8397074,-1.1190354,-0.3508563,-2.999233,0.5595608,0.79112357
N900_RS16115,VC_A0495,4.3379235,2.3063142,-1.6297251,0.9027664,0.2001889,-0.93039703,0.6191353,0.6714362
N900_RS16120,glutathione S-transferase,4.3743815,3.0337799,-1.3617697,-1.6880991,-0.64910066,-3.30451,0.46247754,2.885262
N900_RS16125,VC_A0497,3.327627,1.0441523,0.25880158,-1.024702,-0.7550708,-0.7449788,0.12293238,-1.3092936
N900_RS16150,N-acetyltransferase_6,4.1995583,1.4877143,-0.62663025,0.005966544,-0.3744558,-0.37320146,-0.19944748,2.369303
N900_RS16170,nucleotide pyrophosphatase,3.9770873,1.9369621,-0.5941799,-1.1703144,-0.56973696,1.3164058,0.40946028,1.3831226
N900_RS16175,nrdD,1.6069826,2.6585157,-0.92954123,-0.5555549,-1.6169322,-1.1182293,0.07588451,0.65840214
N900_RS16185,tyrB,4.4628425,3.5420418,-1.2811458,-0.3887477,-0.017951272,-3.174501,0.13135788,1.4503013
N900_RS16190,ATP-dependent zinc protease_2,1.2745667,1.117274,0.24271077,-2.7341785,-0.19136381,-0.23669153,0.4969068,-0.047845863
N900_RS16195,fruA,-0.12707978,2.313663,-1.628392,-3.3332503,-1.550445,-1.4155688,0.047941983,1.2408706
N900_RS16200,pfkB,2.6666725,1.7900016,-3.1180348,-0.8500396,-1.3011131,-2.6169784,-0.13794747,1.1325887
N900_RS16205,fruB,3.7732875,3.6130972,-2.315166,-0.4736307,-0.043400962,-2.3470614,0.45383897,0.84035885
N900_RS16210,cra,4.4932313,2.7130847,-1.5237519,0.13880822,-0.7051779,-0.074575245,-0.24845102,-0.24635616
N900_RS16215,sbcD,6.104399,2.8191433,-0.7404272,-1.0389563,-0.42779875,-0.04980737,0.4867821,1.2036201
N900_RS16220,sbcC_BLAST,-0.71703887,-0.20533165,0.39490294,0.314231,1.14335,-0.38389376,0.41594604,-0.19837835
N900_RS16225,cqsS_BLAST,1.7171628,3.4834514,-1.485447,-1.0383722,-2.325121,-1.0429963,0.5332333,1.8773985
N900_RS16230,cqsA,3.7830558,2.777109,-1.497235,0.16329694,0.8260368,-4.1773267,0.30413386,0.8074579
N900_RS16235,tellurium resistance protein,0.57178885,3.208004,-2.5443642,-2.38681,0.15894285,-2.877563,0.54242975,2.182752
N900_RS16240,clcA,-0.025308188,2.821245,-1.944651,-0.11970758,-1.4781073,-3.8860514,0.7835373,-0.4908214
N900_RS16245,cobW,3.0242891,4.258855,-1.154703,-0.8982439,-2.3967764,-1.858926,0.14265466,-0.09260864
N900_RS16255,kup,0.90685606,4.242712,0.012930881,-1.4042002,-1.55269,-0.3676014,-0.3118756,0.8425006
N900_RS16260,nifJ,3.2502925,2.3723133,-1.6670128,0.77938545,0.2915151,-2.0085902,-0.67453015,-0.37873742
N900_RS16265,kdpd,2.347734,2.9638846,-4.5029335,-0.50218457,-0.99823344,-3.483548,0.9193465,2.1460402
N900_RS16270,kdpE,4.2274027,3.5124373,-1.4206696,-1.1642395,0.21326733,-2.8632805,0.5394635,0.9754069
N900_RS16275,tata,-1.9055934,0.5863961,1.9848323,-0.14605926,1.439392,-2.0262985,-0.36294296,-0.013591215
N900_RS16280,deda,3.4243598,3.3515196,-1.9592353,-0.28064418,-0.31797087,-0.5859574,1.0398104,1.8454742
N900_RS16285,VC_A0535,3.3804107,3.2038958,-1.6500826,-0.43218812,-0.3348841,-0.732765,0.019801654,0.76111144
N900_RS16290,VC_A0536,-3.234028,1.0225801,-1.7241417,-0.97129005,0.12605223,-2.4268248,0.24937633,0.924269
N900_RS16295,VC_A0537,-0.54906076,-0.040178753,-0.8921713,0.5311809,-1.4042019,-0.3587365,-0.022370528,0.033429414
N900_RS16300,yceJ_2,5.108221,3.1945946,-2.8034494,-0.70667917,-0.63563776,-2.3547351,0.15437564,0.76267034
N900_RS16305,ycei,2.6260686,1.031187,-0.34970653,-2.1458428,0.15133111,1.3595655,-0.27418882,-0.112358816
N900_RS16310,focA_2,5.024411,2.2664285,-0.30912614,0.200151,0.4565077,-1.5257473,0.17612267,0.7366384
N900_RS16315,argP_2,2.4981117,3.741023,-0.35756546,0.19911951,-1.129624,0.84069794,1.0253093,1.0459929
N900_RS16320,Inner membrane protein YcdZ_BLAST,3.4458897,0.90056944,0.67496175,-0.029655144,0.47628942,2.0741425,-0.52320766,-0.9734337
N900_RS16325,ATP-dependent endonuclease,3.6173024,3.0315619,-0.98061746,0.42270634,1.0109317,-3.0378692,0.49241063,1.2734027
N900_RS16330,bifunctional metallophosphatase/5'-nucleotidase,0.1555316,2.8630407,-1.589509,-0.27813742,-0.61791456,-1.6961517,0.18502659,-0.18744037
N900_RS16335,terc,-1.8143752,1.783839,-1.0744836,-2.1265345,-2.357746,-0.08619834,-0.73402244,1.4091352
N900_RS16345,alkylphosphonate utilization protein,2.455908,2.3259938,-2.4561722,-0.7972281,0.26917216,-0.25312874,0.32972693,1.9898653
N900_RS16350,VC_A0550,2.879651,1.870835,-0.5772519,0.57520235,1.3552397,-2.61741,0.76551753,3.0253649
N900_RS16355,VC_A0551,2.3665648,2.2186503,-3.3571365,-2.4112873,-0.93108845,-2.186254,1.2978492,2.8579993
N900_RS16360,fatty acid cis/trans isomerase,2.2186828,1.8345889,-2.2739987,-0.36543065,-1.1375057,-3.3000846,0.14989379,-0.57224196
N900_RS16370,yhjX,5.261358,3.2955167,-0.9534882,-0.07115566,0.15550224,-2.6370475,0.5376358,0.8480501
N900_RS16375,VC_A0556,2.5261226,2.886848,-4.6232705,-0.9869033,-0.67460513,-3.1102488,0.6649135,3.1000676
N900_RS16380,sensor domain-containing diguanylate cyclase_4,3.460382,2.484662,-2.8454711,-2.1541739,0.18365252,-2.6102576,0.85054356,3.2545927
N900_RS16390,hpxW,4.475577,3.3164847,-1.5642861,-1.0169876,0.6349509,-3.6261623,0.9424055,1.5760385
N900_RS16395,Solitary outer membrane autotransporter beta-barrel domain,0.33641696,1.7467004,-0.42550832,-1.0306481,-0.6282239,-1.4503412,1.1502942,-1.1946108
N900_RS16400,VC_A0560,3.4676347,1.3854849,-2.4317322,-0.09945518,-1.8278339,0.5384367,-0.24758437,1.5811229
N900_RS16405,VC_A0561,1.9975901,2.351447,-1.0628254,-0.3524565,-0.4902675,-1.0457674,1.8257933,2.1065898
N900_RS16410,transcriptional regulator_4,1.3914658,2.6652596,-3.5372458,-0.007014606,-0.2769853,-3.8667762,0.3668866,2.3445573
N900_RS16415,pntA,1.247175,3.7545197,-2.8605075,-0.91523594,-1.2211472,-3.3009157,0.68647194,1.0945909
N900_RS16420,pntB,5.1100554,3.7883813,-1.872404,-0.26156208,-0.3286995,-2.0650542,0.24462098,2.7675674
N900_RS16425,vxrA_BLAST,3.8473668,1.057863,0.3935767,0.19355911,-1.4394453,1.3625278,-0.055937473,-0.18326059
N900_RS16430,vxrB,-1.5602676,1.812474,-1.1277844,-3.6449327,0.43407103,-2.2823653,-0.14688161,0.5056346
N900_RS16435,VC_A0567,2.0743456,3.524217,-1.0292023,-2.179539,-1.2346848,-0.6121397,1.5535206,0.648818
N900_RS16440,TraF,3.610071,3.5982168,-3.4651437,0.32100517,-0.38704237,-3.8549914,0.6867459,0.92748266
N900_RS16445,VC0395_0503_BLAST,-1.3535208,2.9842231,-2.0239964,-0.27007887,-1.3615421,-1.3843617,1.4010506,1.5107043
N900_RS16450,yciH,4.811311,1.9541068,-1.3739872,-0.9014691,-1.8013661,-0.14807366,-0.8145359,0.44878194
N900_RS16455,VC_A0571,-2.8700948,-1.6161443,1.8727701,0.069402635,1.487248,2.080271,-0.0779456,-0.8305087
N900_RS16465,DamX-related protein,2.6294785,0.32747114,-3.5923147,-0.813289,-0.39596453,-2.0976005,-0.8581062,1.3613694
N900_RS16470,patZ,3.5121515,4.0257387,-2.9538248,0.45642442,-0.58829534,-1.8941623,0.63939553,1.1911566
N900_RS16475,yhaJ,2.306629,4.119129,-1.9607981,-0.5743762,0.06926471,-1.9338073,0.735314,0.99675983
N900_RS16480,TonB-dependent hemoglobin/transferrin/lactoferrin family receptor,5.057921,3.3352487,-3.2203164,0.7410292,-0.28812778,-2.0721118,0.72801644,1.5441288
N900_RS16485,sgrr,3.8894255,2.1657486,-2.4010544,-1.6521623,0.26424527,-3.1208434,1.292213,0.30801192
N900_RS16490,VC_A0579,4.247674,2.1866868,0.21315739,-0.5093176,0.08593632,1.0214959,0.90128255,0.4521491
N900_RS16495,hotdog fold thioesterase,4.421875,1.5207156,-2.4082518,0.21975452,-1.3624676,0.27248698,-0.41088715,2.0874712
N900_RS16500,bepA_3,3.9644833,3.9331634,-2.965722,-0.38437083,-1.3994379,-1.1865504,-0.02458094,2.5663126
N900_RS16505,VC_A0582,3.5544941,3.291995,-2.763373,-0.4868931,-0.13564226,-0.056151025,0.6576229,2.524865
N900_RS16510,ABC transporter substrate-binding protein_12,4.12218,2.579131,-1.7894893,-1.0670799,-1.3178731,-0.20419371,0.32731783,1.8976613
N900_RS16515,yfcG,4.1095324,3.8764598,-1.8319224,0.014099088,0.7854229,-2.7064428,0.6553998,1.4946938
N900_RS16520,dcmA,4.400019,3.0929363,1.003556,-1.9355571,-1.4860426,1.037964,0.31653726,0.4938482
N900_RS16525,comR_1,4.4145603,3.6948402,-2.2245324,-0.4246896,-0.8531145,-0.9097523,0.5613117,2.2840223
N900_RS16530,DNA-binding protein_3,4.2295837,1.7210803,-0.39112234,-0.079626754,-0.110049725,-0.64102566,-0.33023238,1.3850342
N900_RS16535,yejF,3.944332,3.3958366,-3.9836078,-0.56551033,-1.2474146,-4.0935836,1.2351321,1.6715798
N900_RS16540,yejE,3.7354949,1.9742608,-1.2107307,-1.2131847,-0.05040075,-1.8035582,1.0469083,0.39241922
N900_RS16545,yejb,4.520375,3.2460852,-0.5075941,-1.9955775,-0.1772246,-0.066038534,0.3594988,2.0815077
N900_RS16550,ABC transporter substrate-binding protein_9,2.9606051,1.2673663,-2.4978268,-1.0854553,-0.6723883,0.0561376,0.5174586,1.236914
N900_RS16555,VC_A0592,2.9407346,2.8928022,-2.5874481,-1.190764,-0.01551009,-1.5504273,0.8556146,2.583762
N900_RS16560,exopolyphosphatase,-0.369049,2.6002746,-0.034715332,0.19180948,-1.1313174,1.0009701,0.15073672,0.6324393
N900_RS16565,hemolysin,3.4906607,3.5607476,-1.9301394,-0.26705903,-0.73711026,-2.2836854,0.7647465,0.58231455
N900_RS16570,VC_A0595,3.3735435,4.1438456,-2.0125287,-0.81867737,-1.029633,0.056459136,0.9592946,2.465608
N900_RS16575,peptide MFS transporter,3.1647143,2.3835669,0.3112164,-1.8019925,0.15015282,-0.025177816,0.71564317,-1.0540876
N900_RS16580,eamA_7,4.9209375,3.491552,-2.3543813,0.49484974,-0.3214199,-1.3249068,0.6401802,1.3406675
N900_RS16585,phnR,3.9946487,3.0374641,-2.0281637,-2.025666,-0.018278807,-0.7379274,0.060466602,1.4062337
N900_RS16590,putative 2-aminoethylphosphonate ABC transporter permease subunit,4.1093144,1.409943,-2.2722173,-1.8636941,0.20812154,-0.7859825,0.6684302,1.8336226
N900_RS16595,putative 2-aminoethylphosphonate ABC transporter ATP-binding protein,3.9429643,3.4434705,-0.8145985,-2.086922,-0.40950188,-1.6187696,0.9535083,2.4675696
N900_RS16600,putative 2-aminoethylphosphonate ABC transporter substrate-binding protein,3.8049517,3.0686097,-2.7826133,-0.8783903,-1.1507828,-1.961889,0.5287802,2.780883
N900_RS16605,phnW,-0.083915696,2.24053,0.3813958,-1.1005418,0.2927039,1.8651667,0.6233522,0.6548393
N900_RS16610,pbfA_BLAST,4.042195,2.9490998,-2.1342974,-0.75837475,-0.31253105,-1.1627704,0.16247046,1.4135737
N900_RS16615,phnX,1.0936805,1.4680177,-0.9786524,-1.5836864,0.11072789,0.5486881,1.2411304,1.5513039
N900_RS16620,rnk,2.7023253,1.2830268,1.8196976,0.1762828,1.1336769,-1.5253775,-0.011833869,1.5695094
N900_RS16625,yjjG,1.7987276,2.7859235,-1.842092,-2.6419802,-2.5059335,0.030295705,0.9672796,1.2726083
N900_RS16630,VC_A0609,-0.024835113,0.93477935,0.06792349,-3.8603349,0.0753465,0.3229408,0.70419043,0.639827
N900_RS16635,elbB,2.934672,2.7521434,-2.7751222,-0.2748785,-0.5711994,-0.5597149,0.96201235,2.1882179
N900_RS16640,mscL,4.83586,3.0883083,-1.7186514,-0.4937533,-1.1053697,-2.790857,0.22744924,1.0742457
N900_RS16645,fhs,3.5863261,3.7937376,-0.66912323,-1.7374866,0.096937954,-2.4971795,0.71639955,1.5979573
N900_RS16650,msrB_3,5.2707996,3.1997578,-1.4362527,0.19844744,0.15406966,-2.456732,0.4588841,0.95606613
N900_RS16660,moeA,-1.5896751,1.4250579,-0.72411615,-0.8827784,0.68261516,-0.5067599,2.1945798,1.8594973
N900_RS16665,moeB,1.4004933,1.7836283,0.4412516,-0.9995339,-1.7478389,1.8181674,-0.61172825,-0.07604814
N900_RS16670,glyoxalase_2,1.505671,2.5591767,-0.9542441,0.03465829,-0.22273134,-2.3828766,1.5499314,2.5569184
N900_RS16675,sseA,1.5069348,0.38477623,-0.29644728,-0.038278025,-0.05134132,-0.59182805,-0.32701826,-2.4258626
N900_RS16680,lsrR,-0.27555162,2.0169601,-3.8601086,-1.409783,-0.01969435,-3.61393,1.3506721,2.7243316
N900_RS16690,tal,0.039718032,0.92198926,-0.3420071,-3.1620803,-0.78442943,0.1353898,0.4228691,0.1877361
N900_RS16700,TonB-dependent receptor_2,3.365954,1.789028,-0.038848713,-1.7685968,-1.4293514,2.2225795,-0.4243866,1.1430973
N900_RS16705,spoU,3.7627678,1.4321383,0.1805694,-1.0529587,-2.4904876,0.9744131,-0.98810494,-0.07309023
N900_RS16710,prepilin peptidase_3,-1.0971451,2.5581863,0.34544843,-2.1329646,0.39689633,-1.5243568,0.3232275,1.2694674
N900_RS16715,abrb,2.342266,3.5390556,-2.3131475,-0.9643287,0.78932846,-2.0982685,1.7623705,2.766032
N900_RS16720,gyaR,3.9680502,1.9117775,-1.7988924,-0.562804,-0.02749201,-2.6167896,0.6920265,0.14381425
N900_RS16725,GNAT family acetyltransferase,5.5873218,2.8016398,-1.9762257,0.0076794922,0.23255315,-2.986441,0.28180435,1.8232468
N900_RS16730,nudG,5.5645027,2.9174204,-1.5590923,-1.40328,-0.041971672,-0.43963546,0.36306167,0.45792896
N900_RS16735,glpm,5.575525,3.0057414,-2.7724817,0.20119166,-0.45024994,-0.92603064,0.6430838,2.419793
N900_RS16740,tRNA (adenine-N(1))-methyltransferase,4.2253375,1.3224849,-1.1818646,1.548261,-0.5842337,-0.26681802,0.29648635,-0.13760301
N900_RS16745,dmlR_5,3.9424362,3.950343,0.5550598,-0.11663537,-0.6624913,-0.6706691,-0.1361306,-0.3190712
N900_RS16750,antibiotic biosynthesis monooxygenase,2.543776,-0.9520355,-2.2409759,0.7656323,-1.2176121,-1.4924133,-0.5920713,0.51603407
N900_RS16755,nfsB,-0.88374454,0.7313538,0.63323575,-0.5824768,-0.17390332,0.23023266,-0.36020255,-1.256546
N900_RS16760,efflux RND transporter permease subunit,2.7241323,3.0546472,-3.2939153,-0.7616077,-0.11458441,-1.1350656,-0.03369873,2.4059546
N900_RS16765,mdtA,4.2894163,4.004106,-1.979226,-1.1096424,-0.28012878,-2.7691135,1.0445194,1.3560046
N900_RS16770,Probable transporter PD_1893_BLAST,2.6904557,1.3975806,-0.71035886,-0.24726117,-1.6375629,1.954795,-0.8308089,0.02951239
N900_RS16775,Probable transporter XF_0766_BLAST,1.3919448,0.19971979,2.339422,-0.0071575195,0.3659934,-2.1209111,-0.57580173,0.9781685
N900_RS16780,arsR,3.4973004,2.6427774,-1.8256989,-0.8602257,-0.42116702,-0.08066077,-0.52531403,1.6460527
N900_RS16785,VC_A0643,3.4409275,2.298342,-3.4218397,-0.44143438,-0.23155181,-1.3547074,0.87599105,2.44723
N900_RS16790,cdr,4.502338,2.810252,-0.98686606,-1.814485,-0.7027185,-2.6770966,0.5125337,2.7909567
N900_RS16795,VC_A0645,4.414598,3.030694,-1.8812953,-0.97967654,-0.76423764,0.5039996,1.0004668,2.792014
N900_RS16800,GNAT family N-acetyltransferase_5,3.5112064,3.4128096,-1.4423733,-0.60510176,-0.057521943,-2.47695,0.08942621,2.7685542
N900_RS16805,VC_A0647,-0.80181706,1.968385,0.47462592,-2.3439498,-1.7197926,1.8665508,0.10054358,-0.500228
N900_RS16810,VC_A0648,4.3959336,3.0762541,-2.585073,-1.1644386,-0.24292554,-1.0762641,-0.054899536,1.8612473
N900_RS16815,VC_A0649,3.604643,1.8856224,-2.041098,0.61923957,-1.5097591,-0.5523983,-0.6610276,0.002841279
N900_RS16820,VC_A0650,2.1276731,3.3308058,-1.6431408,-0.62520987,-2.3589911,-1.1471214,1.0965152,0.22114752
N900_RS16825,VC_A0651,2.3800843,1.9540226,-2.152987,-0.11863867,0.5653449,-3.5200975,1.1349,2.5137024
N900_RS16830,VC_A0652,3.8087084,3.9011476,-1.8647876,1.4370884,0.2176471,-3.317384,0.4741864,2.1060102
N900_RS16835,treP,3.4427774,4.4065776,-1.4911364,-0.18997064,-0.78897357,0.4177093,0.45831475,1.6849312
N900_RS16840,ccpA,1.6871841,2.7003021,-1.5186573,-2.0511248,-0.48785046,-0.78038234,-0.06308123,0.6624574
N900_RS16845,scrB,3.6103525,2.8780675,-0.73851514,-1.3889177,-0.33767846,1.961014,0.86295676,1.1614158
N900_RS16850,aminoimidazole riboside kinase,3.8180914,2.1632853,-1.1906482,-1.6312689,0.12606415,-2.7901242,0.16197738,2.47866
N900_RS16855,glpD,3.0437224,2.1821353,-1.0307058,-0.7925468,-0.43563437,-2.1295135,-0.6858121,1.0838608
N900_RS16860,aer_1,3.3731668,3.0953577,0.32133856,-0.6979932,0.40060785,0.07907404,0.8349499,1.3781064
N900_RS16865,pal_2,1.9090508,2.7169802,-0.20231518,-0.7100846,0.2909572,1.3574073,1.4710486,0.72007394
N900_RS16870,fkpA_2,4.4499545,3.3977969,-1.4286802,-0.5325758,-0.29389542,-3.015835,0.33047947,1.2792372
N900_RS16875,beta-phosphoglucomutase family hydrolase,2.8283222,4.4511013,-3.7907186,-1.0248916,-1.4326743,-2.5489023,0.91668046,2.3292944
N900_RS16880,methyl-accepting chemotaxis protein_23,3.9294906,2.9209096,-1.105637,0.8136943,-1.2596503,-1.3084779,1.4193996,0.9848645
N900_RS16885,VC_A0664,2.1897004,3.0417979,-2.848049,-0.60672253,-0.32442522,-2.694493,-0.014218118,1.8760314
N900_RS16890,dcuC,4.6402,3.6032808,-1.4206791,0.46978426,-1.0153843,-0.39680982,0.4758928,1.1203265
N900_RS16895,L-serine ammonia-lyase,3.944217,1.7217568,-1.5073868,-1.0516665,-1.2167636,-0.753573,-0.4244955,1.5392033
N900_RS16900,sglT,5.4907746,3.1121826,-0.8094358,-0.30760896,-0.3841235,-1.4938257,0.15206113,1.4329532
N900_RS16905,yjhB,4.1467433,1.9020733,0.64923936,-0.61085594,0.05272086,-1.5000356,0.23241934,0.011337243
N900_RS16915,VC_A0671,-1.149927,1.5776694,-1.1754789,-0.7501304,1.008032,-0.54164106,1.0826064,0.25008357
N900_RS16925,vraR,3.3200765,1.4283621,-1.8389713,0.7840663,0.08877167,-0.8135328,0.051620647,0.02117052
N900_RS16930,narQ,3.4946003,3.7323294,-1.2559904,0.7338277,-1.7360666,0.025417214,0.1608155,1.4636083
N900_RS16935,napF,2.926132,1.4919763,-1.4765862,-0.5859683,0.44884768,-1.9481575,-0.27803484,-1.7144042
N900_RS16940,mycothiol reductase,3.5727217,1.4392109,-2.4300048,-0.40016118,-1.2215177,-2.7719958,0.16279483,3.492679
N900_RS16945,napA,4.924912,1.7996852,-1.4232556,-0.87426925,0.39411128,-0.20353992,0.82008725,1.266934
N900_RS16950,nitrate reductase cytochrome c-type subunit,1.4539794,0.4111881,0.14428532,-2.610258,-1.5930616,0.87261206,-0.8945641,-0.8880633
N900_RS16960,VC_1925,1.8331726,1.0100933,-0.45048478,-1.7766832,-1.3963647,0.7024687,-0.61625427,0.4885832
N900_RS16965,VC_A0681_BLAST,4.3441844,3.592429,-2.8591993,-1.5012255,-1.4849076,-2.910714,0.29771945,2.8299127
N900_RS16970,uhpA,3.1026838,2.4563122,-0.19547132,-0.89733744,1.1969911,-1.4195596,-0.61732423,1.3857951
N900_RS16975,uhpB,2.768813,1.0196794,-1.9387587,0.42880362,-0.22421971,-0.16223025,0.4175853,1.0878621
N900_RS16980,uhpT,4.300786,3.5994308,-2.7166824,0.29423094,-0.0006251633,-1.2980382,0.88299865,2.4689653
N900_RS16985,HI_0131_BLAST,1.0798231,3.0226579,-0.53647864,-2.2475924,-2.855265,0.3413829,-0.86500233,-0.38510206
N900_RS16990,fbpB,3.5408568,3.9120276,0.12911415,-0.7164072,-1.0556169,0.74023527,1.0725899,0.89060736
N900_RS16995,fbpc,2.9862437,3.3071535,-2.2839546,0.0561233,0.20330995,-1.2048837,0.8295207,0.5920553
N900_RS17000,phaC,4.123632,3.9591596,-0.9354788,-0.5007488,-0.47607568,0.28440058,0.48370555,1.9630861
N900_RS17005,VC_A0689,0.47489065,0.16713026,-0.3601733,-1.3732902,0.96910155,0.9772313,-0.29908532,-0.39376554
N900_RS17010,phaA,4.5353966,2.918245,0.47804722,-1.4304376,-0.08959431,-1.0290841,0.5516704,0.17300016
N900_RS17015,fabG_2,1.9066812,1.7003032,0.6816658,0.56128275,0.34328485,0.5026612,-0.34565032,-0.08517378
N900_RS17020,secF_2,4.9457393,1.8011287,-1.0835443,-1.0279148,-2.4102993,0.7006277,-0.6943156,1.4613638
N900_RS17025,secD_2,2.8671513,4.781381,-1.2959558,-1.1995273,-0.8622421,-0.048717566,0.6694664,1.0645357
N900_RS17030,VC_A0694,-1.9939305,1.2826958,1.5139648,-0.27808574,0.80041635,1.315062,-0.6033973,-0.8416515
N900_RS17035,VC_A0695,4.0388885,3.3956313,-0.6840843,-0.4782163,-1.7037444,0.22715053,0.80011743,2.188584
N900_RS17040,diguanylate cyclase_5,3.7228847,4.361865,-0.69250405,0.002774641,-0.4613288,0.66220117,0.47091773,1.1558197
N900_RS17045,glgC_2,4.698617,2.7241082,-1.5771611,-1.3679535,-0.68585825,-0.22560243,0.5904567,1.5831617
N900_RS17050,endo I_2,4.0778174,2.762594,-1.1265078,-1.3224748,-0.09994909,-1.6043427,0.09172518,2.4897516
N900_RS17055,yqhD,4.2365403,3.412293,-2.4177225,-0.17381671,-0.79145575,-0.7763221,0.615678,2.2275577
N900_RS17060,lysoplasmalogenase_2,1.7357266,2.3905168,-1.2727729,-2.5174947,-1.8399997,-0.9663832,0.11434998,0.9841208
N900_RS17065,sigma-54-dependent Fis family transcriptional regulator,2.659144,2.9167204,-3.535375,-1.4677818,-2.2069278,-2.943601,-0.8754277,1.9857233
N900_RS17070,sasA_10,4.383198,3.3260999,-0.7497972,-1.2300059,-1.3014368,-0.2139173,-0.12322588,0.76404196
N900_RS17075,ABC transporter substrate-binding protein_11,4.01786,2.1124277,-2.1548598,-1.8887829,-1.4885658,-1.6777416,0.2702392,2.686485
N900_RS17080,uhpC_2,5.714186,3.2408,-0.74655694,0.2121973,-0.131954,-1.8398008,-0.014729403,1.118081
N900_RS17085,pykA_2,4.5699387,3.6052504,-0.28944334,-0.80532247,-0.99874985,-2.169035,0.7895555,0.011878364
N900_RS17090,torS,2.5599728,2.678307,-0.52160585,-1.3726383,-0.8715564,0.4682865,0.15010735,0.92139655
N900_RS17095,torT,4.4552207,3.767567,-2.706934,-0.836254,-0.7747382,-1.9204466,0.9324642,2.4327874
N900_RS17100,mgsA,4.346814,3.7074096,-2.291738,-0.6143542,-0.162774,-2.457539,0.65127766,0.85380894
N900_RS17105,pncA,5.0170994,3.3313382,-1.3013735,-0.0021086372,-0.63315547,-2.8087487,0.36611417,1.5488465
N900_RS17110,dgkA,3.3751173,2.7602453,-1.1861858,-1.26156,-0.588397,0.27890703,-0.37383923,0.7583238
