Gene,Component,Gene_loading,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range,abs_loading,abs_rank
N900_RS11530,TensorComp5,-1.325894915081414,chiS,1.7821418833333333,-0.28694,6.967,1h_SI9,1h,SI9,3h_st,3h,st,7.25394,1.325894915081414,1689.0
N900_RS11540,TensorComp5,-1.7182533513161051,ABC transporter substrate-binding protein_1,1.7118004216666667,-0.070524,5.0378,1h_SI4,1h,SI4,3h_SI4,3h,SI4,5.108324,1.7182533513161051,1076.0
N900_RS11545,TensorComp5,-1.314989830117253,dppB_1,0.9301993283333335,-0.29071,4.0113,24h_ce,24h,ce,1h_SI1,1h,SI1,4.30201,1.314989830117253,1709.0
N900_RS11550,TensorComp5,-1.5048473451750481,dppC_1,1.141398065,-0.14489,4.136,1h_st,1h,st,3h_SI3,3h,SI3,4.28089,1.5048473451750481,1424.0
N900_RS11555,TensorComp5,-1.600336823387538,oppD_2,0.729604515,-1.2926,3.4128,6h_SI1,6h,SI1,6h_SI2,6h,SI2,4.7054,1.600336823387538,1278.0
N900_RS11560,TensorComp5,-2.285563916250103,oppF_2,1.0883238000000002,-0.51393,3.626,3h_st,3h,st,6h_ce,6h,ce,4.13993,2.285563916250103,293.0
N900_RS11565,TensorComp5,-1.6565403692959673,endoglucanase-related protein,1.0442921216666667,-0.35636,4.08,3h_SI2,3h,SI2,12h_SI1,12h,SI1,4.4363600000000005,1.6565403692959673,1179.0
N900_RS11570,TensorComp5,-0.3701256876468418,N-acetylglucosamine kinase,0.5660081333333333,-0.80606,3.7502,6h_SI2,6h,SI2,12h_SI2,12h,SI2,4.55626,0.3701256876468418,2830.0
N900_RS11575,TensorComp5,-1.578876517137594,exoI,1.1304218678333335,-0.55596,4.2149,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.77086,1.578876517137594,1311.0
N900_RS11580,TensorComp5,-2.346935989724186,chbP,1.3268606500000002,0.016635,4.1511,1h_st,1h,st,3h_SI1,3h,SI1,4.134465,2.346935989724186,243.0
N900_RS11585,TensorComp5,0.10649755811462905,pgm_2,0.4473405000000001,-1.023,3.6459,6h_SI2,6h,SI2,6h_st,6h,st,4.6689,0.10649755811462905,3083.0
N900_RS11590,TensorComp5,-1.9610336705783844,phnT,0.4768266499999999,-0.89281,3.835,1h_SI3,1h,SI3,3h_SI4,3h,SI4,4.72781,1.9610336705783844,693.0
N900_RS11595,TensorComp5,-0.5993142327768481,iron ABC transporter permease,1.1794793333333333,-0.4946,5.6789,6h_SI4,6h,SI4,6h_SI2,6h,SI2,6.1735,0.5993142327768481,2591.0
N900_RS11600,TensorComp5,-2.109116517535658,futA1,1.7091546666666666,-0.30385,4.5864,6h_SI2,6h,SI2,6h_SI3,6h,SI3,4.89025,2.109116517535658,480.0
N900_RS11605,TensorComp5,-1.3218180365963692,amtB,0.7412594666666664,-0.90026,4.4851,1h_co,1h,co,6h_st,6h,st,5.38536,1.3218180365963692,1697.0
N900_RS11610,TensorComp5,-1.3527362275482695,glnK,0.5776848833333332,-1.415,3.4206,6h_SI3,6h,SI3,6h_SI4,6h,SI4,4.8355999999999995,1.3527362275482695,1649.0
N900_RS11615,TensorComp5,0.022761102932424466,VC_0605_BLAST,1.4353772,-0.14216,4.7614,1h_SI6,1h,SI6,1h_st,1h,st,4.90356,0.022761102932424466,3170.0
N900_RS11625,TensorComp5,0.3324425463946272,N900_RS11625,0.50280315,-1.4968,2.8463,1h_SI1,1h,SI1,12h_SI4,12h,SI4,4.3431,0.3324425463946272,2873.0
N900_RS11630,TensorComp5,-0.49533658260871943,mrcB,0.8189544150000002,-0.90433,6.8745,12h_SI5,12h,SI5,6h_ce,6h,ce,7.77883,0.49533658260871943,2726.0
N900_RS11635,TensorComp5,0.02375150957913054,hrpB,0.8737626166666667,-0.77577,4.1637,12h_SI1,12h,SI1,6h_st,6h,st,4.93947,0.02375150957913054,3168.0
N900_RS11640,TensorComp5,-2.0355284916085457,alpha/beta fold hydrolase,1.3907387333333332,-0.095477,4.0934,1h_SI4,1h,SI4,6h_ce,6h,ce,4.188877,2.0355284916085457,586.0
N900_RS11645,TensorComp5,-1.9301359281847736,sfsA,1.6287509999999998,-0.0844,4.7543,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.838699999999999,1.9301359281847736,739.0
N900_RS11650,TensorComp5,-0.5997214549829556,dksA,-0.6837417666666668,-3.3345,4.4346,12h_SI7,12h,SI7,3h_SI1,3h,SI1,7.7691,0.5997214549829556,2589.0
N900_RS11655,TensorComp5,-2.6735511594394,gluQ,0.35454593333333334,-1.4418,3.3399,3h_ce,3h,ce,6h_SI4,6h,SI4,4.7817,2.6735511594394,52.0
N900_RS11660,TensorComp5,-0.066984995981945,pcnB,-0.4751530666666667,-1.9861,3.5733,6h_SI9,6h,SI9,1h_SI1,1h,SI1,5.5594,0.066984995981945,3124.0
N900_RS11670,TensorComp5,-0.651821379277822,panB,1.5657910245000002,-0.33155,3.7753,6h_SI9,6h,SI9,12h_st,12h,st,4.10685,0.651821379277822,2522.0
N900_RS11680,TensorComp5,-1.031035803404547,yadH,1.3435966833333337,-0.18037,5.3269,3h_st,3h,st,1h_st,1h,st,5.50727,1.031035803404547,2084.0
N900_RS11685,TensorComp5,-1.7711012387952698,yadG,0.14431200000000002,-2.3245,4.4436,24h_co,24h,co,1h_st,1h,st,6.7681000000000004,1.7711012387952698,988.0
N900_RS11690,TensorComp5,-2.0479332964982806,bicA,1.1506193333333334,-0.56165,4.503,3h_co,3h,co,6h_SI3,6h,SI3,5.06465,2.0479332964982806,566.0
N900_RS11695,TensorComp5,-2.2013977468635795,can,1.3775162499999998,-0.06242,7.6722,1h_SI5,1h,SI5,6h_SI2,6h,SI2,7.7346200000000005,2.2013977468635795,377.0
N900_RS11700,TensorComp5,-0.8494239098396676,hpt,1.5229344333333332,-0.86048,6.4038,1h_SI9,1h,SI9,3h_SI5,3h,SI5,7.26428,0.8494239098396676,2291.0
N900_RS11705,TensorComp5,-1.7101033885674823,luxR_2,0.39888312666666664,-1.8961,2.5471,3h_co,3h,co,3h_st,3h,st,4.4432,1.7101033885674823,1097.0
N900_RS11710,TensorComp5,0.04112391964585664,rsmI,1.0247642666666663,-1.9176,4.733,1h_SI2,1h,SI2,12h_SI2,12h,SI2,6.6506,0.04112391964585664,3151.0
N900_RS11720,TensorComp5,-2.518701324284442,VC_0580_BLAST,0.6018302149999999,-0.72479,3.6509,3h_ce,3h,ce,3h_SI5,3h,SI5,4.3756900000000005,2.518701324284442,121.0
N900_RS11730,TensorComp5,-1.0858446785229192,"hemolysin, putative",0.34773906666666665,-1.3334,3.485,12h_SI3,12h,SI3,12h_SI1,12h,SI1,4.8184,1.0858446785229192,2016.0
N900_RS11735,TensorComp5,0.6792124837361718,sspB,0.004116381,0.00015513,0.1701,6h_SI4,6h,SI4,3h_st,3h,st,0.16994487,0.6792124837361718,2479.0
N900_RS11740,TensorComp5,-0.5589959449038081,sspA,-0.18932468333333333,-2.2321,1.8793,6h_SI9,6h,SI9,12h_st,12h,st,4.1114,0.5589959449038081,2645.0
N900_RS11745,TensorComp5,-1.1190012840470718,petC,0.5367015500000001,-1.3614,4.7894,12h_SI4,12h,SI4,3h_SI5,3h,SI5,6.150799999999999,1.1190012840470718,1977.0
N900_RS11750,TensorComp5,-1.1813020045514353,petB,0.6059557166666667,-0.77517,5.8614,3h_ce,3h,ce,3h_SI2,3h,SI2,6.63657,1.1813020045514353,1893.0
N900_RS11755,TensorComp5,-1.8815347252432577,petA,1.9104570000000003,-0.21143,6.4559,1h_ce,1h,ce,3h_SI3,3h,SI3,6.66733,1.8815347252432577,818.0
N900_RS11775,TensorComp5,-1.4673046387999074,zape,1.3833771116666667,-0.17811,4.9922,6h_SI1,6h,SI1,3h_SI6,3h,SI6,5.170310000000001,1.4673046387999074,1488.0
N900_RS11780,TensorComp5,-0.2500230676666606,yhcB,1.2422961466666669,-0.8034,4.7086,12h_SI3,12h,SI3,3h_SI5,3h,SI5,5.512,0.2500230676666606,2945.0
N900_RS11785,TensorComp5,-0.31775059859370447,degq,1.0294063833333333,-0.6589,4.9388,1h_SI8,1h,SI8,3h_st,3h,st,5.5977,0.31775059859370447,2886.0
N900_RS11820,TensorComp5,-1.5236361655433128,ypjd,1.3904863333333333,0.12162,5.9161,1h_SI3,1h,SI3,6h_SI2,6h,SI2,5.79448,1.5236361655433128,1406.0
N900_RS11825,TensorComp5,-1.5831534920988384,yfjD,1.4441245,0.10797,4.3258,6h_SI9,6h,SI9,3h_st,3h,st,4.21783,1.5831534920988384,1305.0
N900_RS11830,TensorComp5,-2.6242300162282923,luxS,1.0175730666666667,-0.44166,3.6241,3h_ce,3h,ce,3h_SI2,3h,SI2,4.06576,2.6242300162282923,69.0
N900_RS11835,TensorComp5,-0.32160184549068793,gshA,-0.44144265833333335,-2.825,2.9004,12h_SI5,12h,SI5,3h_SI4,3h,SI4,5.7254000000000005,0.32160184549068793,2880.0
N900_RS11840,TensorComp5,-2.2058671141501094,"protease, insulinase family/protease, insulinase family",0.6065100966666667,-1.5355,5.5726,24h_st,24h,st,3h_SI1,3h,SI1,7.1081,2.2058671141501094,370.0
N900_RS11845,TensorComp5,-0.26219485429005507,yqaA,0.9750936166666666,-0.66597,4.653,6h_SI1,6h,SI1,3h_SI3,3h,SI3,5.318969999999999,0.26219485429005507,2929.0
N900_RS11850,TensorComp5,-1.979814013530621,qorA,0.8281166333333333,-0.76929,3.9372,6h_SI9,6h,SI9,1h_SI1,1h,SI1,4.70649,1.979814013530621,669.0
N900_RS11855,TensorComp5,-0.5053116611048059,gcdB,0.8656984216666668,-0.72505,4.5453,1h_ce,1h,ce,3h_SI2,3h,SI2,5.2703500000000005,0.5053116611048059,2706.0
N900_RS11860,TensorComp5,-0.9916543420156678,oadA_2,0.8026132004999998,-0.71938,4.3263,12h_SI8,12h,SI8,12h_SI3,12h,SI3,5.04568,0.9916543420156678,2128.0
N900_RS11865,TensorComp5,-0.8306955058857388,oadG_2,-0.5637307500000001,-3.0349,5.9671,6h_co,6h,co,3h_SI3,3h,SI3,9.002,0.8306955058857388,2309.0
N900_RS11870,TensorComp5,-1.0955258463063713,N900_RS11870,1.4324745166666668,-0.030792,5.8391,1h_SI3,1h,SI3,3h_SI1,3h,SI1,5.869892,1.0955258463063713,2009.0
N900_RS11915,TensorComp5,-0.5913674679766436,csrA,1.956721738333333,-0.0069357,4.0951,12h_SI7,12h,SI7,12h_st,12h,st,4.1020357,0.5913674679766436,2600.0
N900_RS11920,TensorComp5,-0.48789976560214054,aspartate kinase,-1.4220750666666668,-3.7267,1.6337,12h_SI7,12h,SI7,24h_SI3,24h,SI3,5.3604,0.48789976560214054,2729.0
N900_RS11930,TensorComp5,-0.09838497373987683,recX,0.15693010666666668,-1.5016,3.2047,3h_SI1,3h,SI1,1h_st,1h,st,4.7063,0.09838497373987683,3089.0
N900_RS11940,TensorComp5,-2.3929537642630017,pncC,1.0401374295,-0.5807,4.2121,6h_st,6h,st,1h_SI1,1h,SI1,4.792800000000001,2.3929537642630017,200.0
N900_RS11945,TensorComp5,0.26635273889334626,cysA,0.027563633333333348,-2.9321,3.6994,3h_SI7,3h,SI7,24h_SI1,24h,SI1,6.6315,0.26635273889334626,2923.0
N900_RS11950,TensorComp5,-1.6897240215059675,cysW,0.6169745999999999,-1.1588,3.6159,24h_st,24h,st,3h_SI5,3h,SI5,4.7747,1.6897240215059675,1128.0
N900_RS11955,TensorComp5,-2.493456465753497,cysT,1.2042910166666665,-0.78788,3.8831,1h_SI8,1h,SI8,3h_SI4,3h,SI4,4.67098,2.493456465753497,130.0
N900_RS11960,TensorComp5,-1.5863505402475562,cysP,1.090019283333333,-0.80178,4.1512,1h_SI9,1h,SI9,12h_SI1,12h,SI1,4.95298,1.5863505402475562,1299.0
N900_RS11965,TensorComp5,-2.2167939356079724,cysM,1.3077583333333331,-0.2429,4.0691,6h_st,6h,st,3h_SI2,3h,SI2,4.311999999999999,2.2167939356079724,352.0
N900_RS11970,TensorComp5,-2.0513236515366895,mutS,0.27195773333333334,-1.1665,4.0083,6h_SI4,6h,SI4,6h_SI1,6h,SI1,5.1748,2.0513236515366895,560.0
N900_RS11975,TensorComp5,-1.215460593218176,rpoS,0.007977199536666665,8.9212e-06,0.074347,6h_SI7,6h,SI7,12h_SI2,12h,SI2,0.0743380788,1.215460593218176,1848.0
N900_RS11980,TensorComp5,-1.848533586572976,nlpD,0.054612666666666684,-2.3101,3.1143,6h_co,6h,co,6h_SI2,6h,SI2,5.4244,1.848533586572976,876.0
N900_RS11985,TensorComp5,-1.6728735993691008,pcm,1.1428209216666663,-0.36892,5.0451,1h_SI8,1h,SI8,12h_SI1,12h,SI1,5.41402,1.6728735993691008,1148.0
N900_RS11990,TensorComp5,-1.1220680527011326,SurE,1.1178273833333336,-0.48004,4.2969,6h_SI2,6h,SI2,3h_SI5,3h,SI5,4.77694,1.1220680527011326,1972.0
N900_RS11995,TensorComp5,-2.090598607165425,truD,1.164935333333333,-0.26635,5.0866,3h_SI4,3h,SI4,12h_SI1,12h,SI1,5.35295,2.090598607165425,507.0
N900_RS12015,TensorComp5,-1.992261400931962,uppP,1.5813912833333332,-0.24729,5.3994,1h_SI5,1h,SI5,3h_st,3h,st,5.6466899999999995,1.992261400931962,647.0
N900_RS12020,TensorComp5,-1.1829376384817085,folK_1,1.362576411666667,-0.4071,5.3709,24h_SI3,24h,SI3,3h_st,3h,st,5.778,1.1829376384817085,1890.0
N900_RS12030,TensorComp5,-2.0693250257270766,plsY,0.6914786216666667,-0.44504,4.1084,3h_SI2,3h,SI2,6h_SI2,6h,SI2,4.553439999999999,2.0693250257270766,535.0
N900_RS12035,TensorComp5,-0.5328450112618,catD,0.38159421666666665,-1.7352,4.0573,3h_SI6,3h,SI6,12h_st,12h,st,5.7924999999999995,0.5328450112618,2677.0
N900_RS12070,TensorComp5,-0.9440360094006145,intA_4,0.24608109999999994,-2.2371,3.379,6h_SI3,6h,SI3,3h_SI1,3h,SI1,5.616099999999999,0.9440360094006145,2180.0
N900_RS12080,TensorComp5,-1.202273213068303,pctB_2,1.1769728666666668,-0.6379,4.0597,1h_co,1h,co,3h_SI3,3h,SI3,4.6976,1.202273213068303,1870.0
N900_RS12085,TensorComp5,-0.30921074084952566,AraC family transcriptional regulator_2,-0.2663631473333333,-3.6079,3.9562,6h_co,6h,co,3h_SI1,3h,SI1,7.5641,0.30921074084952566,2899.0
N900_RS12100,TensorComp5,-1.670701615757882,N900_RS12100,0.4585875716666667,-2.2633,3.3344,6h_SI3,6h,SI3,3h_SI2,3h,SI2,5.5977,1.670701615757882,1152.0
N900_RS12105,TensorComp5,-1.8478230798761441,marr_1,0.4016765016666666,-2.5465,5.0937,3h_SI9,3h,SI9,3h_SI2,3h,SI2,7.6402,1.8478230798761441,878.0
N900_RS12110,TensorComp5,-1.299102619473629,N900_RS12110,0.6395312166666667,-1.4431,3.9451,12h_SI1,12h,SI1,3h_SI2,3h,SI2,5.3882,1.299102619473629,1734.0
N900_RS12115,TensorComp5,-0.11184319160328009,N900_RS12115,0.4655182413333333,-1.8074,4.0393,3h_SI8,3h,SI8,6h_SI2,6h,SI2,5.8467,0.11184319160328009,3076.0
N900_RS12120,TensorComp5,-2.356145438014549,N900_RS12120,0.6790785166666666,-1.4711,4.7625,3h_SI9,3h,SI9,6h_SI2,6h,SI2,6.2336,2.356145438014549,236.0
N900_RS12125,TensorComp5,-2.1536082614935186,GNAT family N-acetyltransferase_1,1.0189325233333333,-0.54972,4.5153,3h_SI2,3h,SI2,3h_SI1,3h,SI1,5.06502,2.1536082614935186,429.0
N900_RS12130,TensorComp5,-2.0081784354896195,ABC transporter substrate-binding protein_4,0.652749545,-0.80722,3.8322,6h_SI6,6h,SI6,3h_st,3h,st,4.639419999999999,2.0081784354896195,627.0
N900_RS12135,TensorComp5,-0.1850832545678606,glmS,1.9236674999999999,-0.38225,4.3466,1h_SI5,1h,SI5,24h_SI1,24h,SI1,4.7288499999999996,0.1850832545678606,3009.0
N900_RS12140,TensorComp5,-2.3752966068000934,DeoR/GlpR transcriptional regulator,0.8222112833333335,-0.76753,4.1596,3h_SI1,3h,SI1,6h_SI2,6h,SI2,4.92713,2.3752966068000934,213.0
N900_RS12145,TensorComp5,-0.8314374614006018,pykF,0.74978065,-1.1644,4.8546,12h_SI7,12h,SI7,12h_SI2,12h,SI2,6.019,0.8314374614006018,2306.0
N900_RS12150,TensorComp5,-0.5669621262640555,oxidative stress defense protein,0.8405812616666667,-0.82748,4.5271,6h_SI2,6h,SI2,3h_st,3h,st,5.35458,0.5669621262640555,2626.0
N900_RS12155,TensorComp5,-2.0497831091596646,argp,1.0092669199999997,-0.31481,3.2016,1h_st,1h,st,3h_st,3h,st,3.51641,2.0497831091596646,563.0
N900_RS12160,TensorComp5,-2.2150590589961388,argO,1.53956565,-0.24221,4.3574,1h_st,1h,st,6h_SI3,6h,SI3,4.59961,2.2150590589961388,354.0
N900_RS12165,TensorComp5,-2.1054907564475487,mscS_1,0.6642715,-1.5732,4.6295,6h_co,6h,co,6h_SI3,6h,SI3,6.2027,2.1054907564475487,489.0
N900_RS12185,TensorComp5,0.3380072052013948,epd,-0.6802761333333333,-2.8585,4.4514,6h_SI5,6h,SI5,3h_st,3h,st,7.309899999999999,0.3380072052013948,2869.0
N900_RS12190,TensorComp5,-2.0713604507538075,cirA,0.687292125,-0.75437,2.9222,6h_st,6h,st,3h_SI5,3h,SI5,3.67657,2.0713604507538075,529.0
N900_RS12195,TensorComp5,-1.9002832800806335,irgB,1.7818820666666662,-0.053536,4.656,1h_SI6,1h,SI6,6h_st,6h,st,4.709536,1.9002832800806335,788.0
N900_RS12200,TensorComp5,-1.151561391164523,Pseudogene_N900_RS12200,-0.24520380000000006,-3.9505,3.8975,6h_SI7,6h,SI7,3h_SI3,3h,SI3,7.848,1.151561391164523,1928.0
N900_RS12215,TensorComp5,-0.9158872926787077,sprt,1.193258966666667,-0.74465,4.6072,12h_SI3,12h,SI3,6h_SI2,6h,SI2,5.35185,0.9158872926787077,2220.0
N900_RS12220,TensorComp5,-1.1974692347415115,xds_2,2.2866675,0.2404,5.9964,1h_ce,1h,ce,3h_SI4,3h,SI4,5.756,1.1974692347415115,1875.0
N900_RS12225,TensorComp5,-2.1102515308722616,rsmE,1.0057010160000002,-0.35504,3.3369,12h_SI7,12h,SI7,12h_SI2,12h,SI2,3.6919399999999998,2.1102515308722616,478.0
N900_RS12230,TensorComp5,-1.6474710736240623,gshB,-0.3211530633333333,-2.057,3.4829,6h_SI7,6h,SI7,3h_SI4,3h,SI4,5.539899999999999,1.6474710736240623,1193.0
N900_RS12235,TensorComp5,-2.6045925425050442,VC_0467_BLAST,1.4714087166666667,-0.35877,4.8944,3h_SI9,3h,SI9,6h_SI4,6h,SI4,5.25317,2.6045925425050442,80.0
N900_RS12245,TensorComp5,-1.5083056874202911,tyrS,0.9097579533333333,-0.35307,3.2646,3h_st,3h,st,6h_st,6h,st,3.6176700000000004,1.5083056874202911,1418.0
N900_RS12250,TensorComp5,-1.1558808092701727,luxR_1,1.0244690333333333,-0.47275,4.1515,3h_SI4,3h,SI4,6h_st,6h,st,4.62425,1.1558808092701727,1922.0
N900_RS12255,TensorComp5,-2.014454952816235,pilT_1,1.3544023866666668,-0.026827,4.1113,3h_SI2,3h,SI2,12h_SI1,12h,SI1,4.138127,2.014454952816235,615.0
N900_RS12260,TensorComp5,-0.9438405280532589,pilT_2,0.2565712333333333,-1.4659,3.4509,12h_SI4,12h,SI4,6h_SI3,6h,SI3,4.9168,0.9438405280532589,2181.0
N900_RS12265,TensorComp5,-1.8387542955565752,yggs,1.0870463883333334,-0.039687,4.0291,3h_SI8,3h,SI8,3h_st,3h,st,4.0687869999999995,1.8387542955565752,892.0
N900_RS12270,TensorComp5,-1.3556103188150632,proC,1.3030324349999998,-0.37789,6.167,1h_SI9,1h,SI9,6h_SI3,6h,SI3,6.54489,1.3556103188150632,1644.0
N900_RS12275,TensorComp5,-1.6223982744519536,yggt,0.8389598166666665,-0.621,5.2255,6h_st,6h,st,3h_SI4,3h,SI4,5.846500000000001,1.6223982744519536,1244.0
N900_RS12280,TensorComp5,-1.9512796769725564,VC_0458_BLAST,-0.10090591666666665,-1.8121,2.9802,6h_SI1,6h,SI1,6h_ce,6h,ce,4.7923,1.9512796769725564,715.0
N900_RS12285,TensorComp5,0.6679871428842806,N900_RS12285,0.0027146426351666664,-8.333e-06,0.11933,12h_SI8,12h,SI8,3h_st,3h,st,0.119338333,0.6679871428842806,2498.0
N900_RS12290,TensorComp5,-1.8560741763809179,rdgB,1.2281360000000001,-1.4592,4.3124,1h_SI6,1h,SI6,3h_st,3h,st,5.7716,1.8560741763809179,864.0
N900_RS12295,TensorComp5,-0.2543809895049849,hemW,-0.054961828333333365,-1.7602,4.1977,12h_SI2,12h,SI2,3h_SI2,3h,SI2,5.9579,0.2543809895049849,2942.0
N900_RS12300,TensorComp5,-1.7329879145531721,glsA2,0.12857324999999997,-2.71,3.1653,3h_SI9,3h,SI9,3h_SI5,3h,SI5,5.875299999999999,1.7329879145531721,1054.0
N900_RS12305,TensorComp5,-1.6388371959275272,trmB,1.2589885333333333,-0.12662,5.4469,1h_SI5,1h,SI5,6h_SI2,6h,SI2,5.57352,1.6388371959275272,1210.0
N900_RS12310,TensorComp5,-2.0619980273924354,mutY,0.9734832,-0.51149,4.339,3h_SI4,3h,SI4,1h_ce,1h,ce,4.850490000000001,2.0619980273924354,545.0
N900_RS12315,TensorComp5,0.03198028668681666,yggX,0.3632811,-1.9722,3.7623,6h_co,6h,co,12h_st,12h,st,5.734500000000001,0.03198028668681666,3159.0
N900_RS12320,TensorComp5,-0.6543828135544786,mltC,-0.6058199908333334,-2.6945,1.9164,6h_SI2,6h,SI2,12h_SI3,12h,SI3,4.6109,0.6543828135544786,2519.0
N900_RS12345,TensorComp5,-1.5542572501357135,mcpP_2,1.5108900166666666,-0.066869,4.2303,3h_co,3h,co,3h_SI4,3h,SI4,4.297168999999999,1.5542572501357135,1361.0
N900_RS12365,TensorComp5,-0.6187416604658872,djlA,0.5443349666666665,-1.1718,3.8828,6h_SI1,6h,SI1,3h_st,3h,st,5.0546,0.6187416604658872,2562.0
N900_RS12385,TensorComp5,-1.035799354925275,rsmA,-0.2606076666666667,-2.5123,3.7107,12h_SI7,12h,SI7,12h_SI3,12h,SI3,6.223000000000001,1.035799354925275,2077.0
N900_RS12390,TensorComp5,-1.0516703628695823,apaG,1.8158829500000002,-0.064464,5.9155,1h_SI9,1h,SI9,6h_SI1,6h,SI1,5.979964,1.0516703628695823,2053.0
N900_RS12395,TensorComp5,0.009925399775167562,apaH,0.5097322,-1.9641,3.7598,6h_ce,6h,ce,3h_SI5,3h,SI5,5.7238999999999995,0.009925399775167562,3187.0
N900_RS12400,TensorComp5,-2.3710287511430392,folA,0.6763601633333333,-0.71006,2.9171,3h_SI4,3h,SI4,1h_SI1,1h,SI1,3.62716,2.3710287511430392,215.0
N900_RS12405,TensorComp5,-1.259323737037572,yjjB_BLAST,1.3634694666666667,-0.27374,5.0767,1h_SI8,1h,SI8,3h_SI2,3h,SI2,5.35044,1.259323737037572,1788.0
N900_RS12410,TensorComp5,-1.5676859335437594,Probable succinate transporter subunit YjjP_BLAST,1.4781493333333335,-0.32817,4.7218,3h_SI1,3h,SI1,3h_SI4,3h,SI4,5.04997,1.5676859335437594,1332.0
N900_RS12435,TensorComp5,-1.3330592155919805,Pseudogene_N900_RS12435,1.4613994166666666,0.059225,4.1261,1h_SI4,1h,SI4,12h_SI1,12h,SI1,4.0668750000000005,1.3330592155919805,1680.0
N900_RS12445,TensorComp5,-2.1518197029741306,mdh,1.0148447833333332,-1.5427,4.2508,1h_SI2,1h,SI2,6h_ce,6h,ce,5.7935,2.1518197029741306,432.0
N900_RS12450,TensorComp5,-2.1432150474175415,argR,1.1811901333333332,-0.94403,5.6317,6h_SI6,6h,SI6,6h_SI3,6h,SI3,6.57573,2.1432150474175415,440.0
N900_RS12455,TensorComp5,-1.7056559191382037,C4-dicarboxylate ABC transporter substrate-binding protein_1,1.7782863333333334,0.22817,5.1035,3h_SI5,3h,SI5,6h_SI1,6h,SI1,4.87533,1.7056559191382037,1103.0
N900_RS12460,TensorComp5,-1.232839524638192,dctM_1,1.02494075,-0.76844,4.3549,6h_SI2,6h,SI2,12h_SI1,12h,SI1,5.12334,1.232839524638192,1825.0
N900_RS12465,TensorComp5,-1.7549687406396064,uspF,1.3782087166666668,-0.47727,4.6599,1h_ce,1h,ce,3h_st,3h,st,5.13717,1.7549687406396064,1011.0
N900_RS12470,TensorComp5,-0.662438212375392,N900_RS12470,1.0900017999999998,-0.32104,4.2663,12h_SI1,12h,SI1,6h_SI3,6h,SI3,4.58734,0.662438212375392,2504.0
N900_RS12475,TensorComp5,-1.2588763034466444,N900_RS12475,0.7616366166666667,-0.55865,4.1727,12h_SI7,12h,SI7,3h_st,3h,st,4.73135,1.2588763034466444,1790.0
N900_RS12480,TensorComp5,-0.7359338678296957,rraB,-0.45777685,-2.0647,3.6876,6h_SI5,6h,SI5,6h_st,6h,st,5.7523,0.7359338678296957,2401.0
N900_RS12485,TensorComp5,-1.060068881890936,arcA_1,0.7896804666666668,-0.28927,4.4112,3h_ce,3h,ce,6h_SI2,6h,SI2,4.70047,1.060068881890936,2046.0
N900_RS12490,TensorComp5,-1.8631360048043875,tldD,1.4758316333333332,0.052138,4.5198,1h_SI9,1h,SI9,3h_SI4,3h,SI4,4.467662,1.8631360048043875,847.0
N900_RS12495,TensorComp5,-0.8668045349480976,nit1,1.1008344866666666,-0.37815,5.2266,6h_SI8,6h,SI8,6h_SI4,6h,SI4,5.60475,0.8668045349480976,2272.0
N900_RS12500,TensorComp5,-1.9011604854619204,N900_RS12500,0.21488250000000003,-1.334,3.0902,24h_SI4,24h,SI4,3h_SI1,3h,SI1,4.4242,1.9011604854619204,787.0
N900_RS12505,TensorComp5,-0.35979593446250313,rng,0.4674650383333334,-2.0299,4.0433,6h_SI5,6h,SI5,3h_SI4,3h,SI4,6.0732,0.35979593446250313,2839.0
N900_RS12510,TensorComp5,-2.016961874154135,Maf,1.7080964,0.042484,6.1533,6h_st,6h,st,3h_SI1,3h,SI1,6.110816,2.016961874154135,608.0
N900_RS12530,TensorComp5,-0.7235337531938919,mshQ,1.316181166666667,-0.109,4.2723,1h_SI8,1h,SI8,3h_st,3h,st,4.3813,0.7235337531938919,2417.0
N900_RS12535,TensorComp5,-0.2085880800309249,mshP,1.7246605516666667,-0.21597,6.7449,12h_ce,12h,ce,3h_st,3h,st,6.96087,0.2085880800309249,2977.0
N900_RS12540,TensorComp5,-1.735019043039257,mshO,0.7352822450000001,-0.817,3.9229,24h_st,24h,st,3h_st,3h,st,4.7399,1.735019043039257,1047.0
N900_RS12545,TensorComp5,-1.4621077030453684,type II secretion system protein,-0.05810344999999999,-1.5505,2.6873,1h_co,1h,co,12h_SI1,12h,SI1,4.2378,1.4621077030453684,1497.0
N900_RS12550,TensorComp5,-1.2068940437406912,mshC,0.69469595,-0.83286,3.1906,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.02346,1.2068940437406912,1862.0
N900_RS12555,TensorComp5,-2.0861613220097706,mshA,0.6931828,-0.7533,3.457,3h_st,3h,st,6h_ce,6h,ce,4.2103,2.0861613220097706,516.0
N900_RS12560,TensorComp5,-1.508655361435533,MSHA pilin protein MshB,0.7387401233333332,-0.76376,4.0753,6h_st,6h,st,3h_st,3h,st,4.83906,1.508655361435533,1417.0
