Gene,PCA_MSE,CP_MSE,VAE_MSE,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range
N900_RS06740,0.36325325604712694,0.2967685342003966,0.3162888153919391,napA_1,0.6587827950000001,-0.77882,3.7293,6h_SI4,6h,SI4,3h_SI4,3h,SI4,4.50812
N900_RS06745,0.49820692563456187,0.48110644264890884,0.4814717738636651,fdhB1,0.20078578333333333,-0.97867,3.5238,6h_st,6h,st,1h_SI1,1h,SI1,4.50247
N900_RS06750,0.44162276367011427,0.3589412926769582,0.39125572401286385,formate dehydrogenase subunit gamma,0.396028855,-1.4337,4.3571,12h_SI2,12h,SI2,3h_SI5,3h,SI5,5.7908
N900_RS06755,0.5774723524774233,0.4800363396064225,0.6100404420313879,N900_RS06755,0.3686837583333333,-0.83096,2.5263,1h_ce,1h,ce,1h_co,1h,co,3.35726
N900_RS06760,0.4782420034703989,0.4053193113147626,0.38311717405498424,cobB,1.0480848666666664,-0.46096,4.1241,1h_SI9,1h,SI9,3h_st,3h,st,4.58506
N900_RS06765,0.9814266779493337,0.8846776419821861,0.9653077204857727,VC0395_A1115_BLAST,0.5598267833333334,-2.4472,5.517,6h_ce,6h,ce,3h_SI2,3h,SI2,7.9642
N900_RS06770,0.617304985235774,0.41359886120536776,0.5267033949025155,aroH,-0.0747758,-1.3166,2.9544,3h_SI2,3h,SI2,12h_SI2,12h,SI2,4.271
N900_RS06775,0.3239490528789281,0.32286098366624816,0.3161099126355227,N900_RS06775,0.6013934333333335,-0.74408,3.7176,6h_st,6h,st,6h_SI2,6h,SI2,4.46168
N900_RS06780,0.5390615120990815,0.6328453643729777,0.5862681764361667,N900_RS06780,0.9178522108333333,-0.66707,4.6613,6h_SI2,6h,SI2,6h_st,6h,st,5.32837
N900_RS06785,0.7634739401640782,0.8587722045366117,0.7646184594838024,cvfB,-0.0924345,-2.5392,3.3421,3h_SI9,3h,SI9,1h_SI1,1h,SI1,5.8812999999999995
N900_RS06790,0.24800313396565268,0.16476536102907097,0.20092043103758067,rsmF,0.667166275,-0.95031,3.9896,6h_SI6,6h,SI6,3h_SI3,3h,SI3,4.939909999999999
N900_RS06795,0.19742758381880202,0.3020375703520852,0.18742146341017396,yebT,0.8016523616666668,-0.4925,3.4809,1h_st,1h,st,3h_SI1,3h,SI1,3.9734000000000003
N900_RS06800,0.39998893727929496,0.35387534229951256,0.37356058802143666,paraquat-inducible protein A,0.9318864416666667,-0.8312,4.4398,1h_SI1,1h,SI1,3h_st,3h,st,5.271
N900_RS06805,0.6881616710966741,0.6421914242313831,0.648326806825785,ABC transporter ATP-binding protein_2,0.32236509999999996,-1.5613,4.7015,12h_SI4,12h,SI4,6h_SI1,6h,SI1,6.2628
N900_RS06810,0.15995966494342825,0.19201774639616953,0.15156847765213696,msrC_BLAST,0.8131330200000001,-0.61003,4.5476,1h_st,1h,st,3h_SI3,3h,SI3,5.15763
N900_RS06815,0.6931844729271549,0.6012266664816613,0.7131583860945058,proQ,0.07405420000000001,-1.8077,2.8845,1h_ce,1h,ce,3h_SI4,3h,SI4,4.6922
N900_RS06820,0.43067589271026135,0.41980469571869855,0.4831719384783267,prc,-0.35085686666666666,-2.2908,3.5145,6h_SI1,6h,SI1,12h_SI1,12h,SI1,5.8053
N900_RS06825,0.28685956936796486,0.31295203607222355,0.27871114459280405,N900_RS06825,0.45651191666666674,-0.90656,2.7194,3h_st,3h,st,3h_SI2,3h,SI2,3.62596
N900_RS06830,0.6713171780408244,0.7345310998739343,0.6829787799660373,pepN,-0.14506495433333338,-1.5789,3.8089,12h_SI2,12h,SI2,6h_SI2,6h,SI2,5.3878
N900_RS06835,0.790443676863659,0.8618250061740873,0.628286761719647,N900_RS06835,-0.10428771166666667,-1.3903,2.9967,3h_ce,3h,ce,12h_SI2,12h,SI2,4.3870000000000005
N900_RS06840,0.9509978139460762,0.8719465960192818,0.94000476249964,gdhB,0.8288471233333333,-1.7366,4.025,3h_SI7,3h,SI7,12h_SI2,12h,SI2,5.7616000000000005
N900_RS06845,0.4197103152061747,0.38946638666592315,0.47799618150578344,pyrD,-0.7524003833333333,-4.032,3.3738,12h_SI8,12h,SI8,12h_st,12h,st,7.4058
N900_RS06850,0.7014715565828621,0.6475278195407091,0.7317376090976153,zapc,-0.9523734166666667,-3.5584,2.9152,6h_ce,6h,ce,6h_st,6h,st,6.473599999999999
N900_RS06855,0.5268344324057739,0.4010405483773947,0.5565115783907865,rlmKL,0.47590435000000014,-0.76432,4.4731,24h_SI3,24h,SI3,6h_st,6h,st,5.237419999999999
N900_RS06860,0.8045970155071216,0.7973922830286945,0.6376247898055731,N900_RS06860,-1.4198218499999997,-4.1062,3.2189,6h_ce,6h,ce,1h_ce,1h,ce,7.325100000000001
N900_RS06865,0.7796846493737687,0.8473748482635414,0.8279126503992488,uup,0.19111726666666665,-1.7814,3.3423,6h_SI2,6h,SI2,3h_SI1,3h,SI1,5.1236999999999995
N900_RS06875,0.5244548866448072,0.5375139584810952,0.5244061700863476,rmf,1.46844075,-0.24621,5.1127,1h_SI6,1h,SI6,3h_SI2,3h,SI2,5.35891
N900_RS06880,0.14552090705775408,0.15759330001864327,0.02744234149072207,fabA,1.8441144333333335,-0.062449,4.0446,6h_SI9,6h,SI9,12h_st,12h,st,4.107049
N900_RS06885,0.45882631566989435,0.41741436632878876,0.5050750428777367,ATP-dependent protease LA-related protein,0.7964509666666668,-0.78672,4.6291,1h_SI9,1h,SI9,3h_SI2,3h,SI2,5.41582
N900_RS06890,0.9802113830112399,0.9509574800526892,0.9915463297903677,matP,-0.1578106561666666,-2.9662,3.2171,1h_SI2,1h,SI2,3h_SI7,3h,SI7,6.1833
N900_RS06895,0.5525213796720995,0.6298453957848784,0.5296410126967922,N900_RS06895,0.4865406500000001,-1.0144,4.3278,3h_SI6,3h,SI6,6h_st,6h,st,5.3422
N900_RS06900,0.4316134986251146,0.32280725479763456,0.4325981269802769,N900_RS06900,1.2459248366666666,-0.24,5.2914,3h_SI4,3h,SI4,12h_st,12h,st,5.5314000000000005
N900_RS06945,1.0074367808685227,0.881896425350639,0.9349750416303164,N900_RS06945,0.013707350000000005,-2.0858,2.8167,3h_SI6,3h,SI6,3h_SI7,3h,SI7,4.9025
N900_RS06955,0.4063708575351636,0.45974809370373415,0.3574787147776362,DNA replication protein_1,1.5418287666666664,-0.76994,4.6859,6h_SI4,6h,SI4,3h_SI3,3h,SI3,5.45584
N900_RS06980,0.32525388799241856,0.30255930322456714,0.2748192095061912,DNA-binding protein,0.5111554333333335,-0.8985,2.9149,6h_st,6h,st,12h_SI1,12h,SI1,3.8133999999999997
N900_RS07000,0.8505455617575923,0.9351036820891478,0.8315987428153847,rstc,-0.13306151666666663,-2.4485,2.4297,12h_SI3,12h,SI3,3h_SI7,3h,SI7,4.8782
N900_RS07020,0.5672794759265333,0.5225046975824081,0.46187685891360514,colonization factor,0.2810398333333333,-1.2568,3.7478,3h_SI6,3h,SI6,3h_SI2,3h,SI2,5.0046
N900_RS07025,0.5000097869520419,0.5503706065306375,0.5025621631490778,VC_1460_BLAST,0.18067133333333332,-1.0853,3.8395,3h_SI3,3h,SI3,6h_ce,6h,ce,4.9248
N900_RS07030,0.4394440531228957,0.4482326189489754,0.42478693331137735,ace,0.4396666166666667,-0.94895,2.8272,6h_SI9,6h,SI9,12h_SI1,12h,SI1,3.77615
N900_RS07035,0.44560503675603014,0.47746566605129215,0.4164955467057474,zot,0.8242189833333332,-0.85338,4.197,6h_SI4,6h,SI4,12h_SI1,12h,SI1,5.0503800000000005
N900_RS07040,0.45433419101143063,0.39698967405945196,0.45445121077526435,ctxA,1.6031479666666668,-0.28437,5.9364,1h_SI5,1h,SI5,3h_SI4,3h,SI4,6.22077
N900_RS07045,0.45198577135375434,0.5152522805606906,0.44862952227636893,ctxB,1.2130298333333334,-0.24055,4.3415,1h_SI7,1h,SI7,12h_SI3,12h,SI3,4.58205
N900_RS07050,0.5719444814823242,0.5206682373690368,0.5788280935058445,rtxA,-0.30215816666666667,-1.6921,2.9957,3h_SI9,3h,SI9,1h_SI1,1h,SI1,4.687799999999999
N900_RS07055,0.594049525793913,0.625252380476316,0.5529897170446869,toxin-activating lysine-acyltransferase,0.6039549883333334,-1.2957,4.1859,3h_ce,3h,ce,3h_SI5,3h,SI5,5.4816
N900_RS07060,0.7669660515038007,0.7933313691569442,0.732467042752016,N900_RS07060,-0.5776163333333334,-3.6267,4.6598,6h_co,6h,co,3h_SI5,3h,SI5,8.2865
N900_RS07065,0.730185211727493,0.7598468023803739,0.5903460351591343,peptidase domain-containing ABC transporter,-0.7304131366666665,-3.5673,3.2553,3h_SI9,3h,SI9,3h_SI7,3h,SI7,6.8225999999999996
N900_RS07070,0.38833974293524265,0.3872776935552083,0.3685123307876077,HlyD family type I secretion periplasmic adaptor subunit_1,0.9266006583333334,-0.70436,5.2161,12h_SI1,12h,SI1,6h_SI3,6h,SI3,5.92046
N900_RS07075,0.4594881985646869,0.46102876282695354,0.44784999916157536,hlyB,0.9821974,-0.38911,4.9351,1h_SI8,1h,SI8,3h_SI4,3h,SI4,5.32421
N900_RS07080,0.7589142685086238,0.6489375388757064,0.5696610615120199,rcsC_3,0.3931739,-0.8092,5.5141,3h_SI9,3h,SI9,6h_st,6h,st,6.3233
N900_RS07085,0.31465592755966665,0.4075828514434372,0.3277185819056128,histidine kinase,0.4138719250000001,-1.1388,3.9106,6h_SI1,6h,SI1,6h_SI4,6h,SI4,5.0494
N900_RS07090,0.7401020729335379,0.7283215593284182,0.7841530198287322,N900_RS07090,0.11450885666666667,-1.2717,3.9674,6h_SI2,6h,SI2,3h_SI1,3h,SI1,5.2391000000000005
N900_RS07095,0.5746894939744435,0.5134828824541046,0.569432197637138,ccoN,1.1136141833333335,-1.5456,5.1277,1h_SI2,1h,SI2,3h_SI1,3h,SI1,6.6733
N900_RS07100,0.900403498112009,0.7765969929470498,0.8793886292526756,ccoO,0.29917746333333334,-1.9615,3.3158,12h_SI9,12h,SI9,3h_SI5,3h,SI5,5.2773
N900_RS07110,0.716934561235195,0.7654226369066719,0.6848392088151398,ccoP,-0.03789021999999998,-1.9196,4.028,6h_SI7,6h,SI7,6h_SI2,6h,SI2,5.9475999999999996
N900_RS07115,0.6015632368085466,0.6131748855974799,0.613433659464011,ccoH,1.1404945333333336,-0.62065,4.7388,1h_co,1h,co,6h_SI2,6h,SI2,5.359450000000001
N900_RS07120,0.2559472136294071,0.31260868592044516,0.33315980981151944,cadA,1.4978633,-0.50784,4.8596,1h_SI3,1h,SI3,3h_SI3,3h,SI3,5.36744
N900_RS07125,0.8780703853460049,0.8247095365496151,0.9368401440878551,ccoS,0.14297800000000002,-2.0442,3.958,1h_SI3,1h,SI3,3h_SI2,3h,SI2,6.0022
N900_RS07130,0.6225140786112281,0.5578098855021962,0.6056783457302202,N900_RS07130,0.47849058166666664,-2.2824,4.8374,12h_SI3,12h,SI3,6h_st,6h,st,7.1198
N900_RS07140,0.7268064808044282,0.8109234029664576,0.6048402567905443,uspE,0.8504629316666666,-0.59315,5.3884,12h_SI4,12h,SI4,3h_SI3,3h,SI3,5.9815499999999995
N900_RS07145,0.5659197978493431,0.5274175195478261,0.5344804824219487,ttcA,0.29876317666666663,-1.6475,5.0304,6h_SI1,6h,SI1,3h_st,3h,st,6.6779
N900_RS07150,0.3968363561033339,0.35468011981823383,0.37144370625165557,N900_RS07150,0.8882288666666668,-0.58219,4.1202,3h_st,3h,st,6h_SI4,6h,SI4,4.702389999999999
N900_RS07155,0.35875156999198204,0.36615619261599525,0.34269994255661274,glucosaminidase,0.4029179333333333,-1.0964,4.0105,6h_SI4,6h,SI4,3h_SI1,3h,SI1,5.1069
N900_RS07160,0.225694225653685,0.23303217558331774,0.2610872099472132,N900_RS07160,0.5299203166666666,-1.3428,3.5137,12h_SI7,12h,SI7,3h_SI4,3h,SI4,4.8565000000000005
N900_RS07165,0.7316347973899082,0.7375229758681361,0.715322551151838,potA,-0.6177545166666666,-2.1897,2.5308,12h_ce,12h,ce,24h_st,24h,st,4.7205
N900_RS07170,0.690567355767712,0.5959081094901714,0.6091398565097933,potB,0.4825185833333333,-0.87231,4.4464,1h_SI5,1h,SI5,6h_st,6h,st,5.318709999999999
N900_RS07175,0.7147313737068884,0.7745418527334732,0.5752203592628072,potC,0.6767962166666668,-2.0585,4.1782,3h_SI6,3h,SI6,6h_SI4,6h,SI4,6.236700000000001
N900_RS07180,0.7863613038466555,0.7517494391232644,0.6914920327440857,potD_1,1.2015599666666665,-1.0826,5.0131,6h_SI7,6h,SI7,6h_SI3,6h,SI3,6.0957
N900_RS07185,0.7629728593538669,0.764085198417958,0.7741188958093984,potD_2,0.5776087,-1.3399,4.0568,1h_ce,1h,ce,12h_st,12h,st,5.3967
N900_RS07190,0.4536713765513473,0.3735746626898615,0.4483954202701833,chromosome segregation ATPase_1,0.33410280000000003,-1.3384,3.4822,24h_SI2,24h,SI2,3h_SI4,3h,SI4,4.820600000000001
N900_RS07195,0.38069584948857965,0.3399951360028179,0.31739367016195424,N900_RS07195,0.7000432833333333,-0.80146,3.5485,3h_st,3h,st,6h_SI4,6h,SI4,4.34996
N900_RS07200,0.5433355862044082,0.49997905155844674,0.4571446008834324,alsT_2,1.08547655,-0.49983,4.5313,3h_SI3,3h,SI3,6h_st,6h,st,5.03113
N900_RS07205,0.31968132451080067,0.28443526042787914,0.3754961252187647,rhtB_3,1.3693533308333334,-0.60225,4.9237,1h_co,1h,co,12h_st,12h,st,5.52595
N900_RS07210,0.7254914473269536,0.5883856677890231,0.6779813075724822,N900_RS07210,-0.15206748333333334,-2.3909,5.0833,6h_ce,6h,ce,6h_st,6h,st,7.4742
N900_RS07215,0.5076587993242095,0.5454193922158898,0.5092145239265972,tsiV1,0.16211520500000004,-1.5735,4.2449,12h_SI5,12h,SI5,6h_SI2,6h,SI2,5.8184000000000005
N900_RS07220,0.5529235766455366,0.49743463752871403,0.5054191431294955,tseL,0.7280727166666667,-0.87123,4.6377,6h_SI1,6h,SI1,12h_st,12h,st,5.508929999999999
N900_RS07225,0.6875620550093582,0.666361528151495,0.6144139738405193,N900_RS07225,0.26196571333333335,-1.257,3.5878,12h_SI8,12h,SI8,6h_ce,6h,ce,4.8448
N900_RS07230,0.5356034588016516,0.5834976863843444,0.38480855603914615,tssI_1,-0.7208860366666665,-2.1697,2.0946,6h_SI1,6h,SI1,12h_SI2,12h,SI2,4.2643
N900_RS07235,0.6817053495619251,0.6451833649134777,0.7225479318264271,hcp-2_D1,1.4869275666666664,-0.89732,5.7181,6h_SI5,6h,SI5,3h_SI4,3h,SI4,6.615419999999999
N900_RS07240,0.17676519593947287,0.179103748760578,0.17406982953783615,carboxypeptidase M32,0.82394318,-0.41973,3.9068,12h_SI7,12h,SI7,3h_SI4,3h,SI4,4.32653
N900_RS07245,0.38969430211984535,0.4369702709998953,0.43749853644307174,methyl-accepting chemotaxis protein_9,-0.032054583333333365,-1.3867,3.9365,6h_st,6h,st,6h_ce,6h,ce,5.3232
N900_RS07250,0.32390459283274364,0.3237865402802622,0.2645441881569118,vceB,0.7054589583333332,-0.8033,3.7177,12h_st,12h,st,12h_SI1,12h,SI1,4.521
N900_RS07255,0.327154641196164,0.32078245264592126,0.31305977834375,vceA,0.48418877,-0.74287,3.3961,6h_st,6h,st,3h_SI2,3h,SI2,4.1389700000000005
N900_RS07260,0.3283082454399458,0.36874904343144177,0.24729269728232425,vceC,0.6589191299999999,-0.83511,3.5694,12h_st,12h,st,3h_st,3h,st,4.40451
N900_RS07265,0.5838922555123734,0.5898248686479165,0.5938925428822329,vceR,0.5964662500000001,-2.3098,4.1965,1h_SI5,1h,SI5,3h_SI1,3h,SI1,6.5063
N900_RS07270,0.16554619930410622,0.19122268100709217,0.16570718471157725,rhlE_1,0.62821655,-0.8934,3.5773,6h_ce,6h,ce,3h_SI2,3h,SI2,4.4707
N900_RS07275,0.44910873785438016,0.49027974103383837,0.4210102366968578,PAS domain S-box protein_1,1.333461103,-0.16479,5.1171,1h_SI7,1h,SI7,12h_SI2,12h,SI2,5.28189
N900_RS07280,0.6385319688863007,0.6643164912987153,0.6587373625951892,mlp16,0.50991453,-0.78416,3.9606,6h_SI1,6h,SI1,6h_ce,6h,ce,4.744759999999999
N900_RS07285,0.23028787307060483,0.33621290624417105,0.2615188389400475,mlp14,0.673507205,-0.52864,3.7456,1h_SI9,1h,SI9,3h_SI2,3h,SI2,4.27424
N900_RS07290,0.4308261353905377,0.4602914883699551,0.4181735889107315,cheW,1.3193963033333336,-0.62733,4.8388,1h_co,1h,co,12h_SI2,12h,SI2,5.46613
N900_RS07295,0.9659699709617638,0.8661652036573775,0.969165925942446,cheB1,-0.06628589333333335,-2.331,3.9986,12h_SI5,12h,SI5,12h_SI3,12h,SI3,6.3296
N900_RS07300,0.4837192769816638,0.5508970111361476,0.5019334538413236,N900_RS07300,1.172540076666667,-0.35308,4.298,1h_SI9,1h,SI9,6h_SI3,6h,SI3,4.65108
N900_RS07305,0.3132769290186736,0.3047310445089351,0.2721984043431475,cheR1,1.1930420166666669,-0.31754,3.8772,1h_SI8,1h,SI8,6h_SI2,6h,SI2,4.19474
N900_RS07310,0.7769726836567283,0.7661894047188118,0.7947055437323606,cheY2,0.26305344666666663,-1.2478,3.4935,6h_SI2,6h,SI2,6h_SI4,6h,SI4,4.7413
N900_RS07315,0.6812436515763729,0.7259440713531107,0.7129909080437501,CheA1,0.3294812833333333,-1.2485,5.3207,6h_SI3,6h,SI3,12h_st,12h,st,6.5692
N900_RS07320,0.7466464019244458,0.7849339592341592,0.6760315236212986,N900_RS07320,0.6558127833333334,-0.97232,4.2164,6h_SI6,6h,SI6,3h_SI3,3h,SI3,5.18872
N900_RS07325,0.8942537698487846,0.824492086584984,0.888272196804077,cheY1,0.028452466666666707,-2.5006,3.369,6h_SI6,6h,SI6,3h_SI4,3h,SI4,5.8696
N900_RS07330,0.4352448719257745,0.48357040440210636,0.4477008219862801,mlp13,-0.04807821666666666,-1.8006,3.4207,6h_ce,6h,ce,3h_st,3h,st,5.2213
N900_RS07335,0.2870389213729763,0.3239576978717566,0.3145670802192848,gdx,0.8789779936666666,-0.58326,4.2955,6h_SI1,6h,SI1,3h_SI5,3h,SI5,4.87876
N900_RS07340,0.7853519614797561,0.6205758838882577,0.7208914024844708,cry2,0.36383461,-1.1041,4.7492,3h_SI1,3h,SI1,6h_SI3,6h,SI3,5.8533
N900_RS07345,0.5278320407804608,0.48354535025493633,0.5940592452508131,bmr3_2,0.17659431666666667,-1.3251,3.1656,3h_SI2,3h,SI2,1h_ce,1h,ce,4.4907
N900_RS07350,0.5921895735930532,0.591466064457972,0.5292360971791507,lysr_1,1.0364287333333335,-1.1594,4.2595,1h_ce,1h,ce,1h_SI1,1h,SI1,5.4189
N900_RS07360,0.4523099424688963,0.46958985353167976,0.552040215132776,lplA,0.87655342,-0.62312,3.1356,3h_SI1,3h,SI1,6h_SI1,6h,SI1,3.7587200000000003
N900_RS07365,0.24172414254546426,0.18156355938978,0.22266847733049777,yegD,1.1373953833333335,-0.34514,3.4958,1h_SI6,1h,SI6,3h_SI2,3h,SI2,3.84094
N900_RS07370,0.638392143452945,0.7198698746633622,0.5115218041187171,membrane protein_5,-0.7474851166666667,-2.5035,2.7885,6h_SI3,6h,SI3,12h_SI2,12h,SI2,5.292
N900_RS07375,0.5417263422828221,0.6056325062483295,0.49529763100006635,hrpA,0.61788525,-0.39461,3.8312,6h_SI4,6h,SI4,6h_SI2,6h,SI2,4.22581
N900_RS07380,0.9969847272136622,0.8094068564101558,0.9296427817763117,N900_RS07380,-0.04969873333333329,-2.4301,4.3813,6h_SI5,6h,SI5,3h_SI4,3h,SI4,6.811400000000001
N900_RS07385,0.1363443712890784,0.1378540099080241,0.1913844178109184,N900_RS07385,0.8699623183333335,-0.49244,3.4955,1h_SI6,1h,SI6,6h_SI3,6h,SI3,3.98794
N900_RS07390,0.784177925681073,0.8121260090514782,0.7783893321860137,N900_RS07390,0.8143681849999999,-1.0453,5.6245,6h_SI8,6h,SI8,12h_SI4,12h,SI4,6.6698
N900_RS07400,0.5779903050925316,0.6062522122608116,0.6363087177830083,exonuclease,0.2485654883333333,-1.4776,4.443,12h_SI5,12h,SI5,3h_SI4,3h,SI4,5.920599999999999
N900_RS07405,0.33849528217436153,0.37389135564076187,0.34647150939832433,diguanylate cyclase_2,1.2027841499999998,-0.56204,3.7918,3h_SI5,3h,SI5,6h_SI2,6h,SI2,4.35384
N900_RS07410,0.407437849290089,0.45422644283803554,0.3955538265747569,N900_RS07410,0.7705606666666668,-0.78513,4.7887,6h_SI7,6h,SI7,12h_st,12h,st,5.57383
N900_RS07415,0.464575878166668,0.46449955875487203,0.5004560578924194,hscA_1,0.8367553500000001,-0.93096,3.6667,6h_SI3,6h,SI3,1h_st,1h,st,4.59766
N900_RS07420,0.47500459689792746,0.4864019195232575,0.47336170751508794,molecular chaperone DnaK,1.3096287299999998,-0.60889,5.463,1h_ce,1h,ce,3h_SI2,3h,SI2,6.07189
N900_RS07425,0.7943025912293442,0.712358016064633,0.7377691539012206,N900_RS07425,0.5428017333333334,-0.57425,5.0231,3h_SI4,3h,SI4,6h_ce,6h,ce,5.5973500000000005
N900_RS07430,0.43754434882272786,0.4673317331540323,0.4122642801224204,N900_RS07430,0.0429573183333333,-1.5152,3.9413,12h_SI7,12h,SI7,3h_st,3h,st,5.4565
N900_RS07435,0.6198472012125346,0.6180071478012902,0.6336027267421295,diguanylate cyclase_3,1.149382016666667,-0.84738,5.3236,1h_SI9,1h,SI9,3h_SI1,3h,SI1,6.17098
N900_RS07440,0.3258978130484865,0.30953864494585787,0.34502349455526726,ABC transporter substrate-binding protein_5,1.116281,-0.5149,4.5792,12h_SI8,12h,SI8,6h_SI1,6h,SI1,5.0941
N900_RS07445,0.7129370992665851,0.7822429545800672,0.7619230824575188,N900_RS07445,1.1338224666666668,-0.45706,4.0211,6h_SI3,6h,SI3,6h_SI1,6h,SI1,4.47816
N900_RS07450,0.5287834807218753,0.574783792233146,0.5518350579456482,N900_RS07450,1.17188171,-0.32062,7.274,6h_SI5,6h,SI5,3h_SI1,3h,SI1,7.59462
N900_RS07455,0.510803485588697,0.4953594199490684,0.5298190674802266,queC,0.4992305333333333,-1.4742,4.9309,12h_SI2,12h,SI2,3h_st,3h,st,6.4051
N900_RS07460,0.6899384540017849,0.686027951763212,0.5452498027625108,queE,0.9523363749999999,-0.46318,5.3729,12h_SI8,12h,SI8,3h_st,3h,st,5.83608
N900_RS07465,0.8653404578371486,0.8329478290044962,0.7997640433496146,yidA,-0.7318412166666666,-2.3481,1.908,6h_SI3,6h,SI3,3h_SI2,3h,SI2,4.2561
N900_RS07470,0.481025403692221,0.49566635455382435,0.48114332915857416,cysG_2,0.6594637083333335,-0.71594,3.4143,12h_st,12h,st,3h_SI1,3h,SI1,4.13024
N900_RS07475,0.5377939389366471,0.5942129841818597,0.5792424902591863,aapJ,-0.11556552000000002,-1.5799,2.9019,24h_SI1,24h,SI1,1h_SI1,1h,SI1,4.4818
N900_RS07480,0.33846902880578517,0.337554467259302,0.34742439776396494,ABC transporter permease subunit_2,0.33760463333333335,-1.0894,3.5051,12h_SI9,12h,SI9,3h_SI2,3h,SI2,4.5945
N900_RS07485,0.5943131531561018,0.4876531277840162,0.5542147442211288,yhdY,1.0569526500000002,-0.38934,5.428,6h_st,6h,st,3h_SI1,3h,SI1,5.81734
N900_RS07490,0.852109384169997,0.8757580614009381,0.734682285093825,glnQ,0.38661958499999993,-0.99566,5.0144,12h_SI1,12h,SI1,6h_SI4,6h,SI4,6.01006
N900_RS07495,0.417523274729985,0.41786064233743414,0.40691929980103986,ycca,-0.09286800000000002,-2.1462,3.9383,3h_SI7,3h,SI7,3h_SI1,3h,SI1,6.0845
N900_RS07505,0.14532453683659213,0.17968847739014196,0.17735513477483247,acyP,0.6522378500000001,-0.76187,3.5309,6h_st,6h,st,3h_SI3,3h,SI3,4.29277
N900_RS07510,0.2969343558044819,0.2081596906439036,0.16497108159857582,rlmI,1.097762916666667,-0.41012,4.9631,6h_st,6h,st,3h_st,3h,st,5.37322
N900_RS07515,0.3462750594046965,0.24630286848860555,0.37682224922521834,diguanylate cyclase_1,0.9015788783333333,-0.54242,3.3394,6h_st,6h,st,12h_SI2,12h,SI2,3.88182
N900_RS07520,0.7007268747189308,0.7051560155439642,0.6961697176372095,N900_RS07520,-0.04554677499999999,-2.0553,2.6255,12h_ce,12h,ce,1h_ce,1h,ce,4.6808
N900_RS07525,0.5397751284017009,0.6095422927333475,0.4876883035545621,PGdx_2,0.7137049000000001,-1.3348,5.399,24h_SI4,24h,SI4,1h_SI1,1h,SI1,6.7338000000000005
N900_RS07530,0.23591070047170115,0.2669944808014377,0.25621318350399974,rcsC_4,0.5091011999999999,-1.0122,2.8,12h_st,12h,st,3h_SI1,3h,SI1,3.8122
N900_RS07535,0.8189200463823103,0.6505142920887993,0.8158686883353987,two-component system response regulator,1.2444750666666666,-1.7614,5.9603,6h_SI5,6h,SI5,3h_SI4,3h,SI4,7.7217
N900_RS07540,0.3775654705101053,0.3486355895219942,0.4220209014116617,maiA,0.7580234766666666,-0.62416,4.0553,6h_SI7,6h,SI7,3h_SI2,3h,SI2,4.67946
N900_RS07545,0.32766197953556014,0.39940751351971304,0.33276149496195995,N900_RS07545,0.18894519833333337,-1.3451,3.2819,24h_SI7,24h,SI7,1h_SI1,1h,SI1,4.627
N900_RS07550,0.3357545845304756,0.32537226836777877,0.322925721328808,hmgA,0.5414908816666667,-1.0035,3.227,24h_SI7,24h,SI7,3h_SI2,3h,SI2,4.2305
N900_RS07555,0.17772085297772508,0.2213467048358811,0.2053282276409179,hppD,1.3406445166666667,-0.52765,3.6785,1h_SI6,1h,SI6,6h_SI4,6h,SI4,4.20615
N900_RS07560,0.38374892422143336,0.34078579707537704,0.4446077555552428,pepT_1,-0.27431439999999996,-1.5977,2.5905,3h_SI3,3h,SI3,3h_SI2,3h,SI2,4.1882
N900_RS07565,0.3218562933512189,0.3104083619290458,0.22446478883589943,N900_RS07565,1.1533720500000002,-0.55004,4.0807,1h_st,1h,st,6h_st,6h,st,4.63074
N900_RS07570,0.6859884136226347,0.6749009456677935,0.68929407920436,GNAT family N-acetyltransferase_4,1.0860157333333331,-0.20517,3.4991,1h_SI7,1h,SI7,6h_st,6h,st,3.7042699999999997
N900_RS07575,0.3009557733506821,0.29303638351586664,0.3136689111117404,acsA,0.5122754716666668,-1.1204,2.6573,12h_st,12h,st,3h_SI2,3h,SI2,3.7777000000000003
