Gene,Gene_label,Model,Time,Space,Raw_fitness
N900_RS14590,N900_RS14590,PCA,24h,SI4,1.3303595687165877
N900_RS14590,N900_RS14590,PCA,24h,SI5,1.2529594517429148
N900_RS14590,N900_RS14590,PCA,24h,SI6,1.1356301542963494
N900_RS14590,N900_RS14590,PCA,24h,SI7,1.050039677019135
N900_RS14590,N900_RS14590,PCA,24h,SI8,1.0091788944290925
N900_RS14590,N900_RS14590,PCA,24h,SI9,1.0947648870057167
N900_RS14590,N900_RS14590,PCA,24h,ce,1.022934695289889
N900_RS14590,N900_RS14590,PCA,24h,co,1.1602278615850223
N900_RS14590,N900_RS14590,CP,1h,st,1.50799767547986
N900_RS14590,N900_RS14590,CP,1h,SI1,1.902937893939899
N900_RS14590,N900_RS14590,CP,1h,SI2,1.220495872532616
N900_RS14590,N900_RS14590,CP,1h,SI3,0.4784163115773192
N900_RS14590,N900_RS14590,CP,1h,SI4,0.0180678008787833
N900_RS14590,N900_RS14590,CP,1h,SI5,-0.1229824076442978
N900_RS14590,N900_RS14590,CP,1h,SI6,0.1425087478995188
N900_RS14590,N900_RS14590,CP,1h,SI7,0.1614471568788922
N900_RS14590,N900_RS14590,CP,1h,SI8,0.2619726043732824
N900_RS14590,N900_RS14590,CP,1h,SI9,0.4794589101704167
N900_RS14590,N900_RS14590,CP,1h,ce,1.4256124237658263
N900_RS14590,N900_RS14590,CP,1h,co,1.6719249362853392
N900_RS14590,N900_RS14590,CP,3h,st,0.9672244937349732
N900_RS14590,N900_RS14590,CP,3h,SI1,4.394488744962726
N900_RS14590,N900_RS14590,CP,3h,SI2,4.691851878215692
N900_RS14590,N900_RS14590,CP,3h,SI3,2.496738019158455
N900_RS14590,N900_RS14590,CP,3h,SI4,1.6841304328972655
N900_RS14590,N900_RS14590,CP,3h,SI5,2.7533126329123645
N900_RS14590,N900_RS14590,CP,3h,SI6,2.020324032423453
N900_RS14590,N900_RS14590,CP,3h,SI7,2.327797642876998
N900_RS14590,N900_RS14590,CP,3h,SI8,2.3187780243762024
N900_RS14590,N900_RS14590,CP,3h,SI9,2.304926194806077
N900_RS14590,N900_RS14590,CP,3h,ce,1.027412901461484
N900_RS14590,N900_RS14590,CP,3h,co,0.8631427439060465
N900_RS14590,N900_RS14590,CP,6h,st,1.52053190009208
N900_RS14590,N900_RS14590,CP,6h,SI1,2.19203977321859
N900_RS14590,N900_RS14590,CP,6h,SI2,3.024533924689398
N900_RS14590,N900_RS14590,CP,6h,SI3,3.011563723067783
N900_RS14590,N900_RS14590,CP,6h,SI4,2.2851371016246795
N900_RS14590,N900_RS14590,CP,6h,SI5,1.780877682170832
N900_RS14590,N900_RS14590,CP,6h,SI6,0.9723528795256844
N900_RS14590,N900_RS14590,CP,6h,SI7,0.930817152606432
N900_RS14590,N900_RS14590,CP,6h,SI8,1.1835910875561362
N900_RS14590,N900_RS14590,CP,6h,SI9,1.155056315459499
N900_RS14590,N900_RS14590,CP,6h,ce,1.3964980742205038
N900_RS14590,N900_RS14590,CP,6h,co,1.2037760088476133
N900_RS14590,N900_RS14590,CP,12h,st,2.128346966358359
N900_RS14590,N900_RS14590,CP,12h,SI1,3.461856329128792
N900_RS14590,N900_RS14590,CP,12h,SI2,3.250710740519976
N900_RS14590,N900_RS14590,CP,12h,SI3,2.9293992049878175
N900_RS14590,N900_RS14590,CP,12h,SI4,2.1475416528834574
N900_RS14590,N900_RS14590,CP,12h,SI5,1.252665869612903
N900_RS14590,N900_RS14590,CP,12h,SI6,0.8097559740484304
N900_RS14590,N900_RS14590,CP,12h,SI7,0.7735379551669549
N900_RS14590,N900_RS14590,CP,12h,SI8,0.9290685531141386
N900_RS14590,N900_RS14590,CP,12h,SI9,0.947418930365933
N900_RS14590,N900_RS14590,CP,12h,ce,1.24065894311135
N900_RS14590,N900_RS14590,CP,12h,co,1.2270000536135672
N900_RS14590,N900_RS14590,CP,24h,st,1.794495145637384
N900_RS14590,N900_RS14590,CP,24h,SI1,1.7628479970946926
N900_RS14590,N900_RS14590,CP,24h,SI2,1.6333114384314542
N900_RS14590,N900_RS14590,CP,24h,SI3,1.5632521257297818
N900_RS14590,N900_RS14590,CP,24h,SI4,1.2399321080892969
N900_RS14590,N900_RS14590,CP,24h,SI5,1.0660634797773505
N900_RS14590,N900_RS14590,CP,24h,SI6,1.0267454477975546
N900_RS14590,N900_RS14590,CP,24h,SI7,1.027749024536639
N900_RS14590,N900_RS14590,CP,24h,SI8,1.0888956530263756
N900_RS14590,N900_RS14590,CP,24h,SI9,1.1289956669878376
N900_RS14590,N900_RS14590,CP,24h,ce,1.275511428635848
N900_RS14590,N900_RS14590,CP,24h,co,1.3569828438924083
N900_RS14590,N900_RS14590,VAE,1h,st,1.353170531068422
N900_RS14590,N900_RS14590,VAE,1h,SI1,2.087073317167424
N900_RS14590,N900_RS14590,VAE,1h,SI2,1.4062249290584168
N900_RS14590,N900_RS14590,VAE,1h,SI3,0.8342567753780549
N900_RS14590,N900_RS14590,VAE,1h,SI4,0.6772172810804903
N900_RS14590,N900_RS14590,VAE,1h,SI5,0.5335413620123981
N900_RS14590,N900_RS14590,VAE,1h,SI6,0.5737750114415767
N900_RS14590,N900_RS14590,VAE,1h,SI7,0.6659257302491397
N900_RS14590,N900_RS14590,VAE,1h,SI8,0.592720420355665
N900_RS14590,N900_RS14590,VAE,1h,SI9,0.7842271376883331
N900_RS14590,N900_RS14590,VAE,1h,ce,1.4883818758319218
N900_RS14590,N900_RS14590,VAE,1h,co,1.5956054650470055
N900_RS14590,N900_RS14590,VAE,3h,st,1.693381120291276
N900_RS14590,N900_RS14590,VAE,3h,SI1,3.155049025993412
N900_RS14590,N900_RS14590,VAE,3h,SI2,3.020563949985618
N900_RS14590,N900_RS14590,VAE,3h,SI3,2.732798052156532
N900_RS14590,N900_RS14590,VAE,3h,SI4,2.642982274967732
N900_RS14590,N900_RS14590,VAE,3h,SI5,2.6284023274764614
N900_RS14590,N900_RS14590,VAE,3h,SI6,1.6980215496497946
N900_RS14590,N900_RS14590,VAE,3h,SI7,1.8229502031468163
N900_RS14590,N900_RS14590,VAE,3h,SI8,1.6726778223070653
N900_RS14590,N900_RS14590,VAE,3h,SI9,1.464541883561134
N900_RS14590,N900_RS14590,VAE,3h,ce,0.8168042168533795
N900_RS14590,N900_RS14590,VAE,3h,co,0.710716255357739
N900_RS14590,N900_RS14590,VAE,6h,st,2.3679039617023556
N900_RS14590,N900_RS14590,VAE,6h,SI1,2.8647957290762625
N900_RS14590,N900_RS14590,VAE,6h,SI2,3.0237252028692545
N900_RS14590,N900_RS14590,VAE,6h,SI3,2.9191968278627956
N900_RS14590,N900_RS14590,VAE,6h,SI4,3.0082853295012804
N900_RS14590,N900_RS14590,VAE,6h,SI5,2.067909783119362
N900_RS14590,N900_RS14590,VAE,6h,SI6,0.9623782108674248
N900_RS14590,N900_RS14590,VAE,6h,SI7,0.8750524216671106
N900_RS14590,N900_RS14590,VAE,6h,SI8,0.9539535179574298
N900_RS14590,N900_RS14590,VAE,6h,SI9,0.8457422882727733
N900_RS14590,N900_RS14590,VAE,6h,ce,1.3688354538516572
N900_RS14590,N900_RS14590,VAE,6h,co,1.1017540485217716
N900_RS14590,N900_RS14590,VAE,12h,st,1.8072192223091608
N900_RS14590,N900_RS14590,VAE,12h,SI1,2.976328271440492
N900_RS14590,N900_RS14590,VAE,12h,SI2,2.9500311250135556
N900_RS14590,N900_RS14590,VAE,12h,SI3,2.570952079303933
N900_RS14590,N900_RS14590,VAE,12h,SI4,2.0098457600785156
N900_RS14590,N900_RS14590,VAE,12h,SI5,1.2640931658111176
N900_RS14590,N900_RS14590,VAE,12h,SI6,0.8751033778024021
N900_RS14590,N900_RS14590,VAE,12h,SI7,0.790636104510972
N900_RS14590,N900_RS14590,VAE,12h,SI8,1.04166706690985
N900_RS14590,N900_RS14590,VAE,12h,SI9,0.970479537786606
N900_RS14590,N900_RS14590,VAE,12h,ce,1.1691218399937078
N900_RS14590,N900_RS14590,VAE,12h,co,1.0187837760791612
N900_RS14590,N900_RS14590,VAE,24h,st,1.7524343704021277
N900_RS14590,N900_RS14590,VAE,24h,SI1,1.9941101356575632
N900_RS14590,N900_RS14590,VAE,24h,SI2,1.6497034473845429
N900_RS14590,N900_RS14590,VAE,24h,SI3,1.5358925442312112
N900_RS14590,N900_RS14590,VAE,24h,SI4,1.3702251180671046
N900_RS14590,N900_RS14590,VAE,24h,SI5,1.245227622420367
N900_RS14590,N900_RS14590,VAE,24h,SI6,1.1207311406457872
N900_RS14590,N900_RS14590,VAE,24h,SI7,1.0835224775319976
N900_RS14590,N900_RS14590,VAE,24h,SI8,1.0811933712125985
N900_RS14590,N900_RS14590,VAE,24h,SI9,1.0836839345122884
N900_RS14590,N900_RS14590,VAE,24h,ce,1.107354086696657
N900_RS14590,N900_RS14590,VAE,24h,co,1.1403970035630462
N900_RS14590,N900_RS14590,CPVAE,1h,st,5.28098353588216
N900_RS14590,N900_RS14590,CPVAE,1h,SI1,2.735228248873365
N900_RS14590,N900_RS14590,CPVAE,1h,SI2,1.275193446213666
N900_RS14590,N900_RS14590,CPVAE,1h,SI3,0.4135448412016103
N900_RS14590,N900_RS14590,CPVAE,1h,SI4,0.3354762613184459
N900_RS14590,N900_RS14590,CPVAE,1h,SI5,0.164032700383681
N900_RS14590,N900_RS14590,CPVAE,1h,SI6,0.138918065044769
N900_RS14590,N900_RS14590,CPVAE,1h,SI7,0.2405811436888572
N900_RS14590,N900_RS14590,CPVAE,1h,SI8,0.1399644739391758
N900_RS14590,N900_RS14590,CPVAE,1h,SI9,0.205103674177941
N900_RS14590,N900_RS14590,CPVAE,1h,ce,0.0636381007590927
N900_RS14590,N900_RS14590,CPVAE,1h,co,0.7827171923374031
N900_RS14590,N900_RS14590,CPVAE,3h,st,0.5418209943114423
N900_RS14590,N900_RS14590,CPVAE,3h,SI1,4.735605279844716
N900_RS14590,N900_RS14590,CPVAE,3h,SI2,5.149329319751757
N900_RS14590,N900_RS14590,CPVAE,3h,SI3,2.800179075786181
N900_RS14590,N900_RS14590,CPVAE,3h,SI4,-0.1419976844548309
N900_RS14590,N900_RS14590,CPVAE,3h,SI5,3.3886120608397117
N900_RS14590,N900_RS14590,CPVAE,3h,SI6,1.5039170864852798
N900_RS14590,N900_RS14590,CPVAE,3h,SI7,2.2604848122658807
N900_RS14590,N900_RS14590,CPVAE,3h,SI8,1.8339187578302705
N900_RS14590,N900_RS14590,CPVAE,3h,SI9,1.2589797381814378
N900_RS14590,N900_RS14590,CPVAE,3h,ce,0.3450812462589605
N900_RS14590,N900_RS14590,CPVAE,3h,co,0.2094500681436812
N900_RS14590,N900_RS14590,CPVAE,6h,st,0.4985201964742862
N900_RS14590,N900_RS14590,CPVAE,6h,SI1,3.0548023635357993
N900_RS14590,N900_RS14590,CPVAE,6h,SI2,4.020087939935971
N900_RS14590,N900_RS14590,CPVAE,6h,SI3,1.967572468053319
N900_RS14590,N900_RS14590,CPVAE,6h,SI4,2.293672954117851
N900_RS14590,N900_RS14590,CPVAE,6h,SI5,3.068912610521923
N900_RS14590,N900_RS14590,CPVAE,6h,SI6,1.0855650788713544
N900_RS14590,N900_RS14590,CPVAE,6h,SI7,1.0264924941946525
N900_RS14590,N900_RS14590,CPVAE,6h,SI8,0.9888125690167308
N900_RS14590,N900_RS14590,CPVAE,6h,SI9,0.9764485148184654
N900_RS14590,N900_RS14590,CPVAE,6h,ce,0.6666568686032587
N900_RS14590,N900_RS14590,CPVAE,6h,co,1.1113389386637722
N900_RS14590,N900_RS14590,CPVAE,12h,st,0.0534342168542723
N900_RS14590,N900_RS14590,CPVAE,12h,SI1,3.982697314106802
N900_RS14590,N900_RS14590,CPVAE,12h,SI2,4.472148581667676
N900_RS14590,N900_RS14590,CPVAE,12h,SI3,3.6669306911857418
N900_RS14590,N900_RS14590,CPVAE,12h,SI4,2.6793642980673886
N900_RS14590,N900_RS14590,CPVAE,12h,SI5,1.433227242647936
N900_RS14590,N900_RS14590,CPVAE,12h,SI6,1.1313383587989034
N900_RS14590,N900_RS14590,CPVAE,12h,SI7,0.7668063856545574
N900_RS14590,N900_RS14590,CPVAE,12h,SI8,1.2876160177802016
N900_RS14590,N900_RS14590,CPVAE,12h,SI9,0.9689654419762692
N900_RS14590,N900_RS14590,CPVAE,12h,ce,1.4810770672759312
N900_RS14590,N900_RS14590,CPVAE,12h,co,1.052499724867974
N900_RS14590,N900_RS14590,CPVAE,24h,st,2.42851957212427
N900_RS14590,N900_RS14590,CPVAE,24h,SI1,2.431768272311052
N900_RS14590,N900_RS14590,CPVAE,24h,SI2,2.005640851575524
N900_RS14590,N900_RS14590,CPVAE,24h,SI3,1.8494343257153465
N900_RS14590,N900_RS14590,CPVAE,24h,SI4,1.4984852035568563
N900_RS14590,N900_RS14590,CPVAE,24h,SI5,1.3632530037621788
N900_RS14590,N900_RS14590,CPVAE,24h,SI6,1.2206640941220968
N900_RS14590,N900_RS14590,CPVAE,24h,SI7,1.1051847936112489
N900_RS14590,N900_RS14590,CPVAE,24h,SI8,1.1193196967918684
N900_RS14590,N900_RS14590,CPVAE,24h,SI9,1.2856389608245469
N900_RS14590,N900_RS14590,CPVAE,24h,ce,1.1415361197487577
N900_RS14590,N900_RS14590,CPVAE,24h,co,1.2833700978070322
N900_RS02850,ypeA_2,Observed,1h,st,-0.4886
N900_RS02850,ypeA_2,Observed,1h,SI1,-1.6028
N900_RS02850,ypeA_2,Observed,1h,SI2,0.34444
N900_RS02850,ypeA_2,Observed,1h,SI3,0.11205
N900_RS02850,ypeA_2,Observed,1h,SI4,0.080729
N900_RS02850,ypeA_2,Observed,1h,SI5,-0.0110069999999999
N900_RS02850,ypeA_2,Observed,1h,SI6,0.0844609999999999
N900_RS02850,ypeA_2,Observed,1h,SI7,-0.56165
N900_RS02850,ypeA_2,Observed,1h,SI8,-0.11919
N900_RS02850,ypeA_2,Observed,1h,SI9,0.1233
N900_RS02850,ypeA_2,Observed,1h,ce,2.1892
N900_RS02850,ypeA_2,Observed,1h,co,1.1121
N900_RS02850,ypeA_2,Observed,3h,st,-0.8834499999999998
N900_RS02850,ypeA_2,Observed,3h,SI1,-0.56748
N900_RS02850,ypeA_2,Observed,3h,SI2,-0.72523
N900_RS02850,ypeA_2,Observed,3h,SI3,-0.98222
N900_RS02850,ypeA_2,Observed,3h,SI4,2.543499999999999
N900_RS02850,ypeA_2,Observed,3h,SI5,2.5474
N900_RS02850,ypeA_2,Observed,3h,SI6,-0.0433709999999999
N900_RS02850,ypeA_2,Observed,3h,SI7,-0.2401
N900_RS02850,ypeA_2,Observed,3h,SI8,1.0033
N900_RS02850,ypeA_2,Observed,3h,SI9,2.6305
N900_RS02850,ypeA_2,Observed,3h,ce,-0.2248199999999999
N900_RS02850,ypeA_2,Observed,3h,co,-0.4208099999999999
N900_RS02850,ypeA_2,Observed,6h,st,-0.5333399999999999
N900_RS02850,ypeA_2,Observed,6h,SI1,-1.0684
N900_RS02850,ypeA_2,Observed,6h,SI2,-0.64486
N900_RS02850,ypeA_2,Observed,6h,SI3,1.5169
N900_RS02850,ypeA_2,Observed,6h,SI4,-0.60802
N900_RS02850,ypeA_2,Observed,6h,SI5,0.96096
N900_RS02850,ypeA_2,Observed,6h,SI6,-0.30485
N900_RS02850,ypeA_2,Observed,6h,SI7,0.18056
N900_RS02850,ypeA_2,Observed,6h,SI8,-0.41995
N900_RS02850,ypeA_2,Observed,6h,SI9,-0.8402399999999999
N900_RS02850,ypeA_2,Observed,6h,ce,3.8246
N900_RS02850,ypeA_2,Observed,6h,co,-0.46476
N900_RS02850,ypeA_2,Observed,12h,st,1.8486
N900_RS02850,ypeA_2,Observed,12h,SI1,2.8709
N900_RS02850,ypeA_2,Observed,12h,SI2,-1.2694
N900_RS02850,ypeA_2,Observed,12h,SI3,-1.3591
N900_RS02850,ypeA_2,Observed,12h,SI4,0.3899199999999999
N900_RS02850,ypeA_2,Observed,12h,SI5,-0.60511
N900_RS02850,ypeA_2,Observed,12h,SI6,-0.67656
N900_RS02850,ypeA_2,Observed,12h,SI7,-0.2362099999999999
N900_RS02850,ypeA_2,Observed,12h,SI8,-0.1826399999999999
N900_RS02850,ypeA_2,Observed,12h,SI9,-0.53569
N900_RS02850,ypeA_2,Observed,12h,ce,-0.8473199999999999
N900_RS02850,ypeA_2,Observed,12h,co,0.13178
N900_RS02850,ypeA_2,Observed,24h,st,1.2068
N900_RS02850,ypeA_2,Observed,24h,SI1,0.64712
N900_RS02850,ypeA_2,Observed,24h,SI2,1.7759
N900_RS02850,ypeA_2,Observed,24h,SI3,0.8633500000000001
N900_RS02850,ypeA_2,Observed,24h,SI4,0.15278
N900_RS02850,ypeA_2,Observed,24h,SI5,0.06042
N900_RS02850,ypeA_2,Observed,24h,SI6,0.0406519999999999
N900_RS02850,ypeA_2,Observed,24h,SI7,-0.37657
N900_RS02850,ypeA_2,Observed,24h,SI8,-0.2368699999999999
N900_RS02850,ypeA_2,Observed,24h,SI9,-0.38859
N900_RS02850,ypeA_2,Observed,24h,ce,-0.22654
N900_RS02850,ypeA_2,Observed,24h,co,-0.29216
N900_RS02850,ypeA_2,PCA,1h,st,0.1052359613639657
N900_RS02850,ypeA_2,PCA,1h,SI1,0.4670282664258667
N900_RS02850,ypeA_2,PCA,1h,SI2,0.3670652947028023
N900_RS02850,ypeA_2,PCA,1h,SI3,0.0149686581605202
N900_RS02850,ypeA_2,PCA,1h,SI4,-0.1163492469030506
N900_RS02850,ypeA_2,PCA,1h,SI5,-0.1433260448808989
N900_RS02850,ypeA_2,PCA,1h,SI6,-0.1596766278963539
N900_RS02850,ypeA_2,PCA,1h,SI7,-0.1371417516076019
N900_RS02850,ypeA_2,PCA,1h,SI8,-0.0748633847043786
N900_RS02850,ypeA_2,PCA,1h,SI9,0.0953549060343622
N900_RS02850,ypeA_2,PCA,1h,ce,0.7060032466583863
N900_RS02850,ypeA_2,PCA,1h,co,0.8696676352450705
N900_RS02850,ypeA_2,PCA,3h,st,-0.8400244329026885
N900_RS02850,ypeA_2,PCA,3h,SI1,-0.1239110039513915
N900_RS02850,ypeA_2,PCA,3h,SI2,0.1824903841212417
N900_RS02850,ypeA_2,PCA,3h,SI3,0.031711534633709
N900_RS02850,ypeA_2,PCA,3h,SI4,1.2039019139991247
N900_RS02850,ypeA_2,PCA,3h,SI5,1.1438704524118626
N900_RS02850,ypeA_2,PCA,3h,SI6,0.3933684254837087
N900_RS02850,ypeA_2,PCA,3h,SI7,0.8673746261782342
N900_RS02850,ypeA_2,PCA,3h,SI8,0.647844634225446
N900_RS02850,ypeA_2,PCA,3h,SI9,0.2825021215907647
N900_RS02850,ypeA_2,PCA,3h,ce,-0.0717741060178298
N900_RS02850,ypeA_2,PCA,3h,co,-0.1174438236058681
N900_RS02850,ypeA_2,PCA,6h,st,0.3746513547904466
N900_RS02850,ypeA_2,PCA,6h,SI1,-0.3311244993991921
N900_RS02850,ypeA_2,PCA,6h,SI2,-0.8300312478986533
N900_RS02850,ypeA_2,PCA,6h,SI3,-0.2105967650232363
N900_RS02850,ypeA_2,PCA,6h,SI4,-0.5694388965622916
N900_RS02850,ypeA_2,PCA,6h,SI5,0.5365559922289947
N900_RS02850,ypeA_2,PCA,6h,SI6,-0.0098891169220428
N900_RS02850,ypeA_2,PCA,6h,SI7,-0.0278413670939353
N900_RS02850,ypeA_2,PCA,6h,SI8,0.130795645222916
N900_RS02850,ypeA_2,PCA,6h,SI9,-4.2216339540102066e-05
N900_RS02850,ypeA_2,PCA,6h,ce,-0.0028754154854101
N900_RS02850,ypeA_2,PCA,6h,co,0.1552570301073149
N900_RS02850,ypeA_2,PCA,12h,st,0.5378964991490451
N900_RS02850,ypeA_2,PCA,12h,SI1,0.6993315737657659
N900_RS02850,ypeA_2,PCA,12h,SI2,1.0794209178013758
N900_RS02850,ypeA_2,PCA,12h,SI3,0.9944427431854084
N900_RS02850,ypeA_2,PCA,12h,SI4,0.3073518896239123
N900_RS02850,ypeA_2,PCA,12h,SI5,0.1089086036993162
N900_RS02850,ypeA_2,PCA,12h,SI6,-0.0505741997111932
N900_RS02850,ypeA_2,PCA,12h,SI7,-0.0665060823464883
N900_RS02850,ypeA_2,PCA,12h,SI8,0.0057574527804264
N900_RS02850,ypeA_2,PCA,12h,SI9,-0.0535009282796921
N900_RS02850,ypeA_2,PCA,12h,ce,0.1297942461995788
N900_RS02850,ypeA_2,PCA,12h,co,0.0152409512236312
N900_RS02850,ypeA_2,PCA,24h,st,0.3842905969052734
N900_RS02850,ypeA_2,PCA,24h,SI1,0.414161203128347
N900_RS02850,ypeA_2,PCA,24h,SI2,0.2838945443339699
N900_RS02850,ypeA_2,PCA,24h,SI3,0.2445917539062387
N900_RS02850,ypeA_2,PCA,24h,SI4,0.0228919310858881
N900_RS02850,ypeA_2,PCA,24h,SI5,0.0556524069399449
N900_RS02850,ypeA_2,PCA,24h,SI6,0.0655506209505661
N900_RS02850,ypeA_2,PCA,24h,SI7,0.0191342798794666
N900_RS02850,ypeA_2,PCA,24h,SI8,-0.0273012732081339
N900_RS02850,ypeA_2,PCA,24h,SI9,0.0986427752364507
N900_RS02850,ypeA_2,PCA,24h,ce,0.0907584465860691
N900_RS02850,ypeA_2,PCA,24h,co,0.0851849107744582
N900_RS02850,ypeA_2,CP,1h,st,0.7888224816543794
N900_RS02850,ypeA_2,CP,1h,SI1,0.3912985333439747
N900_RS02850,ypeA_2,CP,1h,SI2,0.0520326019919938
N900_RS02850,ypeA_2,CP,1h,SI3,-0.2251351888396392
N900_RS02850,ypeA_2,CP,1h,SI4,-0.29901768968956
N900_RS02850,ypeA_2,CP,1h,SI5,-0.3619151035947077
N900_RS02850,ypeA_2,CP,1h,SI6,-0.2448114554948899
N900_RS02850,ypeA_2,CP,1h,SI7,-0.2295546320680762
N900_RS02850,ypeA_2,CP,1h,SI8,-0.2054101751970988
N900_RS02850,ypeA_2,CP,1h,SI9,-0.0885857056558088
N900_RS02850,ypeA_2,CP,1h,ce,0.3291355634652997
N900_RS02850,ypeA_2,CP,1h,co,0.4459155746192136
N900_RS02850,ypeA_2,CP,3h,st,-0.5175162182240582
N900_RS02850,ypeA_2,CP,3h,SI1,-0.0789871671960844
N900_RS02850,ypeA_2,CP,3h,SI2,-0.699677338122388
N900_RS02850,ypeA_2,CP,3h,SI3,0.5967423871046758
N900_RS02850,ypeA_2,CP,3h,SI4,0.8951878724333504
N900_RS02850,ypeA_2,CP,3h,SI5,0.9213132365967158
N900_RS02850,ypeA_2,CP,3h,SI6,0.9046051372962188
N900_RS02850,ypeA_2,CP,3h,SI7,0.930770822941174
N900_RS02850,ypeA_2,CP,3h,SI8,0.9206127222183662
N900_RS02850,ypeA_2,CP,3h,SI9,0.8820074918716148
N900_RS02850,ypeA_2,CP,3h,ce,0.3737650733351806
N900_RS02850,ypeA_2,CP,3h,co,0.2366786164863461
N900_RS02850,ypeA_2,CP,6h,st,-0.0533248522110556
N900_RS02850,ypeA_2,CP,6h,SI1,0.1011796054847175
N900_RS02850,ypeA_2,CP,6h,SI2,0.0967986947681391
N900_RS02850,ypeA_2,CP,6h,SI3,0.2579339454011813
N900_RS02850,ypeA_2,CP,6h,SI4,0.221970262607994
N900_RS02850,ypeA_2,CP,6h,SI5,0.2470678014246013
N900_RS02850,ypeA_2,CP,6h,SI6,0.2442387196295616
N900_RS02850,ypeA_2,CP,6h,SI7,0.2088405578996126
N900_RS02850,ypeA_2,CP,6h,SI8,0.2143846493989434
N900_RS02850,ypeA_2,CP,6h,SI9,0.1839781659153414
N900_RS02850,ypeA_2,CP,6h,ce,0.1696822205861569
N900_RS02850,ypeA_2,CP,6h,co,0.1337463666441616
N900_RS02850,ypeA_2,CP,12h,st,0.2596928922037709
N900_RS02850,ypeA_2,CP,12h,SI1,0.5506141862445069
N900_RS02850,ypeA_2,CP,12h,SI2,0.6496702886176409
N900_RS02850,ypeA_2,CP,12h,SI3,0.4466803700973927
N900_RS02850,ypeA_2,CP,12h,SI4,0.3163618439046864
N900_RS02850,ypeA_2,CP,12h,SI5,0.0764255905532093
N900_RS02850,ypeA_2,CP,12h,SI6,0.0872185169284972
N900_RS02850,ypeA_2,CP,12h,SI7,0.0551625895031918
N900_RS02850,ypeA_2,CP,12h,SI8,0.0736144879260631
N900_RS02850,ypeA_2,CP,12h,SI9,0.0583904955621599
N900_RS02850,ypeA_2,CP,12h,ce,0.1111936534919068
N900_RS02850,ypeA_2,CP,12h,co,0.1120423676980666
N900_RS02850,ypeA_2,CP,24h,st,0.1720680953524983
N900_RS02850,ypeA_2,CP,24h,SI1,-0.0378961521673393
N900_RS02850,ypeA_2,CP,24h,SI2,-0.0184133600109536
N900_RS02850,ypeA_2,CP,24h,SI3,-0.0501405318978434
N900_RS02850,ypeA_2,CP,24h,SI4,-0.1017045747550413
N900_RS02850,ypeA_2,CP,24h,SI5,-0.1095821500507818
N900_RS02850,ypeA_2,CP,24h,SI6,-0.054120244063113
N900_RS02850,ypeA_2,CP,24h,SI7,-0.0655480756460606
N900_RS02850,ypeA_2,CP,24h,SI8,-0.048801215403774
N900_RS02850,ypeA_2,CP,24h,SI9,-0.042146227008261
N900_RS02850,ypeA_2,CP,24h,ce,-0.0334545135966865
N900_RS02850,ypeA_2,CP,24h,co,0.0100674058724286
N900_RS02850,ypeA_2,VAE,1h,st,0.11472922476572
N900_RS02850,ypeA_2,VAE,1h,SI1,0.9551256571531128
N900_RS02850,ypeA_2,VAE,1h,SI2,0.4896525293139594
N900_RS02850,ypeA_2,VAE,1h,SI3,0.1316426197446185
N900_RS02850,ypeA_2,VAE,1h,SI4,0.1716816667986902
N900_RS02850,ypeA_2,VAE,1h,SI5,0.1420212280398658
N900_RS02850,ypeA_2,VAE,1h,SI6,0.1190522595077918
N900_RS02850,ypeA_2,VAE,1h,SI7,0.0763570411787138
N900_RS02850,ypeA_2,VAE,1h,SI8,0.0855300617409671
N900_RS02850,ypeA_2,VAE,1h,SI9,0.1943985220484508
N900_RS02850,ypeA_2,VAE,1h,ce,0.7500384996162
N900_RS02850,ypeA_2,VAE,1h,co,0.6902422074015022
N900_RS02850,ypeA_2,VAE,3h,st,0.0904635396664504
N900_RS02850,ypeA_2,VAE,3h,SI1,0.2379018825273391
N900_RS02850,ypeA_2,VAE,3h,SI2,0.3165871998793381
N900_RS02850,ypeA_2,VAE,3h,SI3,0.3427018755134243
N900_RS02850,ypeA_2,VAE,3h,SI4,0.4156995040409814
N900_RS02850,ypeA_2,VAE,3h,SI5,0.8888648991007158
N900_RS02850,ypeA_2,VAE,3h,SI6,0.3934928363052941
N900_RS02850,ypeA_2,VAE,3h,SI7,0.6795492763799427
N900_RS02850,ypeA_2,VAE,3h,SI8,0.4570879395871327
N900_RS02850,ypeA_2,VAE,3h,SI9,0.1658883262426215
N900_RS02850,ypeA_2,VAE,3h,ce,-0.0573341868172644
N900_RS02850,ypeA_2,VAE,3h,co,-0.0978335392792768
N900_RS02850,ypeA_2,VAE,6h,st,-0.0644638872702292
N900_RS02850,ypeA_2,VAE,6h,SI1,0.1958997057379328
N900_RS02850,ypeA_2,VAE,6h,SI2,0.2771733622743866
N900_RS02850,ypeA_2,VAE,6h,SI3,0.4514799958356257
N900_RS02850,ypeA_2,VAE,6h,SI4,0.4411782835259932
N900_RS02850,ypeA_2,VAE,6h,SI5,0.5368522805766276
N900_RS02850,ypeA_2,VAE,6h,SI6,0.0484555975663252
N900_RS02850,ypeA_2,VAE,6h,SI7,-0.0271649620099999
N900_RS02850,ypeA_2,VAE,6h,SI8,0.0873797697926199
N900_RS02850,ypeA_2,VAE,6h,SI9,-0.0598211253475467
N900_RS02850,ypeA_2,VAE,6h,ce,0.204117602295083
