Gene,PCA_MSE,CP_MSE,VAE_MSE,CPVAE_MSE,Best_non_CPVAE_MSE,Best_non_CPVAE_model,CPVAE_advantage_vs_best_other,CPVAE_advantage_vs_PCA,CPVAE_advantage_vs_CP,CPVAE_advantage_vs_VAE,CPVAE_rank_used,Gene_display,mean_fitness,min_fitness,max_fitness,strongest_defect_feature,strongest_defect_time,strongest_defect_space,strongest_positive_feature,strongest_positive_time,strongest_positive_space,dynamic_range,Gene_label
N900_RS02310,0.4607659361901658,0.45461254937615975,0.705996458062238,0.46586965868908614,0.45461254937615975,CP,-0.011257109312926394,-0.005103722498920327,-0.011257109312926394,0.24012679937315184,10,N900_RS02310,0.4263480783333333,-1.1426,3.1334,12h_st,12h,st,6h_st,6h,st,4.276,N900_RS02310
N900_RS02315,0.3318498284876785,0.38501595556620655,0.5373763659332671,0.3490217328701625,0.3318498284876785,PCA,-0.017171904382484005,-0.017171904382484005,0.03599422269604402,0.18835463306310457,10,inorganic phosphate transporter,2.051332566666667,-0.12066,5.3316,3h_co,3h,co,12h_SI2,12h,SI2,5.45226,inorganic phosphate transporter
N900_RS02320,0.4485461937680281,0.37393414958871035,0.6202880661035718,0.45119220812653665,0.37393414958871035,CP,-0.0772580585378263,-0.0026460143585085305,-0.0772580585378263,0.16909585797703514,10,HI_1603_BLAST,0.2724794666666666,-2.5576,4.0097,6h_SI6,6h,SI6,1h_SI1,1h,SI1,6.5672999999999995,HI_1603_BLAST
N900_RS02325,0.26879662017273953,0.4306643217948004,0.5391658293293612,0.1852583289540297,0.26879662017273953,PCA,0.08353829121870984,0.08353829121870984,0.24540599284077072,0.3539075003753315,10,ygiF,1.1231903333333335,-0.8944,5.5681,6h_SI2,6h,SI2,6h_ce,6h,ce,6.4625,ygiF
N900_RS02330,0.21793612012824728,0.2520081230523115,0.34728613322975305,0.16309962825403565,0.21793612012824728,PCA,0.054836491874211635,0.054836491874211635,0.08890849479827587,0.1841865049757174,10,methyl-accepting chemotaxis protein_15,1.1127130500000002,-0.20544,4.3661,6h_st,6h,st,3h_SI3,3h,SI3,4.571540000000001,methyl-accepting chemotaxis protein_15
N900_RS02335,0.12888926386156405,0.16836363412805605,0.3035313795569898,0.13274196221885368,0.12888926386156405,PCA,-0.00385269835728963,-0.00385269835728963,0.035621671909202374,0.1707894173381361,10,glnE,1.601526966666667,-0.82103,5.0347,1h_co,1h,co,3h_st,3h,st,5.85573,glnE
N900_RS02340,0.10721528357768068,0.14422338681114402,0.14223584858185986,0.04710077841406598,0.10721528357768068,PCA,0.0601145051636147,0.0601145051636147,0.09712260839707804,0.09513507016779388,10,hldE,-0.5224835666666666,-2.4988,1.6145,6h_SI9,6h,SI9,12h_st,12h,st,4.113300000000001,hldE
N900_RS02345,0.5672524541849391,0.5777242645205038,0.6277328573965978,0.6438874967622278,0.5672524541849391,PCA,-0.0766350425772887,-0.0766350425772887,-0.06616323224172393,-0.016154639365629997,10,tolC,-1.2986958333333334,-3.2375,2.2155,1h_SI7,1h,SI7,3h_SI6,3h,SI6,5.452999999999999,tolC
N900_RS02350,0.22874562504239793,0.2678608100982803,0.393036365294892,0.12526121791976405,0.22874562504239793,PCA,0.10348440712263388,0.10348440712263388,0.14259959217851623,0.267775147375128,10,nudF_1,0.7551720666666667,-0.59363,3.3222,24h_SI4,24h,SI4,6h_ce,6h,ce,3.91583,nudF_1
N900_RS02355,0.3989392717961982,0.5150171971866203,0.640445813158212,0.45034818466352927,0.3989392717961982,PCA,-0.05140891286733107,-0.05140891286733107,0.06466901252309104,0.19009762849468276,10,N900_RS02355,0.1225420216666667,-1.3757,3.0942,3h_SI8,3h,SI8,3h_SI5,3h,SI5,4.4699,N900_RS02355
N900_RS02360,0.3498074536383951,0.2792502751228015,0.6563951006995917,0.3103928894981404,0.2792502751228015,CP,-0.03114261437533894,0.03941456414025468,-0.03114261437533894,0.3460022112014513,10,cpdA,0.29294455166666666,-3.196,4.8381,12h_SI8,12h,SI8,1h_st,1h,st,8.0341,cpdA
N900_RS02365,0.5015060938326615,0.5648335075459638,0.8103001684495211,0.46843730891936947,0.5015060938326615,PCA,0.03306878491329207,0.03306878491329207,0.09639619862659438,0.34186285953015166,10,yqiA,0.3039439833333333,-1.2477,4.1867,12h_SI2,12h,SI2,6h_SI2,6h,SI2,5.4344,yqiA
N900_RS02380,0.3949227671083601,0.42013179931884415,0.5665833992249626,0.3482143474539002,0.3949227671083601,PCA,0.04670841965445993,0.04670841965445993,0.07191745186494397,0.21836905177106242,10,yacG,0.8543945333333334,-0.79763,3.5883,1h_co,1h,co,12h_SI2,12h,SI2,4.38593,yacG
N900_RS02385,0.5844085844569747,0.4317356967456858,0.6686140931537127,0.4789622700641013,0.4317356967456858,CP,-0.04722657331841551,0.10544631439287344,-0.04722657331841551,0.18965182308961137,10,zapD,0.17415367333333334,-1.664,3.9214,6h_SI1,6h,SI1,12h_SI2,12h,SI2,5.5854,zapD
N900_RS02395,0.10497750491127852,0.15073703301261623,0.14058107849352378,0.03996064773294264,0.10497750491127852,PCA,0.06501685717833589,0.06501685717833589,0.1107763852796736,0.10062043076058114,10,pilD,1.9617752166666669,0.019692,4.1337,6h_SI9,6h,SI9,12h_st,12h,st,4.114008,pilD
N900_RS02400,0.08293471430979311,0.08235035832814995,0.22599027284154588,0.06900383273116875,0.08235035832814995,CP,0.013346525596981199,0.013930881578624363,0.013346525596981199,0.15698644011037713,10,pilC,1.3631559500000001,-0.93785,4.2392,1h_SI9,1h,SI9,3h_SI1,3h,SI1,5.17705,pilC
N900_RS02405,0.4858456234110139,0.5422903798824781,0.6994827971628063,0.5499712760845444,0.4858456234110139,PCA,-0.06412565267353054,-0.06412565267353054,-0.007680896202066356,0.14951152107826182,10,pilB,-0.24595668333333334,-2.153,3.6697,6h_SI1,6h,SI1,1h_SI1,1h,SI1,5.8227,pilB
N900_RS02410,0.16363571355143147,0.20089094961035844,0.3677456759950714,0.10695110415699585,0.16363571355143147,PCA,0.05668460939443562,0.05668460939443562,0.09393984545336259,0.26079457183807553,10,pilA,1.8188041999999998,0.031062,5.9095,12h_st,12h,st,3h_st,3h,st,5.878438,pilA
N900_RS02415,0.2548786961986219,0.2691241949874703,0.4669293849610462,0.1991527692370964,0.2548786961986219,PCA,0.05572592696152551,0.05572592696152551,0.0699714257503739,0.2677766157239498,10,nadC_1,1.2608448333333335,-0.45798,4.9102,3h_SI1,3h,SI1,6h_ce,6h,ce,5.36818,nadC_1
N900_RS02420,0.4167945773135721,0.4903390086645139,0.7047165306164004,0.4355261082134986,0.4167945773135721,PCA,-0.018731530899926463,-0.018731530899926463,0.054812900451015334,0.2691904224029018,10,ampD,-0.5324037999999999,-3.038,4.5367,6h_SI5,6h,SI5,3h_SI3,3h,SI3,7.5747,ampD
N900_RS02425,0.2618432423256219,0.3125342030731676,0.5104831117746663,0.32869892791201616,0.2618432423256219,PCA,-0.06685568558639426,-0.06685568558639426,-0.016164724838848565,0.18178418386265016,10,fldB,1.0042336033333334,-0.31231,5.6924,1h_SI6,1h,SI6,6h_st,6h,st,6.00471,fldB
N900_RS02430,0.42793160736818614,0.38949210368988124,0.5515964001482908,0.4088918192553697,0.38949210368988124,CP,-0.019399715565488473,0.019039788112816425,-0.019399715565488473,0.1427045808929211,10,xerd,-0.6076984966666666,-3.3481,3.3419,6h_co,6h,co,3h_st,3h,st,6.6899999999999995,xerd
N900_RS02435,0.20882595181527852,0.26640827020999647,0.33697971892558753,0.24181099813744644,0.20882595181527852,PCA,-0.03298504632216792,-0.03298504632216792,0.024597272072550025,0.09516872078814109,10,dsbC,-0.19421205166666666,-1.9863,3.1401,12h_SI5,12h,SI5,1h_ce,1h,ce,5.1264,dsbC
N900_RS02440,0.42358719702100495,0.47573854137385424,0.7622750624308653,0.4323114500165122,0.42358719702100495,PCA,-0.008724252995507276,-0.008724252995507276,0.04342709135734202,0.32996361241435307,10,recJ,0.5059580100000001,-1.0095,3.1874,3h_st,3h,st,6h_SI3,6h,SI3,4.196899999999999,recJ
N900_RS02445,0.2636819308348231,0.2868043465175823,0.5922683577586124,0.26831111961097054,0.2636819308348231,PCA,-0.00462918877614743,-0.00462918877614743,0.01849322690661176,0.3239572381476419,10,yfkN,0.6687993166666666,-0.86138,3.6533,6h_SI4,6h,SI4,12h_SI1,12h,SI1,4.51468,yfkN
N900_RS02450,0.6478737857094629,0.5754529944695602,0.8890623353925946,0.5553696619296453,0.5754529944695602,CP,0.0200833325399149,0.09250412377981754,0.0200833325399149,0.3336926734629493,10,pdhR,0.4178017833333333,-1.0841,3.8038,6h_SI1,6h,SI1,3h_SI2,3h,SI2,4.8879,pdhR
N900_RS02455,0.2734006785664603,0.2642624800692909,0.33592416789440444,0.21468489128708812,0.2642624800692909,CP,0.04957758878220275,0.058715787279372156,0.04957758878220275,0.12123927660731632,10,aceE,-0.24065086666666666,-2.4529,1.6094,6h_SI9,6h,SI9,6h_st,6h,st,4.0623000000000005,aceE
N900_RS02460,0.17724652276255645,0.21618744557607472,0.24710948457903595,0.1671765618547641,0.17724652276255645,PCA,0.010069960907792358,0.010069960907792358,0.04901088372131063,0.07993292272427185,10,aceF,0.6435309666666666,-1.6153,5.8766,6h_SI9,6h,SI9,6h_SI3,6h,SI3,7.491899999999999,aceF
N900_RS02470,0.6953939607326723,0.6724845177227353,0.8576430291400913,0.7298185321945189,0.6724845177227353,CP,-0.057334014471783545,-0.03442457146184652,-0.057334014471783545,0.1278244969455724,10,rsmH,0.054217745000000005,-1.8431,3.9442,6h_SI5,6h,SI5,6h_SI4,6h,SI4,5.7873,rsmH
N900_RS02555,0.2068696952348846,0.2705689613232745,0.5674368203923542,0.27876679373890206,0.2068696952348846,PCA,-0.07189709850401746,-0.07189709850401746,-0.008197832415627548,0.28867002665345215,10,mutT,0.6222407166666666,-0.90613,2.7548,3h_SI3,3h,SI3,3h_SI4,3h,SI4,3.66093,mutT
N900_RS02570,0.3220517211814139,0.3768121050658752,0.5123975321450411,0.293786640609141,0.3220517211814139,PCA,0.028265080572272894,0.028265080572272894,0.0830254644567342,0.21861089153590013,10,carA,0.2942158166666667,-3.4883,5.916,6h_SI6,6h,SI6,3h_st,3h,st,9.404300000000001,carA
N900_RS02575,0.15809885156400433,0.2109899187384073,0.35808925496994765,0.17255516746948452,0.15809885156400433,PCA,-0.014456315905480188,-0.014456315905480188,0.03843475126892279,0.18553408750046313,10,carB,0.14906505000000003,-2.9689,4.971,12h_SI8,12h,SI8,3h_SI2,3h,SI2,7.9399,carB
N900_RS02580,0.3044105770416198,0.2899954216470422,0.46418189542793037,0.29775933502131813,0.2899954216470422,CP,-0.007763913374275955,0.006651242020301651,-0.007763913374275955,0.16642256040661224,10,nlpE_2,0.3687141833333334,-0.93155,2.7269,6h_ce,6h,ce,3h_SI2,3h,SI2,3.65845,nlpE_2
N900_RS02595,0.8399768081171205,0.7838607374967317,0.9894114809701128,0.5272689304315249,0.7838607374967317,CP,0.2565918070652068,0.3127078776855956,0.2565918070652068,0.4621425505385879,10,Ga0059260_01848_BLAST,0.5530192166666665,-1.4449,6.7286,6h_SI5,6h,SI5,1h_st,1h,st,8.1735,Ga0059260_01848_BLAST
N900_RS02600,0.26246300879719187,0.3359020868015362,0.7133998719264324,0.3513076841730812,0.26246300879719187,PCA,-0.08884467537588936,-0.08884467537588936,-0.01540559737154501,0.36209218775335117,10,RNA-directed DNA polymerase,1.8726369833333332,0.03912,6.6556,1h_SI6,1h,SI6,6h_SI1,6h,SI1,6.61648,RNA-directed DNA polymerase
N900_RS02605,0.2507437997032285,0.2503742202862017,0.4380643066347712,0.18178838275098902,0.2503742202862017,CP,0.06858583753521269,0.0689554169522395,0.06858583753521269,0.2562759238837822,10,yfcA_1,1.4045607000000002,-0.1282,6.1528,6h_st,6h,st,3h_SI1,3h,SI1,6.281,yfcA_1
N900_RS02610,0.18240617626324135,0.19669646633880433,0.26487815028689293,0.1308002438281885,0.18240617626324135,PCA,0.05160593243505285,0.05160593243505285,0.06589622251061583,0.13407790645870443,10,hdfR_1,1.1057664833333332,-0.48644,4.978,1h_co,1h,co,6h_SI2,6h,SI2,5.46444,hdfR_1
N900_RS02615,0.48206217575305244,0.5256181514581791,0.6538938811980247,0.5733662336814423,0.48206217575305244,PCA,-0.09130405792838991,-0.09130405792838991,-0.04774808222326321,0.08052764751658237,10,yadS,0.10923797666666667,-1.8762,2.5,6h_SI2,6h,SI2,6h_SI3,6h,SI3,4.3762,yadS
N900_RS02620,0.3880170678421978,0.4799173375781234,0.8297898332659578,0.35542872324713687,0.3880170678421978,PCA,0.032588344595060936,0.032588344595060936,0.12448861433098651,0.4743611100188209,10,btuF,-0.15022628166666666,-1.6914,3.462,6h_SI8,6h,SI8,3h_SI3,3h,SI3,5.1534,btuF
N900_RS02625,0.22462376063010348,0.2385858774717335,0.28675680661369907,0.23227703255508855,0.22462376063010348,PCA,-0.007653271924985078,-0.007653271924985078,0.0063088449166449345,0.054479774058610514,10,cbiB,1.1721026666666667,-0.2428,3.8502,1h_st,1h,st,6h_SI2,6h,SI2,4.093,cbiB
N900_RS02630,0.3147620665944421,0.33423867341159164,0.3273853617475977,0.2989061747815632,0.3147620665944421,PCA,0.015855891812878886,0.015855891812878886,0.03533249863002841,0.028479186966034464,10,mtnN,1.8146683366666667,-0.33269,6.2074,12h_SI7,12h,SI7,1h_SI2,1h,SI2,6.54009,mtnN
N900_RS02635,0.6638490391711702,0.6819420383200042,0.8327534159193014,0.6225255057004996,0.6638490391711702,PCA,0.04132353347067064,0.04132353347067064,0.059416532619504636,0.21022791021880183,10,N900_RS02635,0.8372748166666667,-0.9009,3.7004,6h_ce,6h,ce,3h_SI5,3h,SI5,4.6013,N900_RS02635
N900_RS02640,0.32523162994131793,0.39180408067485856,0.4697135739093991,0.3727084974692248,0.32523162994131793,PCA,-0.04747686752790686,-0.04747686752790686,0.01909558320563376,0.09700507644017431,10,gltD_1,1.1935399499999997,-0.42694,4.0464,1h_SI8,1h,SI8,6h_SI1,6h,SI1,4.47334,gltD_1
N900_RS02645,0.3157091983583286,0.3505683600674375,0.4262961284675587,0.3130539303314187,0.3157091983583286,PCA,0.002655268026909907,0.002655268026909907,0.03751442973601882,0.11324219813614,10,gltB_2,1.1388506166666665,-0.36769,4.4592,12h_st,12h,st,12h_SI1,12h,SI1,4.82689,gltB_2
N900_RS02650,0.3943380135246883,0.4002555097448715,0.682555696476468,0.25386889985849936,0.3943380135246883,PCA,0.14046911366618892,0.14046911366618892,0.14638660988637214,0.4286867966179686,10,gltD_2,0.3151318083333334,-1.0825,3.8577,3h_SI1,3h,SI1,6h_ce,6h,ce,4.9402,gltD_2
N900_RS02655,0.14491489006765426,0.1811393310034869,0.2620656452309099,0.16042166760593551,0.14491489006765426,PCA,-0.015506777538281252,-0.015506777538281252,0.020717663397551378,0.1016439776249744,10,gltB_1,0.940928,-0.34789,3.2615,6h_st,6h,st,1h_SI1,1h,SI1,3.60939,gltB_1
N900_RS02660,0.26120374315807543,0.2669830722011213,0.4578280216048554,0.258618374606465,0.26120374315807543,PCA,0.0025853685516104563,0.0025853685516104563,0.0083646975946563,0.19920964699839044,10,yhcC_BLAST,0.3118726166666667,-1.158,4.0047,12h_st,12h,st,6h_st,6h,st,5.162699999999999,yhcC_BLAST
N900_RS02665,0.3371688194864336,0.3142402950712329,0.5310870943667988,0.3403393626632943,0.3142402950712329,CP,-0.026099067592061376,-0.003170543176860663,-0.026099067592061376,0.1907477317035045,10,diguanylate cyclase,0.9164146166666666,-1.1655,4.0246,6h_SI8,6h,SI8,1h_SI1,1h,SI1,5.1901,diguanylate cyclase
N900_RS02670,0.2889650598319447,0.3403450889115896,0.5988553739007964,0.36922911258151,0.2889650598319447,PCA,-0.08026405274956527,-0.08026405274956527,-0.028884023669920378,0.22962626131928637,10,arcB,-0.5207080066666667,-1.9832,1.6841,12h_co,12h,co,1h_SI1,1h,SI1,3.6673,arcB
N900_RS02675,0.22686321551575422,0.28325052595941086,0.27748001843260606,0.13794576767981712,0.22686321551575422,PCA,0.08891744783593711,0.08891744783593711,0.14530475827959374,0.13953425075278894,10,arcA_2,0.19630907333333333,-1.9573,2.1482,6h_SI9,6h,SI9,12h_st,12h,st,4.1055,arcA_2
N900_RS02680,0.16740625952695057,0.2258477302822018,0.2854641908661456,0.23198265297658704,0.16740625952695057,PCA,-0.06457639344963648,-0.06457639344963648,-0.006134922694385259,0.05348153788955856,10,N900_RS02680,1.7608081333333336,-0.1482,4.8314,3h_co,3h,co,6h_st,6h,st,4.9796000000000005,N900_RS02680
N900_RS02685,0.19943676276889663,0.23424656114902073,0.4128200790421034,0.17798527965871377,0.19943676276889663,PCA,0.021451483110182856,0.021451483110182856,0.05626128149030696,0.2348347993833896,10,putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase,1.1068469166666666,-0.39907,3.732,6h_st,6h,st,3h_st,3h,st,4.13107,putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
N900_RS02690,0.20257023925384046,0.18856665587553437,0.301151939493997,0.1516763644106946,0.18856665587553437,CP,0.03689029146483977,0.050893874843145864,0.03689029146483977,0.1494755750833024,10,N900_RS02690,1.5592867000000001,-0.058638,3.7907,1h_SI8,1h,SI8,3h_st,3h,st,3.8493380000000004,N900_RS02690
N900_RS02695,0.21969560269179736,0.21207320051576742,0.29352984675249166,0.10848715087450168,0.21207320051576742,CP,0.10358604964126573,0.11120845181729568,0.10358604964126573,0.18504269587799,10,thrA,1.3559940116666667,-0.31452,4.1366,1h_st,1h,st,3h_SI1,3h,SI1,4.4511199999999995,thrA
N900_RS02700,0.4572167755172065,0.6504752112934521,0.8600548910934298,0.478863585421781,0.4572167755172065,PCA,-0.02164680990457446,-0.02164680990457446,0.17161162587167111,0.38119130567164883,10,thrB,0.06258196666666668,-1.6356,2.7957,6h_SI3,6h,SI3,3h_SI4,3h,SI4,4.4313,thrB
N900_RS02705,0.30740080912125956,0.307665899281006,0.8215936455579741,0.34636525906541865,0.30740080912125956,PCA,-0.038964449944159096,-0.038964449944159096,-0.038699359784412635,0.47522838649255544,10,thrC,0.4134463033333333,-1.1138,6.2625,6h_co,6h,co,3h_st,3h,st,7.3763000000000005,thrC
N900_RS02715,0.16916189328937076,0.16589267799361965,0.30607574213081234,0.15744019237561885,0.16589267799361965,CP,0.008452485618000799,0.011721700913751909,0.008452485618000799,0.1486355497551935,10,nfo,0.823547525,-0.70113,3.5072,1h_st,1h,st,6h_SI2,6h,SI2,4.20833,nfo
N900_RS02720,0.100215635169247,0.1229571589115342,0.2085064253975047,0.09237424293020964,0.100215635169247,PCA,0.007841392239037362,0.007841392239037362,0.030582915981324565,0.11613218246729505,10,ung,1.6408059,-0.52774,4.5896,1h_SI7,1h,SI7,3h_SI4,3h,SI4,5.1173399999999996,ung
N900_RS02725,0.08134533211424823,0.10149794262735715,0.2740985497547182,0.0858177813558942,0.08134533211424823,PCA,-0.0044724492416459705,-0.0044724492416459705,0.015680161271462947,0.18828076839882402,10,N900_RS02725,1.4755817000000002,-0.43182,7.1545,1h_SI5,1h,SI5,3h_SI1,3h,SI1,7.58632,N900_RS02725
N900_RS02730,0.6820929741117643,0.6448512652009832,0.9431760046319312,0.5878295321065894,0.6448512652009832,CP,0.057021733094393845,0.09426344200517489,0.057021733094393845,0.3553464725253418,10,N900_RS02730,0.6286541333333332,-0.84203,4.2089,24h_st,24h,st,6h_SI1,6h,SI1,5.05093,N900_RS02730
N900_RS02735,0.3269682091470612,0.3873745638177161,0.5106253897031389,0.4336171760928352,0.3269682091470612,PCA,-0.10664896694577397,-0.10664896694577397,-0.046242612275119055,0.07700821361030369,10,alsT_1,0.5586021333333334,-1.888,3.9361,12h_SI8,12h,SI8,1h_st,1h,st,5.8241,alsT_1
N900_RS02740,0.31417854302136955,0.363546376991231,0.510622589151403,0.38532032084069634,0.31417854302136955,PCA,-0.07114177781932679,-0.07114177781932679,-0.02177394384946535,0.12530226831070668,10,yaaA,0.4730250166666667,-1.0024,3.9122,6h_SI4,6h,SI4,1h_SI1,1h,SI1,4.9146,yaaA
N900_RS02745,0.25445256341341593,0.26455789163620846,0.44994577650780004,0.2648848811991394,0.25445256341341593,PCA,-0.010432317785723455,-0.010432317785723455,-0.00032698956293092385,0.18506089530866066,10,TatD family deoxyribonuclease,0.8458097833333333,-0.49396,3.6932,6h_st,6h,st,3h_SI3,3h,SI3,4.18716,TatD family deoxyribonuclease
N900_RS02750,0.17952216821905298,0.20581420191247948,0.41875811207481595,0.21349587396526942,0.17952216821905298,PCA,-0.03397370574621644,-0.03397370574621644,-0.00768167205278994,0.20526223810954652,10,nupc,0.6908106116666667,-0.73099,3.1445,3h_co,3h,co,3h_SI5,3h,SI5,3.87549,nupc
N900_RS02755,0.7124976605461831,0.7506819725734366,0.908703997595131,0.6473482866412411,0.7124976605461831,PCA,0.06514937390494202,0.06514937390494202,0.1033336859321955,0.2613557109538899,10,N900_RS02755,0.9256157500000001,-0.97954,6.0336,6h_SI8,6h,SI8,6h_SI4,6h,SI4,7.01314,N900_RS02755
N900_RS02760,0.4237825113478657,0.3970569761444779,0.8361307742727349,0.48577276094362987,0.3970569761444779,CP,-0.08871578479915199,-0.06199024959576416,-0.08871578479915199,0.350358013329105,10,deoC,0.89201887,-0.67508,4.2044,1h_SI8,1h,SI8,3h_SI3,3h,SI3,4.87948,deoC
N900_RS02765,0.3649368624307991,0.49908362011059315,0.7213587678364763,0.40793537524459855,0.3649368624307991,PCA,-0.04299851281379946,-0.04299851281379946,0.0911482448659946,0.3134233925918778,10,deoA,1.6459232499999996,-0.26083,5.9522,6h_SI1,6h,SI1,3h_st,3h,st,6.213030000000001,deoA
N900_RS02770,0.6951328869423998,0.5502684138586637,0.8820919487955631,0.5191717226502578,0.5502684138586637,CP,0.031096691208405858,0.17596116429214204,0.031096691208405858,0.3629202261453053,10,deoB,0.3531827133333334,-1.3174,3.3184,6h_SI3,6h,SI3,3h_SI6,3h,SI6,4.6358,deoB
N900_RS02775,0.14678588725502426,0.2621222302292445,0.36173919776028757,0.14599279812581248,0.14678588725502426,PCA,0.000793089129211777,0.000793089129211777,0.11612943210343205,0.2157463996344751,10,deoD_1,0.9162402883333332,-0.57302,3.3385,3h_SI3,3h,SI3,1h_SI1,1h,SI1,3.91152,deoD_1
N900_RS02780,0.1522698310091744,0.13741752592320897,0.2834576098018083,0.17208920755644772,0.13741752592320897,CP,-0.03467168163323875,-0.01981937654727331,-0.03467168163323875,0.11136840224536057,10,SMP protein,-0.08477561666666669,-1.5022,2.9988,6h_SI9,6h,SI9,6h_SI4,6h,SI4,4.501,SMP protein
N900_RS02785,0.3245712082301013,0.3192039897499258,0.6804617824255036,0.3606843487165318,0.3192039897499258,CP,-0.04148035896660601,-0.036113140486430495,-0.04148035896660601,0.31977743370897177,10,phosphoserine phosphatase,0.4051759,-1.0188,3.6471,6h_co,6h,co,12h_SI2,12h,SI2,4.6659,phosphoserine phosphatase
N900_RS02790,0.41960628536405525,0.3370728331992033,0.7143816489617091,0.41000954532904266,0.3370728331992033,CP,-0.07293671212983938,0.009596740035012596,-0.07293671212983938,0.3043721036326664,10,pilz_1,-0.29004536166666667,-2.0458,3.2356,12h_SI3,12h,SI3,3h_SI1,3h,SI1,5.2814,pilz_1
N900_RS02795,0.3316716502601242,0.3871028089232072,0.6095432132646984,0.31436962596431517,0.3316716502601242,PCA,0.017302024295809015,0.017302024295809015,0.07273318295889203,0.29517358730038323,10,radA,1.1993223766666667,-0.6791,3.9582,12h_SI1,12h,SI1,6h_SI2,6h,SI2,4.6373,radA
N900_RS02805,0.33263997727127953,0.459158391013547,0.6768031119997563,0.29098594229893787,0.33263997727127953,PCA,0.04165403497234166,0.04165403497234166,0.16817244871460912,0.3858171697008184,10,AMP-binding protein,1.1388618,-0.60642,5.6882,12h_SI1,12h,SI1,3h_SI1,3h,SI1,6.29462,AMP-binding protein
N900_RS02810,0.5201310755358057,0.4853687184554404,0.7970064714095636,0.5442494689549693,0.4853687184554404,CP,-0.0588807504995289,-0.024118393419163553,-0.0588807504995289,0.2527570024545943,10,N900_RS02810,1.37869715,-0.025482,5.2553,1h_SI6,1h,SI6,6h_SI4,6h,SI4,5.280782,N900_RS02810
N900_RS02815,0.2112623797721548,0.17210645693725135,0.3561909326099013,0.1714978109057317,0.17210645693725135,CP,0.0006086460315196385,0.0397645688664231,0.0006086460315196385,0.1846931217041696,10,chrA,0.6252994216666666,-0.44421,3.1433,24h_SI8,24h,SI8,6h_SI2,6h,SI2,3.58751,chrA
N900_RS02820,0.3216995026513343,0.2998104709586188,0.616569371061992,0.18662872631396138,0.2998104709586188,CP,0.11318174464465741,0.1350707763373729,0.11318174464465741,0.4299406447480307,10,lacZ,1.251741088333333,-0.51654,4.2433,3h_SI2,3h,SI2,3h_SI1,3h,SI1,4.75984,lacZ
N900_RS02825,0.44346143746289124,0.39390352062636114,0.7712018106192612,0.49398067028822995,0.39390352062636114,CP,-0.10007714966186881,-0.05051923282533871,-0.10007714966186881,0.27722114033103123,10,galR,1.2336510483333334,-1.1315,4.6091,1h_SI1,1h,SI1,3h_SI2,3h,SI2,5.7406,galR
N900_RS02830,0.3465764581245761,0.3777096921463896,0.6205048425010118,0.3786846514266583,0.3465764581245761,PCA,-0.0321081933020822,-0.0321081933020822,-0.0009749592802686946,0.24182019107435349,10,ygjH,1.618199233333333,-0.16826,5.5369,3h_SI5,3h,SI5,12h_SI2,12h,SI2,5.70516,ygjH
N900_RS02835,0.29504530350222835,0.3515275387970474,0.5590898094622827,0.28984260324001043,0.29504530350222835,PCA,0.005202700262217919,0.005202700262217919,0.06168493555703697,0.2692472062222723,10,gamma-glutamylcyclotransferase,0.32831935000000007,-0.92455,2.8668,6h_ce,6h,ce,3h_SI2,3h,SI2,3.79135,gamma-glutamylcyclotransferase
N900_RS02840,0.4549103595304564,0.41064042902485226,0.5943169307405852,0.4602307886945327,0.41064042902485226,CP,-0.04959035966968045,-0.0053204291640763235,-0.04959035966968045,0.13408614204605251,10,ZntB,0.4454597178333333,-1.2592,4.7811,6h_co,6h,co,6h_st,6h,st,6.0403,ZntB
N900_RS02845,0.08384618371211444,0.13608316318332184,0.2784470251917463,0.06546379795435481,0.08384618371211444,PCA,0.018382385757759634,0.018382385757759634,0.07061936522896703,0.2129832272373915,10,RimK family alpha-L-glutamate ligase,1.4170708166666666,-0.19774,4.2161,3h_co,3h,co,3h_SI4,3h,SI4,4.4138399999999995,RimK family alpha-L-glutamate ligase
N900_RS02850,0.8491113974497322,0.8986856535478904,0.9508426176691082,0.5652207046504698,0.8491113974497322,PCA,0.2838906927992624,0.2838906927992624,0.3334649488974206,0.38562191301863835,10,ypeA_2,0.17090523333333335,-1.6028,3.8246,1h_SI1,1h,SI1,6h_ce,6h,ce,5.4274000000000004,ypeA_2
N900_RS02855,0.19161582076077793,0.2157310130976885,0.3335601393527766,0.17320363714806716,0.19161582076077793,PCA,0.01841218361271077,0.01841218361271077,0.04252737594962133,0.16035650220470946,10,short-chain dehydrogenase,0.6105899499999999,-0.53732,3.6673,6h_co,6h,co,6h_st,6h,st,4.20462,short-chain dehydrogenase
N900_RS02865,0.4842670735914419,0.48421920829919307,0.7561286025740954,0.33185090712194953,0.48421920829919307,CP,0.15236830117724354,0.15241616646949235,0.15236830117724354,0.4242776954521459,10,2-hydroxyacid dehydrogenase,1.2305892166666665,-0.36088,4.7294,24h_st,24h,st,3h_SI1,3h,SI1,5.09028,2-hydroxyacid dehydrogenase
